# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
FSSP244	2	1.0000	0.0000	0.0000	0.9872	0.0062	0.0005	0.0256	0.0250	0.0009	0.9744	0.0250	0.0009	0.0128	0.0062	0.0005	0.9872	0.0062	0.0005	0.0256	0.0250	0.0009	0.0000	47.7455	0.0000
FSSP245	11	1.0000	0.0000	0.0000	0.9883	0.0057	0.0004	0.0233	0.0228	0.0009	0.9767	0.0228	0.0009	0.0117	0.0057	0.0004	0.9883	0.0057	0.0004	0.0233	0.0228	0.0009	0.0000	47.8586	0.0000
FSSP246	9	1.0000	0.0000	0.0000	0.9870	0.0063	0.0005	0.0260	0.0253	0.0009	0.9740	0.0253	0.0009	0.0130	0.0063	0.0005	0.9870	0.0063	0.0005	0.0260	0.0253	0.0009	0.0000	47.7284	0.0000
FSSP247	4	1.0000	0.0000	0.0000	0.9855	0.0070	0.0005	0.0290	0.0281	0.0009	0.9710	0.0281	0.0009	0.0145	0.0070	0.0005	0.9855	0.0070	0.0005	0.0290	0.0281	0.0009	0.0000	47.5827	0.0000
FSSP248	5	1.0000	0.0000	0.0000	0.9869	0.0064	0.0004	0.0262	0.0256	0.0009	0.9738	0.0256	0.0009	0.0131	0.0064	0.0004	0.9869	0.0064	0.0004	0.0262	0.0256	0.0009	0.0000	47.7154	0.0000
FSSP249	9	1.0000	0.0000	0.0000	0.9872	0.0062	0.0004	0.0256	0.0250	0.0009	0.9744	0.0250	0.0009	0.0128	0.0062	0.0004	0.9872	0.0062	0.0004	0.0256	0.0250	0.0009	0.0000	47.7466	0.0000
FSSP250	77	1.0000	0.0000	0.0000	0.9833	0.0081	0.0005	0.0335	0.0323	0.0010	0.9665	0.0323	0.0010	0.0167	0.0081	0.0005	0.9833	0.0081	0.0005	0.0335	0.0323	0.0010	0.0000	47.3616	0.0000
HNL301	12	1.0000	0.0000	0.0000	0.9778	0.0106	0.0006	0.0444	0.0424	0.0011	0.9556	0.0424	0.0011	0.0222	0.0106	0.0006	0.9778	0.0106	0.0006	0.0444	0.0424	0.0011	0.0000	46.8249	0.0000
HNL302	11	1.0000	0.0000	0.0000	0.9753	0.0117	0.0006	0.0493	0.0469	0.0011	0.9507	0.0469	0.0011	0.0247	0.0117	0.0006	0.9753	0.0117	0.0006	0.0493	0.0469	0.0011	0.0000	46.5843	0.0000
HNL303	21	1.0000	0.0000	0.0000	0.9728	0.0129	0.0006	0.0545	0.0515	0.0012	0.9455	0.0515	0.0012	0.0272	0.0129	0.0006	0.9728	0.0129	0.0006	0.0545	0.0515	0.0012	0.0000	46.3314	0.0000
HNL304	17	1.0000	0.0000	0.0000	0.9754	0.0117	0.0006	0.0492	0.0468	0.0011	0.9508	0.0468	0.0011	0.0246	0.0117	0.0006	0.9754	0.0117	0.0006	0.0492	0.0468	0.0011	0.0000	46.5907	0.0000
HNL305	172	1.0000	0.0000	0.0000	0.9699	0.0141	0.0006	0.0602	0.0565	0.0012	0.9398	0.0565	0.0012	0.0301	0.0141	0.0006	0.9699	0.0141	0.0006	0.0602	0.0565	0.0012	0.0000	46.0531	0.0000
HNL306	223	1.0000	0.0000	0.0000	0.9681	0.0149	0.0006	0.0638	0.0598	0.0013	0.9362	0.0598	0.0013	0.0319	0.0149	0.0006	0.9681	0.0149	0.0006	0.0638	0.0598	0.0013	0.0000	45.8732	0.0000
HNL307	16	1.0000	0.0000	0.0000	0.9746	0.0121	0.0006	0.0509	0.0483	0.0012	0.9491	0.0483	0.0012	0.0254	0.0121	0.0006	0.9746	0.0121	0.0006	0.0509	0.0483	0.0012	0.0000	46.5072	0.0000
HNL308	14	1.0000	0.0000	0.0000	0.9743	0.0122	0.0006	0.0514	0.0488	0.0012	0.9486	0.0488	0.0012	0.0257	0.0122	0.0006	0.9743	0.0122	0.0006	0.0514	0.0488	0.0012	0.0000	46.4812	0.0000
HNL309	143	1.0000	0.0000	0.0000	0.9711	0.0136	0.0006	0.0579	0.0545	0.0012	0.9421	0.0545	0.0012	0.0289	0.0136	0.0006	0.9711	0.0136	0.0006	0.0579	0.0545	0.0012	0.0000	46.1659	0.0000
HNL310	14	1.0000	0.0000	0.0000	0.9806	0.0093	0.0006	0.0388	0.0373	0.0011	0.9612	0.0373	0.0011	0.0194	0.0093	0.0006	0.9806	0.0093	0.0006	0.0388	0.0373	0.0011	0.0000	47.0982	0.0000
MPO482	72	1.0000	0.0000	0.0000	0.9852	0.0072	0.0005	0.0296	0.0287	0.0009	0.9704	0.0287	0.0009	0.0148	0.0072	0.0005	0.9852	0.0072	0.0005	0.0296	0.0287	0.0009	0.0000	47.5514	0.0000
MPO483	60	1.0000	0.0000	0.0000	0.9854	0.0071	0.0004	0.0292	0.0284	0.0009	0.9708	0.0284	0.0009	0.0146	0.0071	0.0004	0.9854	0.0071	0.0004	0.0292	0.0284	0.0009	0.0000	47.5681	0.0000
MPO484	7	1.0000	0.0000	0.0000	0.9860	0.0068	0.0004	0.0279	0.0272	0.0009	0.9721	0.0272	0.0009	0.0140	0.0068	0.0004	0.9860	0.0068	0.0004	0.0279	0.0272	0.0009	0.0000	47.6325	0.0000
MPO485	94	1.0000	0.0000	0.0000	0.9788	0.0102	0.0005	0.0424	0.0406	0.0010	0.9576	0.0406	0.0010	0.0212	0.0102	0.0005	0.9788	0.0102	0.0005	0.0424	0.0406	0.0010	0.0000	46.9223	0.0000
MPO486	3	1.0000	0.0000	0.0000	0.9901	0.0048	0.0004	0.0198	0.0194	0.0009	0.9802	0.0194	0.0009	0.0099	0.0048	0.0004	0.9901	0.0048	0.0004	0.0198	0.0194	0.0009	0.0000	48.0332	0.0000
MPO487	7	1.0000	0.0000	0.0000	0.9886	0.0055	0.0005	0.0227	0.0222	0.0009	0.9773	0.0222	0.0009	0.0114	0.0055	0.0005	0.9886	0.0055	0.0005	0.0227	0.0222	0.0009	0.0000	47.8894	0.0000
MPO488	4	1.0000	0.0000	0.0000	0.9882	0.0058	0.0004	0.0236	0.0230	0.0009	0.9764	0.0230	0.0009	0.0118	0.0058	0.0004	0.9882	0.0058	0.0004	0.0236	0.0230	0.0009	0.0000	47.8464	0.0000
MPO489	7	1.0000	0.0000	0.0000	0.9877	0.0060	0.0004	0.0246	0.0240	0.0008	0.9754	0.0240	0.0008	0.0123	0.0060	0.0004	0.9877	0.0060	0.0004	0.0246	0.0240	0.0008	0.0000	47.7946	0.0000
MPO490	3	1.0000	0.0000	0.0000	0.9902	0.0048	0.0004	0.0196	0.0192	0.0009	0.9804	0.0192	0.0009	0.0098	0.0048	0.0004	0.9902	0.0048	0.0004	0.0196	0.0192	0.0009	0.0000	48.0416	0.0000
MPO491	3	1.0000	0.0000	0.0000	0.9891	0.0053	0.0004	0.0218	0.0213	0.0009	0.9782	0.0213	0.0009	0.0109	0.0053	0.0004	0.9891	0.0053	0.0004	0.0218	0.0213	0.0009	0.0000	47.9338	0.0000
OICP541	2	1.0000	0.0000	0.0000	0.9872	0.0062	0.0004	0.0256	0.0249	0.0008	0.9744	0.0249	0.0008	0.0128	0.0062	0.0004	0.9872	0.0062	0.0004	0.0256	0.0249	0.0008	0.0000	47.7490	0.0000
OICP542	2	1.0000	0.0000	0.0000	0.9855	0.0070	0.0004	0.0290	0.0281	0.0008	0.9710	0.0281	0.0008	0.0145	0.0070	0.0004	0.9855	0.0070	0.0004	0.0290	0.0281	0.0008	0.0000	47.5816	0.0000
OICP543	1	1.0000	0.0000	0.0000	0.9882	0.0058	0.0004	0.0237	0.0231	0.0008	0.9763	0.0231	0.0008	0.0118	0.0058	0.0004	0.9882	0.0058	0.0004	0.0237	0.0231	0.0008	0.0000	47.8422	0.0000
OICP544	34	1.0000	0.0000	0.0000	0.9882	0.0058	0.0004	0.0236	0.0231	0.0008	0.9764	0.0231	0.0008	0.0118	0.0058	0.0004	0.9882	0.0058	0.0004	0.0236	0.0231	0.0008	0.0000	47.8431	0.0000
OICP545	0	1.0000	0.0000	0.0000	0.9857	0.0070	0.0004	0.0287	0.0278	0.0008	0.9713	0.0278	0.0008	0.0143	0.0070	0.0004	0.9857	0.0070	0.0004	0.0287	0.0278	0.0008	0.0000	47.5973	0.0000
OICP546	2	1.0000	0.0000	0.0000	0.9844	0.0076	0.0004	0.0312	0.0302	0.0009	0.9688	0.0302	0.0009	0.0156	0.0076	0.0004	0.9844	0.0076	0.0004	0.0312	0.0302	0.0009	0.0000	47.4725	0.0000
OICP547	1	1.0000	0.0000	0.0000	0.9875	0.0061	0.0004	0.0249	0.0243	0.0008	0.9751	0.0243	0.0008	0.0125	0.0061	0.0004	0.9875	0.0061	0.0004	0.0249	0.0243	0.0008	0.0000	47.7791	0.0000
OICP548	1	1.0000	0.0000	0.0000	0.9861	0.0067	0.0004	0.0277	0.0269	0.0008	0.9723	0.0269	0.0008	0.0139	0.0067	0.0004	0.9861	0.0067	0.0004	0.0277	0.0269	0.0008	0.0000	47.6434	0.0000
OICP549	28	1.0000	0.0000	0.0000	0.9849	0.0073	0.0004	0.0301	0.0292	0.0008	0.9699	0.0292	0.0008	0.0151	0.0073	0.0004	0.9849	0.0073	0.0004	0.0301	0.0292	0.0008	0.0000	47.5261	0.0000
OICP550	41	1.0000	0.0000	0.0000	0.9844	0.0075	0.0004	0.0312	0.0302	0.0009	0.9688	0.0302	0.0009	0.0156	0.0075	0.0004	0.9844	0.0075	0.0004	0.0312	0.0302	0.0009	0.0000	47.4742	0.0000
IRO601	8	1.0000	0.0000	0.0000	0.9806	0.0093	0.0005	0.0388	0.0373	0.0010	0.9612	0.0373	0.0010	0.0194	0.0093	0.0005	0.9806	0.0093	0.0005	0.0388	0.0373	0.0010	0.0000	47.0982	0.0000
IRO602	4	1.0000	0.0000	0.0000	0.9768	0.0111	0.0005	0.0464	0.0443	0.0011	0.9536	0.0443	0.0011	0.0232	0.0111	0.0005	0.9768	0.0111	0.0005	0.0464	0.0443	0.0011	0.0000	46.7264	0.0000
IRO603	8	1.0000	0.0000	0.0000	0.9786	0.0102	0.0005	0.0428	0.0410	0.0010	0.9572	0.0410	0.0010	0.0214	0.0102	0.0005	0.9786	0.0102	0.0005	0.0428	0.0410	0.0010	0.0000	46.9034	0.0000
IRO604	187	1.0000	0.0000	0.0000	0.9756	0.0116	0.0005	0.0487	0.0464	0.0011	0.9513	0.0464	0.0011	0.0244	0.0116	0.0005	0.9756	0.0116	0.0005	0.0487	0.0464	0.0011	0.0000	46.6128	0.0000
IRO605	10	1.0000	0.0000	0.0000	0.9792	0.0100	0.0005	0.0417	0.0400	0.0010	0.9583	0.0400	0.0010	0.0208	0.0100	0.0005	0.9792	0.0100	0.0005	0.0417	0.0400	0.0010	0.0000	46.9585	0.0000
IRO606	11	1.0000	0.0000	0.0000	0.9805	0.0094	0.0005	0.0390	0.0375	0.0010	0.9610	0.0375	0.0010	0.0195	0.0094	0.0005	0.9805	0.0094	0.0005	0.0390	0.0375	0.0010	0.0000	47.0896	0.0000
IRO607	10	1.0000	0.0000	0.0000	0.9787	0.0102	0.0005	0.0425	0.0407	0.0010	0.9575	0.0407	0.0010	0.0213	0.0102	0.0005	0.9787	0.0102	0.0005	0.0425	0.0407	0.0010	0.0000	46.9179	0.0000
IRO608	197	1.0000	0.0000	0.0000	0.9725	0.0130	0.0006	0.0551	0.0520	0.0011	0.9449	0.0520	0.0011	0.0275	0.0130	0.0006	0.9725	0.0130	0.0006	0.0551	0.0520	0.0011	0.0000	46.3025	0.0000
IRO609	177	1.0000	0.0000	0.0000	0.9720	0.0132	0.0006	0.0560	0.0528	0.0011	0.9440	0.0528	0.0011	0.0280	0.0132	0.0006	0.9720	0.0132	0.0006	0.0560	0.0528	0.0011	0.0000	46.2584	0.0000
IRO610	4	1.0000	0.0000	0.0000	0.9862	0.0067	0.0005	0.0276	0.0268	0.0010	0.9724	0.0268	0.0010	0.0138	0.0067	0.0005	0.9862	0.0067	0.0005	0.0276	0.0268	0.0010	0.0000	47.6511	0.0000
HGRF661	3	1.0000	0.0000	0.0000	0.9924	0.0038	0.0003	0.0153	0.0150	0.0007	0.9847	0.0150	0.0007	0.0076	0.0038	0.0003	0.9924	0.0038	0.0003	0.0153	0.0150	0.0007	0.0000	48.2538	0.0000
HGRF662	4	1.0000	0.0000	0.0000	0.9930	0.0035	0.0003	0.0141	0.0139	0.0006	0.9859	0.0139	0.0006	0.0070	0.0035	0.0003	0.9930	0.0035	0.0003	0.0141	0.0139	0.0006	0.0000	48.3123	0.0000
HGRF663	1	1.0000	0.0000	0.0000	0.9924	0.0037	0.0003	0.0151	0.0149	0.0007	0.9849	0.0149	0.0007	0.0076	0.0037	0.0003	0.9924	0.0037	0.0003	0.0151	0.0149	0.0007	0.0000	48.2606	0.0000
HGRF664	32	1.0000	0.0000	0.0000	0.9924	0.0037	0.0003	0.0152	0.0150	0.0007	0.9848	0.0150	0.0007	0.0076	0.0037	0.0003	0.9924	0.0037	0.0003	0.0152	0.0150	0.0007	0.0000	48.2554	0.0000
HGRF665	61	1.0000	0.0000	0.0000	0.9898	0.0050	0.0004	0.0203	0.0199	0.0007	0.9797	0.0199	0.0007	0.0102	0.0050	0.0004	0.9898	0.0050	0.0004	0.0203	0.0199	0.0007	0.0000	48.0058	0.0000
HGRF666	1	1.0000	0.0000	0.0000	0.9933	0.0033	0.0003	0.0135	0.0133	0.0006	0.9865	0.0133	0.0006	0.0067	0.0033	0.0003	0.9933	0.0033	0.0003	0.0135	0.0133	0.0006	0.0000	48.3409	0.0000
HGRF667	35	1.0000	0.0000	0.0000	0.9931	0.0034	0.0003	0.0139	0.0137	0.0006	0.9861	0.0137	0.0006	0.0069	0.0034	0.0003	0.9931	0.0034	0.0003	0.0139	0.0137	0.0006	0.0000	48.3203	0.0000
HGRF668	1	1.0000	0.0000	0.0000	0.9933	0.0033	0.0003	0.0135	0.0133	0.0006	0.9865	0.0133	0.0006	0.0067	0.0033	0.0003	0.9933	0.0033	0.0003	0.0135	0.0133	0.0006	0.0000	48.3416	0.0000
HGRF669	2	1.0000	0.0000	0.0000	0.9925	0.0037	0.0003	0.0151	0.0148	0.0007	0.9849	0.0148	0.0007	0.0075	0.0037	0.0003	0.9925	0.0037	0.0003	0.0151	0.0148	0.0007	0.0000	48.2627	0.0000
HGRF670	2	1.0000	0.0000	0.0000	0.9940	0.0030	0.0003	0.0120	0.0119	0.0006	0.9880	0.0119	0.0006	0.0060	0.0030	0.0003	0.9940	0.0030	0.0003	0.0120	0.0119	0.0006	0.0000	48.4135	0.0000
PTP721	31	1.0000	0.0000	0.0000	0.9922	0.0038	0.0003	0.0156	0.0154	0.0007	0.9844	0.0154	0.0007	0.0078	0.0038	0.0003	0.9922	0.0038	0.0003	0.0156	0.0154	0.0007	0.0000	48.2363	0.0000
PTP722	41	1.0000	0.0000	0.0000	0.9912	0.0043	0.0004	0.0177	0.0174	0.0007	0.9823	0.0174	0.0007	0.0088	0.0043	0.0004	0.9912	0.0043	0.0004	0.0177	0.0174	0.0007	0.0000	48.1345	0.0000
PTP723	1	1.0000	0.0000	0.0000	0.9934	0.0033	0.0004	0.0132	0.0130	0.0008	0.9868	0.0130	0.0008	0.0066	0.0033	0.0004	0.9934	0.0033	0.0004	0.0132	0.0130	0.0008	0.0000	48.3551	0.0000
PTP724	2	1.0000	0.0000	0.0000	0.9929	0.0035	0.0004	0.0142	0.0140	0.0007	0.9858	0.0140	0.0007	0.0071	0.0035	0.0004	0.9929	0.0035	0.0004	0.0142	0.0140	0.0007	0.0000	48.3040	0.0000
PTP725	1	1.0000	0.0000	0.0000	0.9943	0.0028	0.0004	0.0113	0.0112	0.0007	0.9887	0.0112	0.0007	0.0057	0.0028	0.0004	0.9943	0.0028	0.0004	0.0113	0.0112	0.0007	0.0000	48.4480	0.0000
PTP726	1	1.0000	0.0000	0.0000	0.9930	0.0035	0.0004	0.0141	0.0139	0.0007	0.9859	0.0139	0.0007	0.0070	0.0035	0.0004	0.9930	0.0035	0.0004	0.0141	0.0139	0.0007	0.0000	48.3127	0.0000
PTP727	0	1.0000	0.0000	0.0000	0.9921	0.0039	0.0004	0.0158	0.0156	0.0008	0.9842	0.0156	0.0008	0.0079	0.0039	0.0004	0.9921	0.0039	0.0004	0.0158	0.0156	0.0008	0.0000	48.2275	0.0000
PTP728	3	1.0000	0.0000	0.0000	0.9919	0.0040	0.0004	0.0162	0.0160	0.0007	0.9838	0.0160	0.0007	0.0081	0.0040	0.0004	0.9919	0.0040	0.0004	0.0162	0.0160	0.0007	0.0000	48.2068	0.0000
PTP729	20	1.0000	0.0000	0.0000	0.9936	0.0031	0.0003	0.0127	0.0126	0.0006	0.9873	0.0126	0.0006	0.0064	0.0031	0.0003	0.9936	0.0031	0.0003	0.0127	0.0126	0.0006	0.0000	48.3786	0.0000
PTP730	1	1.0000	0.0000	0.0000	0.9918	0.0040	0.0004	0.0164	0.0161	0.0008	0.9836	0.0161	0.0008	0.0082	0.0040	0.0004	0.9918	0.0040	0.0004	0.0164	0.0161	0.0008	0.0000	48.1982	0.0000
RRL782	9	1.0000	0.0000	0.0000	0.9865	0.0066	0.0005	0.0270	0.0263	0.0010	0.9730	0.0263	0.0010	0.0135	0.0066	0.0005	0.9865	0.0066	0.0005	0.0270	0.0263	0.0010	0.0000	47.6768	0.0000
RRL783	7	1.0000	0.0000	0.0000	0.9840	0.0077	0.0005	0.0320	0.0310	0.0010	0.9680	0.0310	0.0010	0.0160	0.0077	0.0005	0.9840	0.0077	0.0005	0.0320	0.0310	0.0010	0.0000	47.4329	0.0000
RRL784	12	1.0000	0.0000	0.0000	0.9793	0.0099	0.0005	0.0414	0.0397	0.0010	0.9586	0.0397	0.0010	0.0207	0.0099	0.0005	0.9793	0.0099	0.0005	0.0414	0.0397	0.0010	0.0000	46.9726	0.0000
RRL785	7	1.0000	0.0000	0.0000	0.9785	0.0103	0.0005	0.0430	0.0412	0.0010	0.9570	0.0412	0.0010	0.0215	0.0103	0.0005	0.9785	0.0103	0.0005	0.0430	0.0412	0.0010	0.0000	46.8920	0.0000
RRL786	5	1.0000	0.0000	0.0000	0.9794	0.0099	0.0005	0.0413	0.0396	0.0010	0.9587	0.0396	0.0010	0.0206	0.0099	0.0005	0.9794	0.0099	0.0005	0.0413	0.0396	0.0010	0.0000	46.9795	0.0000
RRL787	16	1.0000	0.0000	0.0000	0.9751	0.0118	0.0006	0.0498	0.0473	0.0011	0.9502	0.0473	0.0011	0.0249	0.0118	0.0006	0.9751	0.0118	0.0006	0.0498	0.0473	0.0011	0.0000	46.5625	0.0000
RRL788	150	1.0000	0.0000	0.0000	0.9763	0.0113	0.0005	0.0474	0.0452	0.0011	0.9526	0.0452	0.0011	0.0237	0.0113	0.0005	0.9763	0.0113	0.0005	0.0474	0.0452	0.0011	0.0000	46.6785	0.0000
RRL789	13	1.0000	0.0000	0.0000	0.9764	0.0112	0.0005	0.0471	0.0449	0.0011	0.9529	0.0449	0.0011	0.0236	0.0112	0.0005	0.9764	0.0112	0.0005	0.0471	0.0449	0.0011	0.0000	46.6931	0.0000
RRL790	202	1.0000	0.0000	0.0000	0.9723	0.0131	0.0006	0.0553	0.0523	0.0011	0.9447	0.0523	0.0011	0.0277	0.0131	0.0006	0.9723	0.0131	0.0006	0.0553	0.0523	0.0011	0.0000	46.2898	0.0000
RRL791	159	1.0000	0.0000	0.0000	0.9713	0.0135	0.0006	0.0573	0.0541	0.0012	0.9427	0.0541	0.0012	0.0287	0.0135	0.0006	0.9713	0.0135	0.0006	0.0573	0.0541	0.0012	0.0000	46.1914	0.0000
