PairwisePops	x04SubSamp	x06SubSamp	x08SubSamp	x10SubSamp	x12SubSamp	x14SubSamp	x16SubSamp	x18SubSamp	x20SubSamp	x22SubSamp
TGCP_STT_Rep047	0.150422	0.172678	0.169701	0.174498	0.16508	0.160688	0.172493	0.169921	0.169663	0.170795
TGCP_STT_Rep048	0.193146	0.172914	0.160319	0.172554	0.168631	0.168117	0.165474	0.169049	0.169693	0.168167
TGCP_STT_Rep049	0.171764	0.175421	0.168911	0.175596	0.169124	0.167489	0.168971	0.167712	0.168499	0.170275
TGCP_STT_Rep050	0.169897	0.169718	0.174313	0.161887	0.171261	0.16307	0.168878	0.165498	0.168429	0.170602
TGCP_STT_Rep051	0.173007	0.165733	0.172151	0.166788	0.164793	0.172447	0.170932	0.167657	0.169022	0.170103
TGCP_STT_Rep052	0.156925	0.157862	0.172056	0.176266	0.171988	0.171068	0.170315	0.169395	0.164251	0.169335
TGCP_STT_Rep053	0.16432	0.161812	0.178491	0.172172	0.17105	0.167465	0.171788	0.168387	0.170273	0.169849
TGCP_STT_Rep054	0.161353	0.153121	0.164432	0.167803	0.169313	0.170485	0.16835	0.169605	0.168839	0.170292
TGCP_STT_Rep055	0.172979	0.173673	0.175704	0.164235	0.171454	0.172422	0.171448	0.168631	0.168635	0.169609
TGCP_STT_Rep056	0.172991	0.153167	0.17157	0.171053	0.168651	0.168143	0.167245	0.167692	0.168168	0.168795
TGCP_STT_Rep057	0.160237	0.172698	0.171675	0.166167	0.165663	0.166382	0.165974	0.168797	0.168602	0.169697
TGCP_STT_Rep058	0.150875	0.168881	0.172321	0.170725	0.166225	0.172366	0.16771	0.172073	0.169281	0.16996
TGCP_STT_Rep059	0.163431	0.166477	0.1759	0.165638	0.178309	0.166896	0.166384	0.17199	0.167768	0.16988
TGCP_STT_Rep060	0.187455	0.171789	0.168118	0.171283	0.166055	0.16866	0.165246	0.169158	0.16822	0.170572
TGCP_STT_Rep061	0.172634	0.172086	0.166394	0.168107	0.163142	0.168934	0.16875	0.167862	0.168865	0.169116
TGCP_STT_Rep062	0.168389	0.164751	0.16828	0.173084	0.170089	0.168215	0.17061	0.171306	0.169562	0.170603
TGCP_STT_Rep063	0.173464	0.172944	0.165531	0.168037	0.169515	0.169181	0.17022	0.16959	0.170563	0.16997
TGCP_STT_Rep064	0.175714	0.172731	0.170141	0.165506	0.16193	0.167472	0.169067	0.171221	0.17041	0.168525
TGCP_STT_Rep065	0.176709	0.177431	0.169545	0.174814	0.164628	0.16919	0.171511	0.171744	0.167828	0.169122
TGCP_STT_Rep066	0.151234	0.168013	0.170929	0.168031	0.168669	0.169096	0.167411	0.172666	0.167835	0.169393
TGCP_STT_Rep067	0.165696	0.17476	0.171284	0.164304	0.173747	0.167747	0.165283	0.169894	0.171152	0.169124
TGCP_STT_Rep068	0.163449	0.168871	0.17853	0.171705	0.167857	0.170517	0.169776	0.172095	0.168965	0.169087
TGCP_STT_Rep069	0.180444	0.170604	0.163828	0.173727	0.165916	0.169624	0.168739	0.167024	0.171118	0.168801
TGCP_STT_Rep070	0.162202	0.183054	0.171921	0.179876	0.167687	0.165268	0.171232	0.170112	0.168025	0.170672
TGCP_STT_Rep071	0.156133	0.184912	0.177956	0.16517	0.163275	0.171425	0.171655	0.169553	0.169148	0.170592
TGCP_STT_Rep072	0.174857	0.166704	0.171311	0.167816	0.177508	0.169381	0.173588	0.171714	0.169901	0.16997
TGCP_STT_Rep073	0.162898	0.161007	0.164993	0.174995	0.166211	0.169064	0.169933	0.171067	0.17211	0.169183
TGCP_STT_Rep074	0.16921	0.174808	0.170812	0.16967	0.17265	0.165812	0.170961	0.16697	0.168652	0.169628
TGCP_STT_Rep075	0.175683	0.178105	0.170777	0.163428	0.171788	0.173562	0.168617	0.167464	0.168616	0.169872
TGCP_STT_Rep076	0.153126	0.174855	0.161634	0.178101	0.179294	0.170767	0.170206	0.169206	0.16932	0.167535
TGCP_STT_Rep077	0.152143	0.166294	0.166724	0.167318	0.17046	0.165432	0.166139	0.167402	0.170646	0.16951
TGCP_STT_Rep078	0.189221	0.157289	0.175636	0.167121	0.172655	0.168941	0.169544	0.171288	0.170637	0.168764
TGCP_STT_Rep079	0.154608	0.156238	0.16563	0.17373	0.173889	0.167709	0.171538	0.170064	0.16989	0.169207
TGCP_STT_Rep080	0.169996	0.178224	0.167285	0.161197	0.168144	0.169814	0.168984	0.170787	0.167467	0.170055
TGCP_STT_Rep081	0.167405	0.160542	0.180822	0.169348	0.163869	0.170036	0.170363	0.169936	0.17013	0.169594
TGCP_STT_Rep082	0.1705	0.17318	0.171058	0.161591	0.169962	0.170742	0.168881	0.16958	0.169368	0.168972
TGCP_STT_Rep083	0.175303	0.165736	0.16854	0.174619	0.165636	0.168322	0.173239	0.17113	0.167587	0.167783
TGCP_STT_Rep084	0.158115	0.180466	0.168154	0.162791	0.171957	0.169391	0.168714	0.168828	0.171233	0.169747
TGCP_STT_Rep085	0.165772	0.163949	0.165942	0.172131	0.17311	0.167766	0.168417	0.171473	0.167782	0.169849
TGCP_STT_Rep086	0.176616	0.154354	0.1659	0.167959	0.167576	0.168777	0.17427	0.171829	0.168088	0.169003
TGCP_STT_Rep087	0.174715	0.16984	0.168093	0.166619	0.172592	0.169578	0.167757	0.170078	0.170419	0.169167
TGCP_STT_Rep088	0.181875	0.165609	0.173307	0.165618	0.168991	0.166399	0.166954	0.16652	0.168348	0.169381
TGCP_STT_Rep089	0.182113	0.173332	0.162467	0.16888	0.174507	0.1657	0.171424	0.170563	0.168868	0.16928
TGCP_STT_Rep090	0.166902	0.167086	0.167535	0.164885	0.165099	0.167149	0.172368	0.171617	0.166931	0.169177
TGCP_STT_Rep091	0.188089	0.165523	0.162461	0.166294	0.172824	0.16896	0.169765	0.171684	0.166973	0.170513
TGCP_STT_Rep092	0.184404	0.158407	0.171747	0.17155	0.168896	0.170975	0.167256	0.170287	0.172017	0.168981
TGCP_STT_Rep093	0.176305	0.179715	0.166627	0.171405	0.165436	0.163956	0.165793	0.169284	0.168903	0.170034
TGCP_STT_Rep094	0.167641	0.172578	0.158556	0.175806	0.1686	0.163856	0.172167	0.171999	0.169181	0.168751
TGCP_STT_Rep095	0.162376	0.164581	0.168237	0.173781	0.166301	0.167994	0.168656	0.166597	0.17089	0.168647
TGCP_STT_Rep096	0.163588	0.162583	0.178036	0.170736	0.162275	0.168821	0.166259	0.172411	0.16943	0.16857
TGCP_STT_Rep097	0.17241	0.173117	0.172567	0.172577	0.164018	0.172362	0.167064	0.16832	0.167944	0.169057
TGCP_STT_Rep098	0.165103	0.170689	0.163686	0.169488	0.172657	0.17018	0.173068	0.169088	0.169418	0.170575
TGCP_STT_Rep099	0.163129	0.168456	0.174482	0.172124	0.170993	0.166526	0.171826	0.165403	0.169275	0.16909
TGCP_STT_Rep100	0.171222	0.175157	0.173456	0.167259	0.171148	0.170821	0.174496	0.168615	0.170527	0.171703
