PairwisePops	x04SubSamp	x06SubSamp	x08SubSamp	x10SubSamp	x12SubSamp	x14SubSamp	x16SubSamp	x18SubSamp	x20SubSamp	x22SubSamp
TGCP_MPO_Rep045	0.167784	0.156827	0.167138	0.168575	0.165503	0.16589	0.167607	0.165563	0.166582	0.166362
TGCP_MPO_Rep046	0.170592	0.152862	0.165958	0.168422	0.167969	0.16595	0.169462	0.167687	0.168439	0.166799
TGCP_MPO_Rep047	0.148409	0.17998	0.165396	0.168826	0.166735	0.160497	0.168923	0.166622	0.165866	0.166903
TGCP_MPO_Rep048	0.185167	0.174698	0.159727	0.176515	0.172099	0.163111	0.163528	0.166186	0.167278	0.166461
TGCP_MPO_Rep049	0.160221	0.168082	0.163084	0.165812	0.16899	0.167868	0.166188	0.166806	0.167062	0.166965
TGCP_MPO_Rep050	0.170678	0.171856	0.175593	0.16885	0.168598	0.16128	0.164169	0.163785	0.165699	0.168372
TGCP_MPO_Rep051	0.181999	0.172476	0.170091	0.164859	0.166315	0.168605	0.168099	0.165259	0.167413	0.169017
TGCP_MPO_Rep052	0.159581	0.161868	0.176587	0.164588	0.172584	0.16999	0.166082	0.170893	0.16443	0.166406
TGCP_MPO_Rep053	0.159779	0.16017	0.175037	0.162916	0.166359	0.16851	0.170187	0.165601	0.164211	0.168782
TGCP_MPO_Rep054	0.163227	0.158923	0.167392	0.164992	0.16005	0.16568	0.166225	0.166854	0.166986	0.167848
TGCP_MPO_Rep055	0.158437	0.169423	0.172985	0.169883	0.162903	0.168524	0.166552	0.165898	0.168063	0.165875
TGCP_MPO_Rep056	0.171658	0.153984	0.166472	0.171898	0.170724	0.166556	0.166796	0.165185	0.165501	0.167148
TGCP_MPO_Rep057	0.167598	0.172359	0.176412	0.161261	0.162781	0.165949	0.16903	0.168725	0.166537	0.168256
TGCP_MPO_Rep058	0.161598	0.157761	0.1719	0.166348	0.166268	0.169172	0.165616	0.1677	0.169083	0.167567
TGCP_MPO_Rep059	0.156549	0.164959	0.169536	0.16381	0.169871	0.166876	0.161602	0.166011	0.16573	0.167631
TGCP_MPO_Rep060	0.177097	0.170094	0.169918	0.172127	0.160243	0.167946	0.165126	0.169344	0.165127	0.167316
TGCP_MPO_Rep061	0.176907	0.163206	0.163974	0.164804	0.160584	0.16675	0.165385	0.16676	0.167479	0.165564
TGCP_MPO_Rep062	0.168159	0.161421	0.163963	0.165537	0.165486	0.168517	0.169597	0.169189	0.167829	0.167268
TGCP_MPO_Rep063	0.178044	0.178584	0.163872	0.164206	0.167136	0.165106	0.166199	0.167472	0.167725	0.166378
TGCP_MPO_Rep064	0.170872	0.174555	0.172065	0.160651	0.162795	0.164773	0.167581	0.17034	0.168472	0.16657
TGCP_MPO_Rep065	0.172765	0.183789	0.170274	0.170137	0.166712	0.16761	0.169479	0.165434	0.164574	0.166606
TGCP_MPO_Rep066	0.14367	0.173966	0.165223	0.163095	0.160254	0.165493	0.168089	0.168346	0.168314	0.167478
TGCP_MPO_Rep067	0.164666	0.171028	0.166182	0.166408	0.161916	0.167791	0.164465	0.169125	0.165859	0.168959
TGCP_MPO_Rep068	0.157149	0.173659	0.175459	0.161389	0.165645	0.16505	0.168053	0.170208	0.167706	0.168003
TGCP_MPO_Rep069	0.160892	0.168352	0.159728	0.166523	0.164833	0.168631	0.167361	0.165012	0.165832	0.16697
TGCP_MPO_Rep070	0.163213	0.164739	0.164038	0.179109	0.16938	0.161341	0.167649	0.166469	0.169334	0.16768
TGCP_MPO_Rep071	0.159646	0.179348	0.166783	0.168866	0.162517	0.172728	0.167757	0.166746	0.164322	0.167911
TGCP_MPO_Rep072	0.171942	0.161002	0.182359	0.168566	0.170472	0.165246	0.170705	0.1688	0.167755	0.167418
TGCP_MPO_Rep073	0.165246	0.157986	0.161585	0.170769	0.167823	0.165276	0.169646	0.168098	0.167969	0.166811
TGCP_MPO_Rep074	0.147475	0.173407	0.161193	0.166003	0.164325	0.16938	0.171033	0.168312	0.166722	0.166661
TGCP_MPO_Rep075	0.167802	0.175078	0.159718	0.159448	0.168194	0.167499	0.166749	0.164211	0.165081	0.167429
TGCP_MPO_Rep076	0.161061	0.161314	0.162585	0.175367	0.168627	0.170946	0.167428	0.169667	0.166954	0.168165
TGCP_MPO_Rep077	0.152375	0.165613	0.168382	0.163125	0.16868	0.165368	0.167717	0.165995	0.166107	0.167282
TGCP_MPO_Rep078	0.18232	0.174311	0.165929	0.162291	0.166559	0.165936	0.16918	0.168422	0.168369	0.16611
TGCP_MPO_Rep079	0.160064	0.154172	0.163418	0.167515	0.167562	0.164537	0.165112	0.167184	0.164655	0.167997
TGCP_MPO_Rep080	0.165563	0.181362	0.16744	0.162955	0.167171	0.168402	0.166801	0.165796	0.166416	0.167711
TGCP_MPO_Rep081	0.173419	0.16371	0.169924	0.164919	0.164117	0.164761	0.168033	0.170009	0.166652	0.167717
TGCP_MPO_Rep082	0.17471	0.168262	0.159174	0.160421	0.167643	0.173041	0.169263	0.16968	0.167825	0.165666
TGCP_MPO_Rep083	0.190826	0.163897	0.165699	0.17045	0.159644	0.167496	0.172188	0.169789	0.168	0.166349
TGCP_MPO_Rep084	0.147983	0.169861	0.164926	0.169711	0.169192	0.165191	0.170723	0.168095	0.170922	0.166672
TGCP_MPO_Rep085	0.176677	0.159095	0.165906	0.166782	0.168424	0.166516	0.165772	0.16578	0.16798	0.167356
TGCP_MPO_Rep086	0.175784	0.157265	0.165109	0.166776	0.165486	0.167579	0.170979	0.169088	0.166625	0.167533
TGCP_MPO_Rep087	0.176025	0.158987	0.17555	0.166312	0.167815	0.170296	0.167323	0.167763	0.168021	0.167237
TGCP_MPO_Rep088	0.174288	0.160088	0.161561	0.165621	0.169293	0.167151	0.164573	0.163738	0.166659	0.167409
TGCP_MPO_Rep089	0.174133	0.162603	0.159903	0.171558	0.165414	0.163496	0.169583	0.167724	0.165298	0.166349
TGCP_MPO_Rep090	0.175666	0.155222	0.166339	0.164534	0.163251	0.165288	0.167841	0.166618	0.163862	0.167311
TGCP_MPO_Rep091	0.185632	0.157497	0.168937	0.161969	0.166549	0.167353	0.167901	0.16688	0.16528	0.168525
TGCP_MPO_Rep092	0.166417	0.157182	0.170792	0.165234	0.159467	0.164824	0.163477	0.170523	0.167966	0.167666
TGCP_MPO_Rep093	0.168906	0.170158	0.158468	0.16182	0.162513	0.159308	0.167656	0.163527	0.165977	0.168439
TGCP_MPO_Rep094	0.174586	0.17544	0.157879	0.172124	0.164187	0.163916	0.170127	0.169989	0.165301	0.166003
TGCP_MPO_Rep095	0.156096	0.165877	0.169086	0.171549	0.165144	0.169856	0.170231	0.165387	0.168532	0.166311
TGCP_MPO_Rep096	0.173903	0.157116	0.175507	0.174294	0.159387	0.162789	0.166354	0.171321	0.167672	0.16723
TGCP_MPO_Rep097	0.168771	0.163748	0.177108	0.169171	0.161375	0.166271	0.162291	0.165312	0.166684	0.166235
TGCP_MPO_Rep098	0.169921	0.162293	0.160111	0.169973	0.168239	0.167921	0.167891	0.165028	0.166193	0.168139
TGCP_MPO_Rep099	0.160907	0.162413	0.169921	0.171534	0.168596	0.164052	0.164589	0.162571	0.167533	0.166953
TGCP_MPO_Rep100	0.147175	0.165461	0.169697	0.163993	0.167513	0.164745	0.165542	0.166656	0.166565	0.168608
