PairwisePops	x04SubSamp	x06SubSamp	x08SubSamp	x10SubSamp	x12SubSamp	x14SubSamp	x16SubSamp	x18SubSamp	x20SubSamp	x22SubSamp
STT_MPO_Rep024	0.067964	0.063437	0.065617	0.071714	0.063683	0.064243	0.063781	0.065557	0.064818	0.064252
STT_MPO_Rep025	0.081263	0.069444	0.070565	0.064918	0.067483	0.067388	0.062529	0.065942	0.06479	0.063758
STT_MPO_Rep026	0.055382	0.072586	0.06413	0.061769	0.068676	0.062413	0.067584	0.065905	0.066592	0.063199
STT_MPO_Rep027	0.061938	0.071314	0.077808	0.066596	0.065773	0.064049	0.063598	0.061359	0.064353	0.064605
STT_MPO_Rep028	0.064402	0.058026	0.071831	0.070318	0.063705	0.066636	0.063694	0.065136	0.06209	0.065078
STT_MPO_Rep029	0.053893	0.064795	0.064373	0.061315	0.065913	0.063531	0.063214	0.062161	0.066358	0.065821
STT_MPO_Rep030	0.051041	0.063996	0.066759	0.062121	0.061616	0.064132	0.064284	0.067629	0.066106	0.064431
STT_MPO_Rep031	0.067344	0.06376	0.069933	0.066193	0.066632	0.065944	0.064294	0.064065	0.062768	0.065311
STT_MPO_Rep032	0.069398	0.080071	0.058063	0.062016	0.06254	0.061879	0.06133	0.066749	0.064665	0.063862
STT_MPO_Rep033	0.064567	0.071403	0.063994	0.066631	0.065391	0.063764	0.063947	0.062902	0.063811	0.064301
STT_MPO_Rep034	0.04849	0.061945	0.064419	0.067857	0.066802	0.065716	0.065555	0.066522	0.063804	0.064817
STT_MPO_Rep035	0.045917	0.072413	0.074985	0.066489	0.061239	0.066866	0.065096	0.062948	0.068135	0.063555
STT_MPO_Rep036	0.06906	0.058949	0.068274	0.064151	0.067789	0.064621	0.062963	0.062308	0.062779	0.064303
STT_MPO_Rep037	0.060351	0.058516	0.071331	0.05885	0.064729	0.068916	0.066578	0.064762	0.065833	0.065601
STT_MPO_Rep038	0.055844	0.076011	0.063557	0.070186	0.062134	0.065578	0.065019	0.066053	0.064529	0.065927
STT_MPO_Rep039	0.066588	0.06519	0.06614	0.067704	0.06373	0.06267	0.063186	0.065425	0.064663	0.062849
STT_MPO_Rep040	0.07662	0.057758	0.06123	0.059232	0.067059	0.067049	0.062491	0.066381	0.063895	0.064114
STT_MPO_Rep041	0.068133	0.073274	0.060204	0.057166	0.065903	0.066553	0.063671	0.065894	0.064539	0.065154
STT_MPO_Rep042	0.062291	0.055058	0.065201	0.060222	0.060572	0.069473	0.064727	0.064576	0.065423	0.065113
STT_MPO_Rep043	0.057754	0.069671	0.06852	0.068192	0.060393	0.063749	0.063248	0.064676	0.066219	0.063455
STT_MPO_Rep044	0.08289	0.060548	0.065788	0.059335	0.06157	0.065077	0.06481	0.064147	0.066283	0.064125
STT_MPO_Rep045	0.065262	0.070955	0.061527	0.067462	0.062733	0.064581	0.060611	0.064946	0.064769	0.06614
STT_MPO_Rep046	0.078776	0.060683	0.063329	0.068303	0.065615	0.060479	0.064894	0.067675	0.064249	0.063523
STT_MPO_Rep047	0.063869	0.060582	0.060715	0.066728	0.066073	0.060925	0.068033	0.063211	0.065747	0.06647
STT_MPO_Rep048	0.078739	0.060572	0.064611	0.073306	0.066608	0.062374	0.065262	0.063767	0.063223	0.064884
STT_MPO_Rep049	0.084069	0.061055	0.058116	0.063617	0.064599	0.066195	0.067307	0.067098	0.066012	0.065841
STT_MPO_Rep050	0.059554	0.07528	0.069408	0.060512	0.067865	0.062793	0.061878	0.065327	0.064358	0.065346
STT_MPO_Rep051	0.059816	0.065834	0.06432	0.066091	0.066682	0.062608	0.065904	0.064617	0.066381	0.065225
STT_MPO_Rep052	0.051874	0.060527	0.061893	0.06262	0.065676	0.067232	0.063832	0.065877	0.063324	0.063348
STT_MPO_Rep053	0.061066	0.067729	0.064176	0.067992	0.063943	0.0645	0.061419	0.062499	0.064644	0.064893
STT_MPO_Rep054	0.065976	0.060595	0.062947	0.058416	0.059853	0.065386	0.063674	0.063444	0.065544	0.065455
STT_MPO_Rep055	0.056556	0.063459	0.066701	0.066358	0.066274	0.067239	0.063696	0.064764	0.062112	0.06458
STT_MPO_Rep056	0.063655	0.055536	0.06215	0.061025	0.0659	0.06647	0.063223	0.066191	0.064913	0.063422
STT_MPO_Rep057	0.06015	0.052242	0.064917	0.062096	0.064105	0.067225	0.065231	0.061521	0.06341	0.065055
STT_MPO_Rep058	0.046362	0.062348	0.067997	0.063886	0.071759	0.067152	0.064743	0.065742	0.063007	0.064196
STT_MPO_Rep059	0.067172	0.059236	0.068465	0.069791	0.068147	0.061751	0.061724	0.064771	0.064624	0.063519
STT_MPO_Rep060	0.064479	0.060894	0.062721	0.06193	0.060374	0.059632	0.062098	0.064139	0.063648	0.063689
STT_MPO_Rep061	0.070684	0.063391	0.0656	0.067896	0.063153	0.064061	0.064019	0.063124	0.065824	0.064908
STT_MPO_Rep062	0.055588	0.067646	0.069357	0.060642	0.064409	0.066554	0.067281	0.063021	0.066675	0.064986
STT_MPO_Rep063	0.070718	0.063936	0.067032	0.063532	0.064275	0.065684	0.065093	0.064941	0.063109	0.065123
STT_MPO_Rep064	0.053565	0.06828	0.062806	0.067307	0.061249	0.06511	0.062115	0.065196	0.065167	0.064425
STT_MPO_Rep065	0.061512	0.057624	0.06614	0.063505	0.06444	0.062	0.065117	0.065205	0.063341	0.064581
STT_MPO_Rep066	0.066497	0.059058	0.062707	0.060955	0.068649	0.064488	0.065876	0.063802	0.065312	0.064935
STT_MPO_Rep067	0.061263	0.055169	0.060574	0.065367	0.067263	0.060836	0.060635	0.065682	0.06215	0.063508
STT_MPO_Rep068	0.060858	0.069759	0.067085	0.061931	0.060988	0.060845	0.06149	0.065105	0.063504	0.063381
STT_MPO_Rep069	0.064714	0.077183	0.062721	0.065822	0.060623	0.060648	0.064694	0.065818	0.066037	0.064601
STT_MPO_Rep070	0.058709	0.063894	0.062571	0.066849	0.068519	0.061845	0.063306	0.063421	0.065628	0.065216
STT_MPO_Rep071	0.052284	0.075089	0.062468	0.066866	0.063514	0.069955	0.064864	0.067121	0.064911	0.064531
STT_MPO_Rep072	0.057969	0.055738	0.067232	0.06152	0.066496	0.063469	0.06013	0.06513	0.064258	0.062706
STT_MPO_Rep073	0.076417	0.056461	0.064807	0.063884	0.0609	0.064427	0.062433	0.064475	0.066306	0.063749
STT_MPO_Rep074	0.069735	0.065112	0.066082	0.072332	0.064519	0.062976	0.070033	0.065201	0.062757	0.064623
STT_MPO_Rep075	0.063358	0.051156	0.063199	0.063508	0.067914	0.066106	0.061583	0.063932	0.06394	0.065296
STT_MPO_Rep076	0.070161	0.056883	0.068297	0.069214	0.065885	0.063425	0.064958	0.065146	0.066091	0.064475
STT_MPO_Rep077	0.063939	0.064003	0.072675	0.054138	0.060834	0.065249	0.064527	0.062926	0.067492	0.065789
STT_MPO_Rep078	0.067383	0.076936	0.065453	0.059783	0.065986	0.060429	0.066346	0.065245	0.065378	0.063878
STT_MPO_Rep079	0.061397	0.06636	0.069617	0.064622	0.0636	0.063838	0.062671	0.0614	0.063371	0.063609
STT_MPO_Rep080	0.05283	0.076801	0.061781	0.064694	0.063326	0.068188	0.06371	0.066417	0.066096	0.064254
STT_MPO_Rep081	0.059192	0.068936	0.072738	0.063833	0.067432	0.067371	0.066591	0.064647	0.063842	0.064545
STT_MPO_Rep082	0.065782	0.057999	0.062314	0.070661	0.061242	0.069085	0.063359	0.065787	0.065034	0.0637
STT_MPO_Rep083	0.075714	0.060755	0.063544	0.058526	0.06342	0.066546	0.065022	0.065764	0.063972	0.064562
STT_MPO_Rep084	0.055574	0.068076	0.06213	0.069981	0.065882	0.062073	0.065651	0.063462	0.063896	0.065632
STT_MPO_Rep085	0.05454	0.073011	0.071761	0.064747	0.068715	0.062332	0.06421	0.063231	0.065001	0.0644
STT_MPO_Rep086	0.076344	0.06503	0.070106	0.058214	0.065824	0.061812	0.067984	0.061852	0.061622	0.064476
STT_MPO_Rep087	0.058955	0.071614	0.06233	0.069345	0.065072	0.06704	0.066785	0.065223	0.063993	0.064697
STT_MPO_Rep088	0.07367	0.065341	0.065982	0.067253	0.060567	0.063998	0.064065	0.060948	0.064668	0.064641
STT_MPO_Rep089	0.068265	0.065601	0.062344	0.059418	0.064033	0.060748	0.066506	0.068956	0.063314	0.064554
STT_MPO_Rep090	0.061821	0.06581	0.066234	0.070551	0.064925	0.065901	0.066534	0.063808	0.064917	0.065114
STT_MPO_Rep091	0.088795	0.054733	0.071204	0.064314	0.064356	0.067908	0.063249	0.066046	0.066772	0.064174
STT_MPO_Rep092	0.059182	0.066156	0.066612	0.063832	0.065804	0.064818	0.061807	0.068013	0.066888	0.06512
STT_MPO_Rep093	0.054642	0.071567	0.05492	0.063065	0.064339	0.0659	0.064927	0.066643	0.063689	0.064241
STT_MPO_Rep094	0.061228	0.063396	0.060251	0.070248	0.070694	0.067198	0.066255	0.063055	0.064546	0.064415
STT_MPO_Rep095	0.069135	0.073918	0.064487	0.06714	0.067676	0.064424	0.060317	0.065801	0.062298	0.063761
STT_MPO_Rep096	0.055522	0.072483	0.067079	0.067411	0.058567	0.060076	0.062628	0.064625	0.063646	0.064329
STT_MPO_Rep097	0.070552	0.071374	0.065575	0.063113	0.060119	0.064671	0.065651	0.062804	0.063995	0.065968
STT_MPO_Rep098	0.05535	0.072892	0.064009	0.070838	0.065431	0.065068	0.069773	0.062585	0.065034	0.064551
STT_MPO_Rep099	0.077219	0.067663	0.066951	0.061989	0.070562	0.066171	0.062403	0.061993	0.064913	0.065409
STT_MPO_Rep100	0.065669	0.064401	0.065496	0.065238	0.065993	0.063743	0.063883	0.066612	0.064699	0.063644
