PairwisePops	x04SubSamp	x06SubSamp	x08SubSamp	x10SubSamp	x12SubSamp	x14SubSamp	x16SubSamp	x18SubSamp	x20SubSamp	x22SubSamp
TGCP_PTP_Rep022	0.21075	0.191427	0.182624	0.181755	0.191749	0.180563	0.185163	0.189019	0.185779	0.187241
TGCP_PTP_Rep023	0.183536	0.191558	0.185639	0.187335	0.18366	0.192873	0.184809	0.181983	0.187281	0.186019
TGCP_PTP_Rep024	0.174675	0.179396	0.188068	0.176313	0.187047	0.184681	0.183098	0.187726	0.184201	0.186846
TGCP_PTP_Rep025	0.172842	0.18638	0.176075	0.190572	0.185805	0.185533	0.183498	0.188569	0.186684	0.189006
TGCP_PTP_Rep026	0.182059	0.189744	0.190895	0.172555	0.180874	0.188429	0.184881	0.192696	0.187436	0.1853
TGCP_PTP_Rep027	0.18306	0.184148	0.187864	0.186641	0.188593	0.186222	0.187895	0.185677	0.185102	0.187884
TGCP_PTP_Rep028	0.190076	0.196215	0.180658	0.191499	0.190757	0.183503	0.190269	0.188668	0.185079	0.185981
TGCP_PTP_Rep029	0.178757	0.177783	0.193244	0.17925	0.173688	0.195545	0.190727	0.18162	0.187894	0.185235
TGCP_PTP_Rep030	0.190949	0.186557	0.186538	0.196874	0.193157	0.182126	0.189254	0.187618	0.186311	0.19156
TGCP_PTP_Rep031	0.182371	0.181953	0.17811	0.183691	0.184571	0.183035	0.185472	0.186706	0.186294	0.186751
TGCP_PTP_Rep032	0.179337	0.182248	0.191234	0.188337	0.192824	0.188446	0.18775	0.188766	0.185959	0.186111
TGCP_PTP_Rep033	0.178974	0.196594	0.181369	0.183207	0.182595	0.19073	0.177447	0.186102	0.183548	0.187524
TGCP_PTP_Rep034	0.166402	0.199149	0.180267	0.183724	0.191096	0.188472	0.183336	0.186319	0.187926	0.186803
TGCP_PTP_Rep035	0.149877	0.182568	0.186978	0.181293	0.180336	0.190451	0.187913	0.185033	0.188575	0.187978
TGCP_PTP_Rep036	0.169646	0.190411	0.201419	0.191806	0.190813	0.18647	0.180662	0.191968	0.187139	0.188252
TGCP_PTP_Rep037	0.205639	0.201876	0.184925	0.191813	0.184198	0.191582	0.18673	0.188867	0.187028	0.189231
TGCP_PTP_Rep038	0.194662	0.18875	0.183578	0.191422	0.185087	0.179508	0.177772	0.192215	0.186089	0.18912
TGCP_PTP_Rep039	0.198514	0.166385	0.18258	0.184153	0.184214	0.189118	0.187173	0.193974	0.186173	0.187444
TGCP_PTP_Rep040	0.156047	0.189537	0.172999	0.193893	0.18719	0.185346	0.190407	0.181766	0.184436	0.189106
TGCP_PTP_Rep041	0.193307	0.202688	0.175124	0.183703	0.185142	0.196378	0.188236	0.185406	0.183036	0.185233
TGCP_PTP_Rep042	0.184668	0.18284	0.197387	0.184056	0.180518	0.178159	0.193294	0.189289	0.190109	0.189561
TGCP_PTP_Rep043	0.165318	0.167065	0.182564	0.185044	0.190546	0.187559	0.187317	0.187443	0.187062	0.185929
TGCP_PTP_Rep044	0.188016	0.192642	0.188385	0.184865	0.181778	0.183064	0.183806	0.18567	0.187681	0.186079
TGCP_PTP_Rep045	0.198544	0.168395	0.187439	0.178171	0.184157	0.19142	0.187641	0.184562	0.188651	0.185303
TGCP_PTP_Rep046	0.197736	0.182611	0.200031	0.18243	0.182199	0.181792	0.185013	0.187687	0.191051	0.186362
TGCP_PTP_Rep047	0.174431	0.190862	0.177528	0.187409	0.187335	0.182037	0.186338	0.187445	0.186483	0.185618
TGCP_PTP_Rep048	0.194879	0.203135	0.186277	0.19375	0.186246	0.186931	0.184001	0.181699	0.191282	0.184766
TGCP_PTP_Rep049	0.188698	0.193772	0.180384	0.190317	0.18725	0.181759	0.188197	0.189105	0.186537	0.18738
TGCP_PTP_Rep050	0.197964	0.203293	0.18922	0.184985	0.188088	0.178152	0.178834	0.184285	0.186687	0.188445
TGCP_PTP_Rep051	0.20877	0.187766	0.17291	0.177946	0.188319	0.184187	0.187874	0.186931	0.187807	0.188964
TGCP_PTP_Rep052	0.168802	0.175193	0.192035	0.192972	0.194703	0.189269	0.187834	0.188137	0.184384	0.186424
TGCP_PTP_Rep053	0.186753	0.15589	0.204051	0.183028	0.181094	0.181657	0.191844	0.186672	0.184136	0.188135
TGCP_PTP_Rep054	0.166442	0.175244	0.176316	0.183056	0.181516	0.189209	0.190953	0.186485	0.190578	0.185595
TGCP_PTP_Rep055	0.183715	0.196712	0.178198	0.192268	0.182475	0.191294	0.188604	0.184465	0.18873	0.188429
TGCP_PTP_Rep056	0.193209	0.165164	0.185195	0.192388	0.189338	0.19043	0.187527	0.189702	0.188084	0.187957
TGCP_PTP_Rep057	0.213564	0.204326	0.176258	0.189813	0.182981	0.182932	0.18591	0.19034	0.188061	0.186014
TGCP_PTP_Rep058	0.180998	0.179816	0.187082	0.188404	0.186092	0.182553	0.182309	0.192232	0.1915	0.184853
TGCP_PTP_Rep059	0.202054	0.181803	0.185916	0.178376	0.193889	0.179934	0.188966	0.18936	0.188311	0.186947
TGCP_PTP_Rep060	0.200312	0.180598	0.184316	0.187915	0.180089	0.184371	0.189866	0.184196	0.18404	0.189765
TGCP_PTP_Rep061	0.197532	0.170635	0.182442	0.185614	0.184952	0.184059	0.186587	0.189047	0.188759	0.187112
TGCP_PTP_Rep062	0.182015	0.158183	0.179019	0.188509	0.189743	0.182535	0.184658	0.187264	0.184072	0.188055
TGCP_PTP_Rep063	0.197002	0.184463	0.188284	0.183605	0.188731	0.184189	0.18855	0.187195	0.189503	0.187963
TGCP_PTP_Rep064	0.187581	0.177274	0.201821	0.18198	0.188921	0.190543	0.187572	0.18725	0.186149	0.187139
TGCP_PTP_Rep065	0.196511	0.206565	0.182601	0.185319	0.186834	0.192576	0.189504	0.1849	0.185368	0.189139
TGCP_PTP_Rep066	0.179616	0.187661	0.181294	0.183196	0.182609	0.18618	0.188026	0.18957	0.190046	0.186169
TGCP_PTP_Rep067	0.190902	0.189505	0.182654	0.184038	0.182742	0.186211	0.181218	0.189225	0.186341	0.1891
TGCP_PTP_Rep068	0.181712	0.19498	0.185338	0.185431	0.185049	0.190949	0.193407	0.188774	0.187985	0.188454
TGCP_PTP_Rep069	0.206123	0.201584	0.185251	0.190846	0.185837	0.185939	0.18579	0.188941	0.18605	0.188333
TGCP_PTP_Rep070	0.174158	0.187587	0.186695	0.182544	0.184692	0.178666	0.186146	0.186599	0.18854	0.187817
TGCP_PTP_Rep071	0.174052	0.18656	0.197655	0.189218	0.183253	0.192726	0.190296	0.190336	0.185509	0.189573
TGCP_PTP_Rep072	0.179272	0.185449	0.197932	0.186252	0.19243	0.184606	0.190239	0.188411	0.186118	0.188804
TGCP_PTP_Rep073	0.198495	0.171977	0.181151	0.198952	0.186173	0.184155	0.186619	0.188931	0.187485	0.188671
TGCP_PTP_Rep074	0.16819	0.190499	0.194065	0.191223	0.188163	0.185896	0.188063	0.187993	0.18843	0.185653
TGCP_PTP_Rep075	0.208141	0.203955	0.180606	0.182514	0.190235	0.185693	0.185616	0.185095	0.188535	0.189084
TGCP_PTP_Rep076	0.179047	0.183479	0.179804	0.201478	0.191657	0.183233	0.19245	0.188757	0.184349	0.186904
TGCP_PTP_Rep077	0.179396	0.181896	0.184584	0.181729	0.191349	0.189135	0.191705	0.185541	0.185792	0.18667
TGCP_PTP_Rep078	0.198849	0.186653	0.194301	0.194173	0.185394	0.179748	0.189646	0.184939	0.189191	0.186628
TGCP_PTP_Rep079	0.195187	0.175361	0.186375	0.190957	0.187091	0.182986	0.185992	0.18433	0.183042	0.186496
TGCP_PTP_Rep080	0.161386	0.182963	0.186928	0.185291	0.195062	0.183996	0.189249	0.186169	0.185128	0.187643
TGCP_PTP_Rep081	0.174972	0.171514	0.182546	0.184986	0.184222	0.185361	0.188007	0.189302	0.186626	0.18774
TGCP_PTP_Rep082	0.187454	0.196818	0.197317	0.189626	0.184242	0.18858	0.185161	0.18591	0.186951	0.1883
TGCP_PTP_Rep083	0.225365	0.189683	0.189152	0.200561	0.186181	0.187347	0.193854	0.190015	0.186812	0.18474
TGCP_PTP_Rep084	0.174316	0.183858	0.177926	0.186071	0.179992	0.182606	0.182887	0.190933	0.192368	0.188965
TGCP_PTP_Rep085	0.183762	0.174088	0.16636	0.189719	0.187147	0.184153	0.185586	0.187528	0.189329	0.187063
TGCP_PTP_Rep086	0.169302	0.174645	0.179273	0.174271	0.183707	0.191627	0.190923	0.188596	0.190519	0.189816
TGCP_PTP_Rep087	0.196426	0.182826	0.18887	0.189658	0.183613	0.180135	0.186068	0.189008	0.190922	0.187128
TGCP_PTP_Rep088	0.194717	0.171701	0.184959	0.180702	0.186207	0.195458	0.186749	0.186607	0.186629	0.187575
TGCP_PTP_Rep089	0.218221	0.180399	0.175603	0.191216	0.182273	0.18175	0.185767	0.186992	0.185927	0.186145
TGCP_PTP_Rep090	0.201885	0.187763	0.178152	0.180461	0.188407	0.190506	0.184498	0.189251	0.183553	0.187449
TGCP_PTP_Rep091	0.205594	0.179152	0.173507	0.181827	0.183854	0.188887	0.189068	0.187798	0.185249	0.190098
TGCP_PTP_Rep092	0.189491	0.176145	0.186085	0.17883	0.17941	0.18546	0.181796	0.190967	0.186873	0.185722
TGCP_PTP_Rep093	0.185411	0.186079	0.189083	0.185555	0.183966	0.180027	0.184595	0.183535	0.186462	0.186797
TGCP_PTP_Rep094	0.190839	0.208488	0.174567	0.196415	0.185133	0.177703	0.184191	0.193294	0.18836	0.187554
TGCP_PTP_Rep095	0.167688	0.182232	0.180837	0.190045	0.184305	0.179985	0.187947	0.184895	0.189388	0.188132
TGCP_PTP_Rep096	0.196505	0.17596	0.202461	0.179391	0.185161	0.185523	0.18615	0.193906	0.191457	0.18726
TGCP_PTP_Rep097	0.180373	0.180332	0.178237	0.192407	0.181325	0.192101	0.184136	0.185192	0.185459	0.184882
TGCP_PTP_Rep098	0.155043	0.184196	0.188955	0.192346	0.19385	0.190726	0.191414	0.18762	0.18633	0.189926
TGCP_PTP_Rep099	0.175518	0.191539	0.192504	0.183813	0.187574	0.175964	0.187778	0.187651	0.185747	0.185696
TGCP_PTP_Rep100	0.16967	0.186065	0.185647	0.184933	0.190722	0.186369	0.184747	0.18404	0.183476	0.188804
