PairwisePops	x04SubSamp	x06SubSamp	x08SubSamp	x10SubSamp	x12SubSamp	x14SubSamp	x16SubSamp	x18SubSamp	x20SubSamp	x22SubSamp
MPO_PTP_Rep037	0.193285	0.191502	0.19562	0.192148	0.184934	0.193067	0.187776	0.190708	0.190501	0.19108
MPO_PTP_Rep038	0.193045	0.200712	0.188527	0.194209	0.186971	0.189573	0.193908	0.192206	0.188522	0.190515
MPO_PTP_Rep039	0.182876	0.18169	0.192477	0.187693	0.184412	0.184231	0.188303	0.191864	0.187947	0.187283
MPO_PTP_Rep040	0.200591	0.200277	0.181439	0.181335	0.193274	0.192966	0.186558	0.188705	0.187046	0.189247
MPO_PTP_Rep041	0.181103	0.195601	0.191661	0.184399	0.186182	0.190288	0.188061	0.188169	0.186658	0.189286
MPO_PTP_Rep042	0.177597	0.186781	0.190492	0.187314	0.190837	0.19179	0.186451	0.189743	0.190668	0.190973
MPO_PTP_Rep043	0.191998	0.195958	0.198353	0.188783	0.185566	0.192721	0.192387	0.192787	0.190448	0.189537
MPO_PTP_Rep044	0.200706	0.196718	0.191947	0.181548	0.188363	0.19041	0.18925	0.189795	0.190318	0.188922
MPO_PTP_Rep045	0.196911	0.183817	0.194421	0.191671	0.188181	0.191991	0.189992	0.189647	0.189717	0.189684
MPO_PTP_Rep046	0.200166	0.197477	0.190774	0.188856	0.184864	0.187843	0.189873	0.188695	0.191103	0.189052
MPO_PTP_Rep047	0.190532	0.196169	0.180953	0.189876	0.194468	0.191149	0.193607	0.187918	0.190565	0.191134
MPO_PTP_Rep048	0.186073	0.198551	0.190487	0.194285	0.195071	0.19374	0.190898	0.188808	0.189757	0.188086
MPO_PTP_Rep049	0.193389	0.178471	0.178589	0.186365	0.190853	0.188356	0.190932	0.188435	0.191061	0.189782
MPO_PTP_Rep050	0.193912	0.213994	0.190616	0.190277	0.191755	0.187432	0.184285	0.189579	0.190714	0.191048
MPO_PTP_Rep051	0.183523	0.191248	0.181293	0.1877	0.188771	0.185263	0.188247	0.189963	0.192183	0.190226
MPO_PTP_Rep052	0.182853	0.185177	0.186483	0.187438	0.190681	0.195664	0.186505	0.190545	0.190428	0.190089
MPO_PTP_Rep053	0.199074	0.182024	0.195135	0.18744	0.188683	0.190548	0.187481	0.193722	0.187806	0.190813
MPO_PTP_Rep054	0.186796	0.188073	0.191183	0.185057	0.188416	0.185242	0.194292	0.191273	0.19043	0.190289
MPO_PTP_Rep055	0.18753	0.182846	0.187199	0.198017	0.182997	0.192167	0.189014	0.187994	0.18912	0.189007
MPO_PTP_Rep056	0.20255	0.187993	0.185763	0.194973	0.191171	0.192446	0.190156	0.190085	0.189393	0.190337
MPO_PTP_Rep057	0.204911	0.188836	0.189921	0.195977	0.183935	0.192764	0.190017	0.187261	0.190817	0.189768
MPO_PTP_Rep058	0.173259	0.183638	0.198839	0.190276	0.190048	0.188382	0.187685	0.191038	0.192105	0.188841
MPO_PTP_Rep059	0.207193	0.17828	0.190917	0.195875	0.192718	0.187256	0.18782	0.188435	0.191017	0.188902
MPO_PTP_Rep060	0.194084	0.184347	0.197244	0.183074	0.184527	0.190236	0.190032	0.188985	0.188619	0.189365
MPO_PTP_Rep061	0.193062	0.177413	0.201866	0.191262	0.184641	0.190007	0.191481	0.189693	0.189786	0.189338
MPO_PTP_Rep062	0.198193	0.188575	0.189642	0.181951	0.19406	0.19125	0.192352	0.189982	0.191314	0.190143
MPO_PTP_Rep063	0.197513	0.187592	0.186794	0.183255	0.190559	0.186989	0.18992	0.19481	0.187039	0.189148
MPO_PTP_Rep064	0.185041	0.188398	0.192951	0.194866	0.195139	0.191801	0.189651	0.188156	0.19057	0.188638
MPO_PTP_Rep065	0.215059	0.192023	0.188825	0.188905	0.192261	0.189918	0.191606	0.18727	0.189693	0.189753
MPO_PTP_Rep066	0.191016	0.186703	0.179935	0.183125	0.192366	0.193214	0.189698	0.186079	0.19031	0.190529
MPO_PTP_Rep067	0.191632	0.1832	0.190473	0.187994	0.189558	0.18553	0.184798	0.191801	0.189211	0.189305
MPO_PTP_Rep068	0.194863	0.206255	0.190594	0.191338	0.188535	0.191373	0.18794	0.192642	0.191596	0.189104
MPO_PTP_Rep069	0.197472	0.20592	0.186771	0.190988	0.192809	0.185532	0.188658	0.188465	0.187279	0.19121
MPO_PTP_Rep070	0.187719	0.18287	0.186593	0.192016	0.194637	0.185983	0.189403	0.188023	0.189768	0.189446
MPO_PTP_Rep071	0.194792	0.196456	0.195896	0.195747	0.193746	0.194401	0.189708	0.190301	0.188804	0.188807
MPO_PTP_Rep072	0.18386	0.185748	0.203914	0.188618	0.185511	0.185357	0.18402	0.191888	0.188617	0.188364
MPO_PTP_Rep073	0.198232	0.181759	0.198628	0.196831	0.18787	0.186657	0.187178	0.192389	0.189512	0.18989
MPO_PTP_Rep074	0.195884	0.186173	0.190446	0.188241	0.183864	0.193892	0.191555	0.193087	0.190127	0.189093
MPO_PTP_Rep075	0.185525	0.184144	0.18589	0.18786	0.191966	0.190293	0.192324	0.191268	0.191082	0.188385
MPO_PTP_Rep076	0.196294	0.184051	0.185708	0.194322	0.184819	0.186187	0.19065	0.190257	0.190417	0.189343
MPO_PTP_Rep077	0.187663	0.179575	0.195464	0.183553	0.195269	0.192797	0.190717	0.188598	0.191298	0.1888
MPO_PTP_Rep078	0.197542	0.195022	0.191111	0.185754	0.186825	0.185875	0.192068	0.189726	0.192468	0.190305
MPO_PTP_Rep079	0.199877	0.196555	0.192757	0.192324	0.189478	0.185024	0.184709	0.185783	0.187351	0.188691
MPO_PTP_Rep080	0.181867	0.205755	0.196112	0.194875	0.189536	0.189823	0.190413	0.187239	0.190774	0.189296
MPO_PTP_Rep081	0.200181	0.185311	0.186208	0.182326	0.19148	0.189497	0.193623	0.18914	0.187007	0.188603
MPO_PTP_Rep082	0.190993	0.192767	0.190912	0.189723	0.190315	0.198753	0.186838	0.190353	0.190883	0.189699
MPO_PTP_Rep083	0.196701	0.191595	0.194755	0.188052	0.18963	0.191266	0.186777	0.186	0.188552	0.188742
MPO_PTP_Rep084	0.187794	0.183486	0.187375	0.196819	0.182444	0.187339	0.187999	0.191011	0.189848	0.18825
MPO_PTP_Rep085	0.192188	0.191316	0.179786	0.192486	0.189517	0.186411	0.186741	0.187399	0.191045	0.189937
MPO_PTP_Rep086	0.200561	0.200423	0.198098	0.189326	0.186327	0.191388	0.194102	0.188158	0.188603	0.189557
MPO_PTP_Rep087	0.182446	0.199839	0.191468	0.189844	0.190394	0.187324	0.194127	0.190157	0.189224	0.191098
MPO_PTP_Rep088	0.194306	0.186251	0.1776	0.195608	0.194783	0.192433	0.190323	0.187503	0.18765	0.18955
MPO_PTP_Rep089	0.195742	0.189746	0.190128	0.19458	0.189525	0.18629	0.187486	0.19019	0.189309	0.188134
MPO_PTP_Rep090	0.193821	0.186002	0.194656	0.191706	0.186738	0.19139	0.19027	0.191189	0.186611	0.189106
MPO_PTP_Rep091	0.197052	0.178592	0.190852	0.187445	0.185103	0.19477	0.18817	0.186471	0.189649	0.189612
MPO_PTP_Rep092	0.185729	0.192766	0.188818	0.184804	0.188981	0.188709	0.189389	0.191477	0.189408	0.189474
MPO_PTP_Rep093	0.176479	0.193688	0.185473	0.188633	0.193327	0.188185	0.188394	0.191548	0.187903	0.188707
MPO_PTP_Rep094	0.19347	0.190069	0.186883	0.19964	0.19294	0.190366	0.190141	0.190256	0.18913	0.188696
MPO_PTP_Rep095	0.195308	0.200061	0.190246	0.19039	0.190873	0.192679	0.189915	0.187427	0.188239	0.189121
MPO_PTP_Rep096	0.20562	0.186256	0.197337	0.1914	0.188743	0.188663	0.18564	0.190352	0.190732	0.18932
MPO_PTP_Rep097	0.191023	0.197041	0.197162	0.181584	0.187088	0.192982	0.189928	0.186286	0.188578	0.188778
MPO_PTP_Rep098	0.167631	0.187683	0.198242	0.196423	0.191734	0.190369	0.19282	0.187976	0.189227	0.190164
MPO_PTP_Rep099	0.212942	0.205543	0.192449	0.180552	0.190955	0.184982	0.186566	0.187812	0.188295	0.190741
MPO_PTP_Rep100	0.185625	0.195394	0.195925	0.186886	0.194812	0.190124	0.18664	0.189143	0.186712	0.188044
