Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM721	1.222	1.082	0.047	0.055	0.145
PTP_WM721	1.233	1.084	0.051	0.057	0.100
PTP_WM721	1.225	1.082	0.048	0.055	0.125
PTP_WM721	1.223	1.081	0.047	0.054	0.139
PTP_WM721	1.243	1.086	0.052	0.058	0.100
PTP_WM721	1.222	1.083	0.047	0.055	0.142
PTP_WM722	1.228	1.082	0.049	0.055	0.113
PTP_WM721	1.234	1.082	0.050	0.056	0.109
PTP_WM721	1.233	1.084	0.051	0.056	0.101
PTP_WM721	1.228	1.083	0.050	0.056	0.108
PTP_WM721	1.236	1.083	0.049	0.056	0.123
PTP_WM721	1.228	1.083	0.050	0.055	0.103
PTP_WM721	1.227	1.084	0.050	0.056	0.115
PTP_WM721	1.243	1.085	0.052	0.058	0.093
PTP_WM722	1.220	1.081	0.047	0.054	0.131
PTP_WM721	1.220	1.082	0.048	0.055	0.119
PTP_WM721	1.220	1.081	0.048	0.054	0.118
PTP_WM723	1.228	1.084	0.050	0.056	0.112
PTP_WM723	1.229	1.083	0.050	0.056	0.111
PTP_WM721	1.227	1.083	0.048	0.055	0.132
PTP_WM721	1.222	1.082	0.049	0.055	0.101
PTP_WM721	1.241	1.085	0.052	0.057	0.090
PTP_WM722	1.241	1.086	0.052	0.058	0.107
PTP_WM721	1.236	1.084	0.050	0.057	0.122
PTP_WM722	1.235	1.082	0.050	0.056	0.100
PTP_WM721	1.224	1.082	0.049	0.055	0.121
PTP_WM721	1.235	1.086	0.052	0.057	0.102
PTP_WM722	1.234	1.085	0.050	0.057	0.115
PTP_WM721	1.234	1.085	0.050	0.057	0.120
PTP_WM721	1.234	1.085	0.051	0.057	0.108
PTP_WM721	1.223	1.081	0.049	0.055	0.095
PTP_WM722	1.236	1.085	0.052	0.057	0.090
PTP_WM721	1.241	1.086	0.052	0.058	0.095
PTP_WM721	1.236	1.084	0.051	0.057	0.101
PTP_WM721	1.242	1.086	0.052	0.058	0.098
PTP_WM722	1.236	1.086	0.051	0.057	0.119
PTP_WM723	1.237	1.085	0.052	0.057	0.103
PTP_WM723	1.238	1.085	0.051	0.057	0.110
PTP_WM722	1.241	1.086	0.051	0.058	0.116
PTP_WM721	1.231	1.084	0.050	0.057	0.109
PTP_WM721	1.233	1.083	0.050	0.056	0.101
PTP_WM722	1.233	1.083	0.050	0.056	0.115
PTP_WM722	1.227	1.083	0.049	0.056	0.110
PTP_WM721	1.234	1.085	0.052	0.057	0.088
PTP_WM721	1.227	1.081	0.048	0.055	0.129
PTP_WM721	1.232	1.083	0.049	0.056	0.113
PTP_WM721	1.239	1.084	0.052	0.057	0.084
PTP_WM721	1.232	1.083	0.050	0.056	0.103
PTP_WM721	1.233	1.083	0.049	0.056	0.120
PTP_WM721	1.238	1.085	0.051	0.057	0.112
PTP_WM721	1.229	1.084	0.048	0.056	0.139
PTP_WM721	1.217	1.081	0.048	0.054	0.119
PTP_WM721	1.216	1.080	0.047	0.054	0.131
PTP_WM722	1.233	1.083	0.050	0.056	0.117
PTP_WM721	1.230	1.082	0.051	0.056	0.091
PTP_WM721	1.243	1.088	0.053	0.059	0.107
PTP_WM722	1.219	1.080	0.048	0.054	0.109
PTP_WM721	1.220	1.080	0.047	0.054	0.131
PTP_WM721	1.229	1.083	0.049	0.056	0.122
