Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM1	1.615	1.236	0.156	0.158	0.007
TGCP_WM10	1.606	1.231	0.153	0.154	0.008
TGCP_WM1	1.601	1.231	0.152	0.154	0.018
TGCP_WM1	1.612	1.233	0.154	0.156	0.014
TGCP_WM11	1.615	1.234	0.156	0.157	0.007
TGCP_WM1	1.606	1.233	0.155	0.155	0.001
TGCP_WM10	1.613	1.232	0.154	0.156	0.014
TGCP_WM10	1.607	1.232	0.155	0.155	0.004
TGCP_WM10	1.594	1.231	0.153	0.154	0.009
TGCP_WM1	1.618	1.234	0.154	0.156	0.012
TGCP_WM1	1.599	1.228	0.150	0.152	0.011
TGCP_WM1	1.621	1.234	0.154	0.157	0.023
TGCP_WM10	1.608	1.231	0.153	0.155	0.013
TGCP_WM1	1.624	1.235	0.158	0.158	0.000
TGCP_WM10	1.622	1.233	0.154	0.156	0.013
TGCP_WM1	1.622	1.232	0.154	0.156	0.013
TGCP_WM10	1.625	1.233	0.153	0.156	0.019
TGCP_WM1	1.626	1.234	0.153	0.157	0.025
TGCP_WM1	1.613	1.232	0.154	0.156	0.009
