Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM1	0.000000	0.168288	0.167941	0.189120
TGCP_WM1	0.000000	0.168196	0.166239	0.187444
TGCP_WM10	0.000000	0.168962	0.168508	0.189106
TGCP_WM1	0.000000	0.169380	0.166665	0.185233
TGCP_WM1	0.000000	0.170277	0.167998	0.189561
TGCP_WM1	0.000000	0.167232	0.166552	0.185929
TGCP_WM1	0.000000	0.168600	0.166988	0.186079
TGCP_WM1	0.000000	0.167669	0.166362	0.185303
TGCP_WM1	0.000000	0.169912	0.166799	0.186362
TGCP_WM1	0.000000	0.170795	0.166903	0.185618
TGCP_WM1	0.000000	0.168167	0.166461	0.184766
TGCP_WM1	0.000000	0.170275	0.166965	0.187380
TGCP_WM1	0.000000	0.170602	0.168372	0.188445
TGCP_WM1	0.000000	0.170103	0.169017	0.188964
TGCP_WM1	0.000000	0.169335	0.166406	0.186424
TGCP_WM1	0.000000	0.169849	0.168782	0.188135
TGCP_WM1	0.000000	0.170292	0.167848	0.185595
TGCP_WM1	0.000000	0.169609	0.165875	0.188429
TGCP_WM10	0.000000	0.168795	0.167148	0.187957
TGCP_WM1	0.000000	0.169697	0.168256	0.186014
TGCP_WM1	0.000000	0.169960	0.167567	0.184853
TGCP_WM1	0.000000	0.169880	0.167631	0.186947
TGCP_WM1	0.000000	0.170572	0.167316	0.189765
TGCP_WM1	0.000000	0.169116	0.165564	0.187112
TGCP_WM10	0.000000	0.170603	0.167268	0.188055
TGCP_WM1	0.000000	0.169970	0.166378	0.187963
TGCP_WM1	0.000000	0.168525	0.166570	0.187139
TGCP_WM10	0.000000	0.169122	0.166606	0.189139
TGCP_WM1	0.000000	0.169393	0.167478	0.186169
TGCP_WM1	0.000000	0.169124	0.168959	0.189100
TGCP_WM1	0.000000	0.169087	0.168003	0.188454
TGCP_WM1	0.000000	0.168801	0.166970	0.188333
TGCP_WM10	0.000000	0.170672	0.167680	0.187817
TGCP_WM1	0.000000	0.170592	0.167911	0.189573
TGCP_WM1	0.000000	0.169970	0.167418	0.188804
TGCP_WM1	0.000000	0.169183	0.166811	0.188671
TGCP_WM1	0.000000	0.169628	0.166661	0.185653
TGCP_WM1	0.000000	0.169872	0.167429	0.189084
TGCP_WM1	0.000000	0.167535	0.168165	0.186904
TGCP_WM1	0.000000	0.169510	0.167282	0.186670
TGCP_WM1	0.000000	0.168764	0.166110	0.186628
TGCP_WM1	0.000000	0.169207	0.167997	0.186496
TGCP_WM1	0.000000	0.170055	0.167711	0.187643
TGCP_WM10	0.000000	0.169594	0.167717	0.187740
TGCP_WM1	0.000000	0.168972	0.165666	0.188300
TGCP_WM1	0.000000	0.167783	0.166349	0.184740
TGCP_WM1	0.000000	0.169747	0.166672	0.188965
TGCP_WM1	0.000000	0.169849	0.167356	0.187063
TGCP_WM1	0.000000	0.169003	0.167533	0.189816
TGCP_WM1	0.000000	0.169167	0.167237	0.187128
TGCP_WM1	0.000000	0.169381	0.167409	0.187575
TGCP_WM1	0.000000	0.169280	0.166349	0.186145
TGCP_WM1	0.000000	0.169177	0.167311	0.187449
TGCP_WM1	0.000000	0.170513	0.168525	0.190098
TGCP_WM1	0.000000	0.168981	0.167666	0.185722
TGCP_WM1	0.000000	0.170034	0.168439	0.186797
TGCP_WM10	0.000000	0.168751	0.166003	0.187554
TGCP_WM10	0.000000	0.168647	0.166311	0.188132
TGCP_WM10	0.000000	0.168570	0.167230	0.187260
TGCP_WM1	0.000000	0.169057	0.166235	0.184882
TGCP_WM1	0.000000	0.170575	0.168139	0.189926
TGCP_WM1	0.000000	0.169090	0.166953	0.185696
TGCP_WM1	0.000000	0.171703	0.168608	0.188804
