populations -P /work/LAS/kjroe-lab/jmahguib/UCSStacks_outputs/TrkNbr-1524n1282n1083_AllPops_UCSStacks_outputs -O /work/LAS/kjroe-lab/jmahguib/Stacks_Populations_outputs/TrkNbr-1524n1282n1083_AllPops_Stacks_Populations_p142_output -M /work/LAS/kjroe-lab/jmahguib/PopMaps/Webbhelix/PopMap_TrkNbr-1524n1282n1083_AllPops_178_IndivPops.txt -b 22540000 -t 30 -k -p 142 --write_single_snp --plink --genepop --vcf --phylip_var
populations version 1.46 executed 2021-03-05 13:03:48

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
Population HGRF661 contained 0 incompatible loci -- more than two alleles present.
Population HGRF662 contained 0 incompatible loci -- more than two alleles present.
Population HGRF663 contained 0 incompatible loci -- more than two alleles present.
Population HGRF664 contained 0 incompatible loci -- more than two alleles present.
Population HGRF665 contained 0 incompatible loci -- more than two alleles present.
Population HGRF666 contained 0 incompatible loci -- more than two alleles present.
Population HGRF667 contained 0 incompatible loci -- more than two alleles present.
Population HGRF668 contained 0 incompatible loci -- more than two alleles present.
Population HGRF669 contained 0 incompatible loci -- more than two alleles present.
Population HGRF670 contained 0 incompatible loci -- more than two alleles present.
Population PTP721 contained 0 incompatible loci -- more than two alleles present.
Population PTP722 contained 0 incompatible loci -- more than two alleles present.
Population PTP723 contained 0 incompatible loci -- more than two alleles present.
Population PTP724 contained 0 incompatible loci -- more than two alleles present.
Population PTP725 contained 0 incompatible loci -- more than two alleles present.
Population PTP726 contained 0 incompatible loci -- more than two alleles present.
Population PTP727 contained 0 incompatible loci -- more than two alleles present.
Population PTP728 contained 0 incompatible loci -- more than two alleles present.
Population PTP729 contained 0 incompatible loci -- more than two alleles present.
Population PTP730 contained 0 incompatible loci -- more than two alleles present.
Population RRL782 contained 0 incompatible loci -- more than two alleles present.
Population RRL783 contained 0 incompatible loci -- more than two alleles present.
Population RRL784 contained 0 incompatible loci -- more than two alleles present.
Population RRL785 contained 0 incompatible loci -- more than two alleles present.
Population RRL786 contained 0 incompatible loci -- more than two alleles present.
Population RRL787 contained 0 incompatible loci -- more than two alleles present.
Population RRL788 contained 0 incompatible loci -- more than two alleles present.
Population RRL789 contained 0 incompatible loci -- more than two alleles present.
Population RRL790 contained 0 incompatible loci -- more than two alleles present.
Population RRL791 contained 0 incompatible loci -- more than two alleles present.
Population RRO842 contained 0 incompatible loci -- more than two alleles present.
Population RRO843 contained 0 incompatible loci -- more than two alleles present.
Population RRO844 contained 0 incompatible loci -- more than two alleles present.
Population RRO845 contained 0 incompatible loci -- more than two alleles present.
Population RRO846 contained 0 incompatible loci -- more than two alleles present.
Population RRO847 contained 0 incompatible loci -- more than two alleles present.
Population RRO848 contained 0 incompatible loci -- more than two alleles present.
Population RRO849 contained 0 incompatible loci -- more than two alleles present.
Population RRO850 contained 0 incompatible loci -- more than two alleles present.
Population RRO851 contained 0 incompatible loci -- more than two alleles present.
Population CPS901 contained 0 incompatible loci -- more than two alleles present.
Population CPS902 contained 0 incompatible loci -- more than two alleles present.
Population CPS903 contained 0 incompatible loci -- more than two alleles present.
Population CPS904 contained 0 incompatible loci -- more than two alleles present.
Population CPS905 contained 0 incompatible loci -- more than two alleles present.
Population CPS906 contained 0 incompatible loci -- more than two alleles present.
Population CPS907 contained 0 incompatible loci -- more than two alleles present.
Population CPS908 contained 0 incompatible loci -- more than two alleles present.
Population CPS909 contained 0 incompatible loci -- more than two alleles present.
Population CPS910 contained 0 incompatible loci -- more than two alleles present.
Population PPNP962 contained 0 incompatible loci -- more than two alleles present.
Population PPNP963 contained 0 incompatible loci -- more than two alleles present.
Population PPNP964 contained 0 incompatible loci -- more than two alleles present.
Population PPNP965 contained 0 incompatible loci -- more than two alleles present.
Population PPNP966 contained 0 incompatible loci -- more than two alleles present.
Population PPNP967 contained 0 incompatible loci -- more than two alleles present.
Population PPNP968 contained 0 incompatible loci -- more than two alleles present.
Population PPNP969 contained 0 incompatible loci -- more than two alleles present.
Population PPNP970 contained 0 incompatible loci -- more than two alleles present.
Population PPNP971 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1021 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1022 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1023 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1024 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1025 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1026 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1027 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1028 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1029 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1030 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1082 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1084 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1085 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1086 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1087 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1088 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1089 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1090 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1092 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1093 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1141 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1142 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1143 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1144 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1145 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1146 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1147 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1148 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1149 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1150 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1202 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1203 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1204 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1205 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1206 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1207 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1208 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1209 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1210 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1211 contained 0 incompatible loci -- more than two alleles present.
Population TGCP1 contained 0 incompatible loci -- more than two alleles present.
Population TGCP2 contained 0 incompatible loci -- more than two alleles present.
Population TGCP3 contained 0 incompatible loci -- more than two alleles present.
Population TGCP4 contained 0 incompatible loci -- more than two alleles present.
Population TGCP5 contained 0 incompatible loci -- more than two alleles present.
Population TGCP6 contained 0 incompatible loci -- more than two alleles present.
Population TGCP7 contained 0 incompatible loci -- more than two alleles present.
Population TGCP8 contained 0 incompatible loci -- more than two alleles present.
Population TGCP9 contained 0 incompatible loci -- more than two alleles present.
Population TGCP10 contained 0 incompatible loci -- more than two alleles present.
Population MRLP123 contained 0 incompatible loci -- more than two alleles present.
Population MRLP124 contained 0 incompatible loci -- more than two alleles present.
Population MRLP125 contained 0 incompatible loci -- more than two alleles present.
Population MRLP126 contained 0 incompatible loci -- more than two alleles present.
Population MRLP127 contained 0 incompatible loci -- more than two alleles present.
Population MRLP128 contained 0 incompatible loci -- more than two alleles present.
Population MRLP129 contained 0 incompatible loci -- more than two alleles present.
Population MRLP130 contained 0 incompatible loci -- more than two alleles present.
Population STT183 contained 0 incompatible loci -- more than two alleles present.
Population STT184 contained 0 incompatible loci -- more than two alleles present.
Population STT185 contained 0 incompatible loci -- more than two alleles present.
Population STT186 contained 0 incompatible loci -- more than two alleles present.
Population STT187 contained 0 incompatible loci -- more than two alleles present.
Population STT188 contained 0 incompatible loci -- more than two alleles present.
Population STT189 contained 0 incompatible loci -- more than two alleles present.
Population STT190 contained 0 incompatible loci -- more than two alleles present.
Population STT191 contained 0 incompatible loci -- more than two alleles present.
Population STT192 contained 0 incompatible loci -- more than two alleles present.
Population FSSP241 contained 0 incompatible loci -- more than two alleles present.
Population FSSP242 contained 0 incompatible loci -- more than two alleles present.
Population FSSP243 contained 0 incompatible loci -- more than two alleles present.
Population FSSP244 contained 0 incompatible loci -- more than two alleles present.
Population FSSP245 contained 0 incompatible loci -- more than two alleles present.
Population FSSP246 contained 0 incompatible loci -- more than two alleles present.
Population FSSP247 contained 0 incompatible loci -- more than two alleles present.
Population FSSP248 contained 0 incompatible loci -- more than two alleles present.
Population FSSP249 contained 0 incompatible loci -- more than two alleles present.
Population FSSP250 contained 0 incompatible loci -- more than two alleles present.
Population HNL301 contained 0 incompatible loci -- more than two alleles present.
Population HNL302 contained 0 incompatible loci -- more than two alleles present.
Population HNL303 contained 0 incompatible loci -- more than two alleles present.
Population HNL304 contained 0 incompatible loci -- more than two alleles present.
Population HNL305 contained 0 incompatible loci -- more than two alleles present.
Population HNL306 contained 0 incompatible loci -- more than two alleles present.
Population HNL307 contained 0 incompatible loci -- more than two alleles present.
Population HNL308 contained 0 incompatible loci -- more than two alleles present.
Population HNL309 contained 0 incompatible loci -- more than two alleles present.
Population HNL310 contained 0 incompatible loci -- more than two alleles present.
Population MPO482 contained 0 incompatible loci -- more than two alleles present.
Population MPO483 contained 0 incompatible loci -- more than two alleles present.
Population MPO484 contained 0 incompatible loci -- more than two alleles present.
Population MPO485 contained 0 incompatible loci -- more than two alleles present.
Population MPO486 contained 0 incompatible loci -- more than two alleles present.
Population MPO487 contained 0 incompatible loci -- more than two alleles present.
Population MPO488 contained 0 incompatible loci -- more than two alleles present.
Population MPO489 contained 0 incompatible loci -- more than two alleles present.
Population MPO490 contained 0 incompatible loci -- more than two alleles present.
Population MPO491 contained 0 incompatible loci -- more than two alleles present.
Population OICP541 contained 0 incompatible loci -- more than two alleles present.
Population OICP542 contained 0 incompatible loci -- more than two alleles present.
Population OICP543 contained 0 incompatible loci -- more than two alleles present.
Population OICP544 contained 0 incompatible loci -- more than two alleles present.
Population OICP545 contained 0 incompatible loci -- more than two alleles present.
Population OICP546 contained 0 incompatible loci -- more than two alleles present.
Population OICP547 contained 0 incompatible loci -- more than two alleles present.
Population OICP548 contained 0 incompatible loci -- more than two alleles present.
Population OICP549 contained 0 incompatible loci -- more than two alleles present.
Population OICP550 contained 0 incompatible loci -- more than two alleles present.
Population IRO601 contained 0 incompatible loci -- more than two alleles present.
Population IRO602 contained 0 incompatible loci -- more than two alleles present.
Population IRO603 contained 0 incompatible loci -- more than two alleles present.
Population IRO604 contained 0 incompatible loci -- more than two alleles present.
Population IRO605 contained 0 incompatible loci -- more than two alleles present.
Population IRO606 contained 0 incompatible loci -- more than two alleles present.
Population IRO607 contained 0 incompatible loci -- more than two alleles present.
Population IRO608 contained 0 incompatible loci -- more than two alleles present.
Population IRO609 contained 0 incompatible loci -- more than two alleles present.
Population IRO610 contained 0 incompatible loci -- more than two alleles present.
Population HGRF661 contained 0 incompatible loci -- more than two alleles present.
Population HGRF662 contained 0 incompatible loci -- more than two alleles present.
Population HGRF663 contained 0 incompatible loci -- more than two alleles present.
Population HGRF664 contained 0 incompatible loci -- more than two alleles present.
Population HGRF665 contained 0 incompatible loci -- more than two alleles present.
Population HGRF666 contained 0 incompatible loci -- more than two alleles present.
Population HGRF667 contained 0 incompatible loci -- more than two alleles present.
Population HGRF668 contained 0 incompatible loci -- more than two alleles present.
Population HGRF669 contained 0 incompatible loci -- more than two alleles present.
Population HGRF670 contained 0 incompatible loci -- more than two alleles present.
Population PTP721 contained 0 incompatible loci -- more than two alleles present.
Population PTP722 contained 0 incompatible loci -- more than two alleles present.
Population PTP723 contained 0 incompatible loci -- more than two alleles present.
Population PTP724 contained 0 incompatible loci -- more than two alleles present.
Population PTP725 contained 0 incompatible loci -- more than two alleles present.
Population PTP726 contained 0 incompatible loci -- more than two alleles present.
Population PTP727 contained 0 incompatible loci -- more than two alleles present.
Population PTP728 contained 0 incompatible loci -- more than two alleles present.
Population PTP729 contained 0 incompatible loci -- more than two alleles present.
Population PTP730 contained 0 incompatible loci -- more than two alleles present.
Population RRL782 contained 0 incompatible loci -- more than two alleles present.
Population RRL783 contained 0 incompatible loci -- more than two alleles present.
Population RRL784 contained 0 incompatible loci -- more than two alleles present.
Population RRL785 contained 0 incompatible loci -- more than two alleles present.
Population RRL786 contained 0 incompatible loci -- more than two alleles present.
Population RRL787 contained 0 incompatible loci -- more than two alleles present.
Population RRL788 contained 0 incompatible loci -- more than two alleles present.
Population RRL789 contained 0 incompatible loci -- more than two alleles present.
Population RRL790 contained 0 incompatible loci -- more than two alleles present.
Population RRL791 contained 0 incompatible loci -- more than two alleles present.
Population RRO842 contained 0 incompatible loci -- more than two alleles present.
Population RRO843 contained 0 incompatible loci -- more than two alleles present.
Population RRO844 contained 0 incompatible loci -- more than two alleles present.
Population RRO845 contained 0 incompatible loci -- more than two alleles present.
Population RRO846 contained 0 incompatible loci -- more than two alleles present.
Population RRO847 contained 0 incompatible loci -- more than two alleles present.
Population RRO848 contained 0 incompatible loci -- more than two alleles present.
Population RRO849 contained 0 incompatible loci -- more than two alleles present.
Population RRO850 contained 0 incompatible loci -- more than two alleles present.
Population RRO851 contained 0 incompatible loci -- more than two alleles present.
Population CPS901 contained 0 incompatible loci -- more than two alleles present.
Population CPS902 contained 0 incompatible loci -- more than two alleles present.
Population CPS903 contained 0 incompatible loci -- more than two alleles present.
Population CPS904 contained 0 incompatible loci -- more than two alleles present.
Population CPS905 contained 0 incompatible loci -- more than two alleles present.
Population CPS906 contained 0 incompatible loci -- more than two alleles present.
Population CPS907 contained 0 incompatible loci -- more than two alleles present.
Population CPS908 contained 0 incompatible loci -- more than two alleles present.
Population CPS909 contained 0 incompatible loci -- more than two alleles present.
Population CPS910 contained 0 incompatible loci -- more than two alleles present.
Population PPNP962 contained 0 incompatible loci -- more than two alleles present.
Population PPNP963 contained 0 incompatible loci -- more than two alleles present.
Population PPNP964 contained 0 incompatible loci -- more than two alleles present.
Population PPNP965 contained 0 incompatible loci -- more than two alleles present.
Population PPNP966 contained 0 incompatible loci -- more than two alleles present.
Population PPNP967 contained 0 incompatible loci -- more than two alleles present.
Population PPNP968 contained 0 incompatible loci -- more than two alleles present.
Population PPNP969 contained 0 incompatible loci -- more than two alleles present.
Population PPNP970 contained 0 incompatible loci -- more than two alleles present.
Population PPNP971 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1021 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1022 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1023 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1024 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1025 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1026 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1027 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1028 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1029 contained 0 incompatible loci -- more than two alleles present.
Population FPPI1030 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1082 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1084 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1085 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1086 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1087 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1088 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1089 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1090 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1092 contained 0 incompatible loci -- more than two alleles present.
Population CRWA1093 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1141 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1142 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1143 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1144 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1145 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1146 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1147 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1148 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1149 contained 0 incompatible loci -- more than two alleles present.
Population PCRA1150 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1202 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1203 contained 0 incompatible loci -- more than two alleles present.
Population DHFA1204 contained 0 incompatible loci -- more than two alleles present.
