     n             scenario 1                 scenario 2                 scenario 3       
    335      0.1313 [0.0000,0.4274]     0.5701 [0.1362,1.0000]     0.2985 [0.0000,0.6996]  
    340      0.1324 [0.0000,0.4294]     0.5735 [0.1400,1.0000]     0.2941 [0.0000,0.6935]  
    345      0.1333 [0.0000,0.4313]     0.5710 [0.1372,1.0000]     0.2957 [0.0000,0.6956]  
    350      0.1314 [0.0000,0.4276]     0.5686 [0.1344,1.0000]     0.3000 [0.0000,0.7017]  
    355      0.1296 [0.0000,0.4240]     0.5690 [0.1349,1.0000]     0.3014 [0.0000,0.7036]  
    360      0.1306 [0.0000,0.4259]     0.5667 [0.1323,1.0000]     0.3028 [0.0000,0.7055]  
    365      0.1315 [0.0000,0.4277]     0.5699 [0.1359,1.0000]     0.2986 [0.0000,0.6998]  
    370      0.1351 [0.0000,0.4348]     0.5676 [0.1333,1.0000]     0.2973 [0.0000,0.6979]  
    375      0.1360 [0.0000,0.4365]     0.5707 [0.1368,1.0000]     0.2933 [0.0000,0.6924]  
    380      0.1368 [0.0000,0.4381]     0.5658 [0.1313,1.0000]     0.2974 [0.0000,0.6980]  
    385      0.1351 [0.0000,0.4347]     0.5662 [0.1318,1.0000]     0.2987 [0.0000,0.6999]  
    390      0.1359 [0.0000,0.4363]     0.5667 [0.1323,1.0000]     0.2974 [0.0000,0.6981]  
    395      0.1342 [0.0000,0.4329]     0.5696 [0.1356,1.0000]     0.2962 [0.0000,0.6964]  
    400      0.1350 [0.0000,0.4345]     0.5625 [0.1277,0.9973]     0.3025 [0.0000,0.7051]  
    405      0.1358 [0.0000,0.4361]     0.5630 [0.1282,0.9977]     0.3012 [0.0000,0.7034]  
    410      0.1366 [0.0000,0.4376]     0.5610 [0.1260,0.9960]     0.3024 [0.0000,0.7050]  
    415      0.1373 [0.0000,0.4391]     0.5614 [0.1265,0.9964]     0.3012 [0.0000,0.7033]  
    420      0.1405 [0.0000,0.4451]     0.5548 [0.1191,0.9904]     0.3048 [0.0000,0.7082]  
    425      0.1435 [0.0000,0.4509]     0.5529 [0.1171,0.9887]     0.3035 [0.0000,0.7065]  
    430      0.1419 [0.0000,0.4477]     0.5535 [0.1177,0.9892]     0.3047 [0.0000,0.7081]  
    435      0.1425 [0.0000,0.4490]     0.5563 [0.1208,0.9918]     0.3011 [0.0000,0.7033]  
    440      0.1409 [0.0000,0.4459]     0.5614 [0.1264,0.9963]     0.2977 [0.0000,0.6985]  
    445      0.1461 [0.0000,0.4556]     0.5551 [0.1195,0.9907]     0.2989 [0.0000,0.7001]  
    450      0.1511 [0.0000,0.4650]     0.5511 [0.1151,0.9871]     0.2978 [0.0000,0.6986]  
    455      0.1495 [0.0000,0.4620]     0.5538 [0.1181,0.9896]     0.2967 [0.0000,0.6971]  
    460      0.1478 [0.0000,0.4589]     0.5565 [0.1211,0.9920]     0.2957 [0.0000,0.6956]  
    465      0.1527 [0.0000,0.4680]     0.5548 [0.1192,0.9905]     0.2925 [0.0000,0.6912]  
    470      0.1511 [0.0000,0.4650]     0.5511 [0.1151,0.9870]     0.2979 [0.0000,0.6987]  
    475      0.1537 [0.0000,0.4698]     0.5453 [0.1088,0.9817]     0.3011 [0.0000,0.7031]  
    480      0.1521 [0.0000,0.4668]     0.5500 [0.1139,0.9861]     0.2979 [0.0000,0.6988]  
    485      0.1505 [0.0000,0.4639]     0.5485 [0.1122,0.9847]     0.3010 [0.0000,0.7031]  
    490      0.1551 [0.0000,0.4724]     0.5469 [0.1106,0.9833]     0.2980 [0.0000,0.6989]  
    495      0.1535 [0.0000,0.4695]     0.5455 [0.1090,0.9819]     0.3010 [0.0000,0.7031]  
    500      0.1540 [0.0000,0.4704]     0.5460 [0.1096,0.9824]     0.3000 [0.0000,0.7017]  
