Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM19	1.273	1.190	0.146	0.148	0.014
TGCP_WM17	1.265	1.187	0.141	0.146	0.033
TGCP_WM20	1.318	1.222	0.164	0.176	0.069
TGCP_WM11	1.278	1.197	0.151	0.152	0.006
TGCP_WM1	1.253	1.182	0.142	0.138	-0.031
TGCP_WM2	1.296	1.208	0.166	0.158	-0.048
TGCP_WM11	1.254	1.178	0.145	0.134	-0.083
TGCP_WM15	1.282	1.201	0.152	0.155	0.019
TGCP_WM22	1.276	1.193	0.150	0.149	-0.009
TGCP_WM13	1.254	1.179	0.139	0.138	-0.008
TGCP_WM13	1.254	1.179	0.139	0.138	-0.008
TGCP_WM1	1.273	1.192	0.144	0.150	0.041
TGCP_WM13	1.288	1.198	0.150	0.157	0.047
TGCP_WM11	1.278	1.195	0.148	0.152	0.027
TGCP_WM23	1.286	1.199	0.154	0.155	0.001
TGCP_WM10	1.272	1.192	0.144	0.150	0.035
TGCP_WM1	1.273	1.192	0.144	0.150	0.041
TGCP_WM14	1.292	1.208	0.151	0.164	0.079
TGCP_WM10	1.260	1.185	0.144	0.141	-0.023
TGCP_WM2	1.305	1.211	0.168	0.162	-0.041
TGCP_WM11	1.286	1.205	0.151	0.160	0.053
TGCP_WM10	1.264	1.188	0.136	0.149	0.086
TGCP_WM1	1.273	1.192	0.144	0.150	0.041
TGCP_WM17	1.286	1.204	0.151	0.159	0.054
TGCP_WM1	1.282	1.201	0.160	0.151	-0.057
TGCP_WM16	1.300	1.211	0.166	0.161	-0.027
TGCP_WM17	1.246	1.178	0.139	0.134	-0.040
TGCP_WM10	1.264	1.188	0.136	0.149	0.086
TGCP_WM4	1.270	1.188	0.143	0.147	0.032
TGCP_WM15	1.273	1.195	0.146	0.151	0.038
TGCP_WM11	1.291	1.206	0.166	0.155	-0.066
TGCP_WM17	1.258	1.180	0.147	0.136	-0.086
TGCP_WM21	1.268	1.194	0.154	0.145	-0.064
TGCP_WM18	1.265	1.186	0.144	0.144	0.002
TGCP_WM1	1.265	1.193	0.148	0.146	-0.012
TGCP_WM24	1.278	1.197	0.150	0.152	0.016
