Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM492	1.232	1.159	0.120	0.126	0.046
MPO_WM489	1.159	1.114	0.068	0.097	0.300
MPO_WM491	1.216	1.147	0.106	0.120	0.118
MPO_WM482	1.221	1.153	0.112	0.123	0.088
MPO_WM491	1.181	1.129	0.090	0.104	0.134
MPO_WM492	1.207	1.145	0.105	0.115	0.087
MPO_WM497	1.229	1.159	0.122	0.124	0.014
MPO_WM483	1.178	1.127	0.087	0.103	0.151
MPO_WM491	1.187	1.132	0.085	0.110	0.224
MPO_WM493	1.233	1.163	0.125	0.127	0.019
MPO_WM486	1.207	1.142	0.098	0.117	0.162
MPO_WM484	1.185	1.132	0.083	0.111	0.253
MPO_WM482	1.194	1.138	0.097	0.110	0.117
MPO_WM494	1.185	1.131	0.087	0.108	0.198
MPO_WM488	1.195	1.136	0.094	0.111	0.154
MPO_WM486	1.206	1.142	0.098	0.117	0.163
MPO_WM495	1.191	1.133	0.093	0.108	0.134
MPO_WM484	1.196	1.137	0.098	0.110	0.114
MPO_WM485	1.221	1.154	0.110	0.124	0.109
MPO_WM485	1.221	1.154	0.110	0.124	0.109
MPO_WM498	1.244	1.170	0.127	0.135	0.058
MPO_WM496	1.233	1.160	0.120	0.127	0.053
MPO_WM496	1.208	1.145	0.108	0.115	0.058
MPO_WM493	1.223	1.156	0.111	0.125	0.111
MPO_WM497	1.230	1.160	0.122	0.125	0.029
MPO_WM488	1.204	1.143	0.099	0.116	0.147
MPO_WM489	1.164	1.116	0.076	0.096	0.207
MPO_WM486	1.147	1.107	0.061	0.091	0.328
MPO_WM485	1.225	1.156	0.125	0.119	-0.050
MPO_WM483	1.188	1.132	0.096	0.105	0.082
MPO_WM484	1.176	1.125	0.082	0.103	0.206
MPO_WM494	1.181	1.129	0.090	0.104	0.137
MPO_WM482	1.206	1.145	0.102	0.117	0.123
MPO_WM483	1.224	1.156	0.113	0.125	0.091
MPO_WM485	1.244	1.169	0.129	0.132	0.028
MPO_WM494	1.172	1.121	0.078	0.101	0.233
MPO_WM488	1.171	1.122	0.079	0.101	0.222
MPO_WM486	1.207	1.143	0.097	0.119	0.181
MPO_WM490	1.174	1.122	0.082	0.100	0.182
MPO_WM488	1.204	1.143	0.099	0.116	0.147
