Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM724	1.068	1.051	0.032	0.042	0.228
PTP_WM735	1.098	1.069	0.050	0.055	0.080
PTP_WM726	1.084	1.061	0.041	0.049	0.171
PTP_WM736	1.122	1.087	0.065	0.068	0.041
PTP_WM723	1.078	1.059	0.034	0.050	0.322
PTP_WM722	1.098	1.070	0.050	0.056	0.107
PTP_WM727	1.091	1.065	0.048	0.051	0.043
PTP_WM730	1.086	1.063	0.044	0.049	0.098
PTP_WM728	1.079	1.058	0.044	0.044	-0.005
PTP_WM726	1.097	1.068	0.049	0.055	0.111
PTP_WM724	1.093	1.066	0.046	0.053	0.133
PTP_WM726	1.085	1.062	0.040	0.051	0.219
PTP_WM736	1.099	1.070	0.052	0.055	0.048
PTP_WM739	1.125	1.089	0.067	0.069	0.022
PTP_WM731	1.081	1.058	0.044	0.044	-0.004
PTP_WM725	1.098	1.070	0.047	0.057	0.182
PTP_WM723	1.111	1.080	0.053	0.065	0.180
PTP_WM728	1.088	1.064	0.046	0.050	0.076
PTP_WM725	1.078	1.056	0.038	0.045	0.148
PTP_WM721	1.084	1.059	0.043	0.047	0.088
PTP_WM722	1.088	1.066	0.038	0.055	0.313
