Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM11	0.000000	0.167657	0.165259	0.186931
TGCP_WM1	0.000000	0.169395	0.170893	0.188137
TGCP_WM1	0.000000	0.168387	0.165601	0.186672
TGCP_WM10	0.000000	0.169605	0.166854	0.186485
TGCP_WM1	0.000000	0.168631	0.165898	0.184465
TGCP_WM1	0.000000	0.167692	0.165185	0.189702
TGCP_WM1	0.000000	0.168797	0.168725	0.190340
TGCP_WM10	0.000000	0.172073	0.167700	0.192232
TGCP_WM1	0.000000	0.171990	0.166011	0.189360
TGCP_WM1	0.000000	0.169158	0.169344	0.184196
TGCP_WM10	0.000000	0.167862	0.166760	0.189047
TGCP_WM1	0.000000	0.171306	0.169189	0.187264
TGCP_WM1	0.000000	0.169590	0.167472	0.187195
TGCP_WM1	0.000000	0.171221	0.170340	0.187250
TGCP_WM10	0.000000	0.171744	0.165434	0.184900
TGCP_WM10	0.000000	0.172666	0.168346	0.189570
TGCP_WM1	0.000000	0.169894	0.169125	0.189225
TGCP_WM10	0.000000	0.172095	0.170208	0.188774
TGCP_WM1	0.000000	0.167024	0.165012	0.188941
TGCP_WM1	0.000000	0.170112	0.166469	0.186599
TGCP_WM1	0.000000	0.169553	0.166746	0.190336
TGCP_WM11	0.000000	0.171714	0.168800	0.188411
TGCP_WM1	0.000000	0.171067	0.168098	0.188931
TGCP_WM10	0.000000	0.166970	0.168312	0.187993
TGCP_WM1	0.000000	0.167464	0.164211	0.185095
TGCP_WM1	0.000000	0.169206	0.169667	0.188757
TGCP_WM1	0.000000	0.167402	0.165995	0.185541
TGCP_WM1	0.000000	0.171288	0.168422	0.184939
TGCP_WM10	0.000000	0.170064	0.167184	0.184330
TGCP_WM1	0.000000	0.170787	0.165796	0.186169
TGCP_WM1	0.000000	0.169936	0.170009	0.189302
TGCP_WM1	0.000000	0.169580	0.169680	0.185910
TGCP_WM10	0.000000	0.171130	0.169789	0.190015
TGCP_WM1	0.000000	0.168828	0.168095	0.190933
TGCP_WM1	0.000000	0.171473	0.165780	0.187528
TGCP_WM11	0.000000	0.171829	0.169088	0.188596
TGCP_WM1	0.000000	0.170078	0.167763	0.189008
TGCP_WM10	0.000000	0.166520	0.163738	0.186607
TGCP_WM10	0.000000	0.170563	0.167724	0.186992
TGCP_WM10	0.000000	0.171617	0.166618	0.189251
TGCP_WM1	0.000000	0.171684	0.166880	0.187798
TGCP_WM1	0.000000	0.170287	0.170523	0.190967
TGCP_WM1	0.000000	0.169284	0.163527	0.183535
TGCP_WM10	0.000000	0.171999	0.169989	0.193294
TGCP_WM1	0.000000	0.166597	0.165387	0.184895
TGCP_WM10	0.000000	0.172411	0.171321	0.193906
TGCP_WM1	0.000000	0.168320	0.165312	0.185192
TGCP_WM10	0.000000	0.169088	0.165028	0.187620
TGCP_WM1	0.000000	0.165403	0.162571	0.187651
TGCP_WM1	0.000000	0.168615	0.166656	0.184040
