Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.170340	0.065196	0.000000	0.188156
MPO_WM483	0.165434	0.065205	0.000000	0.187270
MPO_WM483	0.168346	0.063802	0.000000	0.186079
MPO_WM482	0.169125	0.065682	0.000000	0.191801
MPO_WM482	0.170208	0.065105	0.000000	0.192642
MPO_WM482	0.165012	0.065818	0.000000	0.188465
MPO_WM482	0.166469	0.063421	0.000000	0.188023
MPO_WM483	0.166746	0.067121	0.000000	0.190301
MPO_WM482	0.168800	0.065130	0.000000	0.191888
MPO_WM482	0.168098	0.064475	0.000000	0.192389
MPO_WM482	0.168312	0.065201	0.000000	0.193087
MPO_WM483	0.164211	0.063932	0.000000	0.191268
MPO_WM482	0.169667	0.065146	0.000000	0.190257
MPO_WM482	0.165995	0.062926	0.000000	0.188598
MPO_WM482	0.168422	0.065245	0.000000	0.189726
MPO_WM482	0.167184	0.061400	0.000000	0.185783
MPO_WM482	0.165796	0.066417	0.000000	0.187239
MPO_WM482	0.170009	0.064647	0.000000	0.189140
MPO_WM482	0.169680	0.065787	0.000000	0.190353
MPO_WM482	0.169789	0.065764	0.000000	0.186000
MPO_WM482	0.168095	0.063462	0.000000	0.191011
MPO_WM482	0.165780	0.063231	0.000000	0.187399
MPO_WM482	0.169088	0.061852	0.000000	0.188158
MPO_WM482	0.167763	0.065223	0.000000	0.190157
MPO_WM482	0.163738	0.060948	0.000000	0.187503
MPO_WM482	0.167724	0.068956	0.000000	0.190190
MPO_WM482	0.166618	0.063808	0.000000	0.191189
MPO_WM482	0.166880	0.066046	0.000000	0.186471
MPO_WM482	0.170523	0.068013	0.000000	0.191477
MPO_WM482	0.163527	0.066643	0.000000	0.191548
MPO_WM482	0.169989	0.063055	0.000000	0.190256
MPO_WM483	0.165387	0.065801	0.000000	0.187427
MPO_WM482	0.171321	0.064625	0.000000	0.190352
MPO_WM482	0.165312	0.062804	0.000000	0.186286
MPO_WM482	0.165028	0.062585	0.000000	0.187976
MPO_WM483	0.162571	0.061993	0.000000	0.187812
MPO_WM482	0.166656	0.066612	0.000000	0.189143
