scenario      C1            C2            C3            C4            t2           CA2         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  1            5332          6773          9734          5255           533          4600      0.453623      0.428261      0.556884      0.581522      0.169136      0.167005      0.219554      0.222787      0.027679      0.027087      0.026187      0.026240      0.092412      0.095483      0.097288      0.093232      0.417029      0.619203      0.611957      0.635870      0.635507      0.684783      0.031582      0.058902      0.064108      0.050899      0.058037      0.045716      0.001766      0.003870      0.004821      0.002829      0.004066      0.003465      0.018434      0.022430      0.024877      0.018534      0.021154      0.016282      0.204710      0.317754      0.330435      0.296014      0.306884      0.430435      0.007216      0.009415      0.010081      0.007635      0.009400      0.012323      0.000425      0.000711      0.000652      0.000526      0.000772      0.000994      0.005739      0.006430      0.006750      0.005377      0.006515      0.007055
  2            4553          3700          3114          9858           417          9006      0.347826      0.403623      0.525000      0.426812      0.198568      0.215235      0.264027      0.233569      0.028979      0.029028      0.026395      0.027369      0.129501      0.128361      0.125413      0.133879      0.388768      0.563043      0.540217      0.568478      0.541667      0.630072      0.044422      0.069386      0.055785      0.073911      0.058022      0.052651      0.002781      0.006723      0.003621      0.006383      0.003461      0.004028      0.027169      0.030318      0.025649      0.031894      0.026593      0.021385      0.170290      0.259420      0.202899      0.297464      0.244203      0.343841      0.011938      0.015910      0.010130      0.018051      0.012799      0.016866      0.000995      0.001696      0.000684      0.001953      0.001053      0.001551      0.009905      0.011783      0.008074      0.012681      0.009683      0.011140
  1             680          6537          4686          3920          7089          7827      0.948551      0.514130      0.678261      0.728261      0.196202      0.199910      0.262785      0.253360      0.028140      0.029964      0.027839      0.027538      0.010094      0.097130      0.084548      0.068848      0.436957      0.590580      0.633696      0.417391      0.442754      0.528261      0.262221      0.442561      0.453260      0.225521      0.234795      0.261604      0.102452      0.126141      0.135048      0.061542      0.069897      0.079524      0.147832      0.181193      0.166031      0.131390      0.130839      0.130044      0.426812      0.573913      0.617391      0.262319      0.293478      0.445290      0.175352      0.265643      0.287980      0.095781      0.111332      0.157952      0.099202      0.136675      0.153330      0.040800      0.053394      0.073411      0.100509      0.113187      0.110184      0.070656      0.078659      0.087675
  1            9306          8893          6734          1017          2977          6618      0.512319      0.531884      0.690580      0.910145      0.161596      0.168148      0.225067      0.296105      0.025903      0.025955      0.026038      0.027049      0.078808      0.078713      0.069640      0.026607      0.343478      0.554348      0.648913      0.548188      0.642391      0.688768      0.066385      0.114415      0.186941      0.109822      0.181824      0.207136      0.008845      0.017783      0.057225      0.016682      0.051897      0.061144      0.043607      0.050989      0.065633      0.049619      0.065022      0.068820      0.205072      0.339855      0.458333      0.355797      0.476812      0.627174      0.018630      0.025595      0.077039      0.027418      0.076798      0.111897      0.003772      0.005478      0.036720      0.006391      0.034614      0.050760      0.014810      0.016897      0.041730      0.017663      0.040180      0.041718
  1            2439           477          9820          7100          7117           291      0.794565      0.958333      0.590942      0.668841      0.166314      0.202112      0.145152      0.168972      0.028103      0.030993      0.013321      0.017835      0.034167      0.008421      0.059376      0.055957      0.772101      0.467029      0.542029      0.538406      0.615217      0.464130      0.273563      0.153192      0.176999      0.178211      0.214731      0.083347      0.114058      0.028400      0.037156      0.056439      0.069887      0.011946      0.062444      0.081647      0.081060      0.082261      0.082625      0.050522      0.726449      0.386594      0.463768      0.526087      0.603623      0.267754      0.168145      0.038408      0.049609      0.072339      0.095207      0.018022      0.104379      0.016788      0.020988      0.052200      0.064298      0.003935      0.045996      0.023560      0.026602      0.034282      0.037738      0.013197
  2             850          6760          3249          4238          5910          3707      0.921377      0.502536      0.761232      0.725000      0.213253      0.153674      0.236633      0.231472      0.030161      0.023505      0.025838      0.026531      0.016767      0.076447      0.056500      0.063655      0.425000      0.673188      0.640217      0.489493      0.460870      0.598913      0.179949      0.373383      0.335822      0.177401      0.163057      0.203469      0.071382      0.115687      0.102110      0.049008      0.039987      0.058398      0.103471      0.122026      0.120823      0.090565      0.087909      0.087285      0.406522      0.653986      0.621014      0.303261      0.277899      0.510507      0.105672      0.213124      0.174615      0.062950      0.053418      0.104757      0.062739      0.117947      0.097241      0.027685      0.020209      0.047352      0.062714      0.073744      0.066177      0.043860      0.038573      0.051278
  2            1879           193          4310          8305          6410          4073      0.802536      0.981884      0.649638      0.516667      0.197522      0.197079      0.243565      0.207090      0.029847      0.034906      0.027650      0.025116      0.039004      0.003570      0.085336      0.100093      0.732246      0.504710      0.378985      0.588406      0.463406      0.392391      0.474951      0.305774      0.257320      0.391828      0.296019      0.160800      0.176480      0.091820      0.076882      0.121664      0.099533      0.041485      0.127170      0.151447      0.159799      0.161274      0.158842      0.105976      0.700362      0.447464      0.322464      0.581522      0.456522      0.230435      0.372607      0.145281      0.112578      0.235300      0.155671      0.073035      0.198133      0.076161      0.058220      0.129407      0.092534      0.028785      0.111647      0.080273      0.076276      0.098468      0.084604      0.056205
  2            2616          2596          8469           605          3026          4782      0.642029      0.662681      0.511957      0.935870      0.207897      0.218487      0.215577      0.282323      0.029800      0.030813      0.026109      0.027900      0.074421      0.073700      0.105211      0.018106      0.439493      0.382246      0.660507      0.392391      0.667391      0.541667      0.173810      0.174513      0.299045      0.165092      0.306190      0.211422      0.046914      0.037053      0.102787      0.033323      0.102066      0.069630      0.097422      0.107806      0.101523      0.100311      0.101842      0.104102      0.378261      0.267754      0.563406      0.289130      0.581884      0.450725      0.083883      0.052463      0.175613      0.052672      0.183554      0.118144      0.035251      0.018269      0.095149      0.016384      0.096406      0.058465      0.052153      0.038416      0.076672      0.037462      0.076747      0.064894
  1            2757          4473          4674          7415          3571          3553      0.739130      0.635145      0.712681      0.656159      0.198569      0.169699      0.223638      0.205859      0.030742      0.024917      0.025571      0.025231      0.051801      0.061916      0.064255      0.070783      0.489855      0.606522      0.553623      0.550725      0.507971      0.586594      0.137582      0.199411      0.180692      0.155691      0.138649      0.111002      0.037980      0.044482      0.038289      0.034224      0.027765      0.020183      0.070286      0.078464      0.080657      0.069948      0.068219      0.050152      0.429348      0.511957      0.459783      0.422464      0.375725      0.453986      0.061632      0.066895      0.056081      0.050230      0.040525      0.041117      0.026811      0.024826      0.019091      0.018244      0.013956      0.011578      0.035171      0.032648      0.030296      0.029009      0.025299      0.022465
  1            4951          4179          6936          4861          4973          4136      0.655797      0.692391      0.682609      0.761594      0.165638      0.191125      0.208410      0.223823      0.026233      0.027474      0.023925      0.026487      0.057013      0.058792      0.066147      0.053361      0.481159      0.534420      0.597101      0.530435      0.594565      0.603623      0.138002      0.169263      0.195305      0.160702      0.192779      0.145262      0.037902      0.037419      0.052165      0.036382      0.052308      0.033853      0.071801      0.078806      0.078688      0.075460      0.078159      0.063263      0.403986      0.401449      0.465580      0.435870      0.501087      0.496739      0.060626      0.050742      0.071545      0.054391      0.079434      0.063346      0.026612      0.020213      0.030543      0.020749      0.034347      0.022408      0.036134      0.030372      0.038235      0.030684      0.039631      0.031880
  2             178          2929          5889          7549          3869          5605      0.983333      0.653623      0.588406      0.528623      0.226527      0.219555      0.232156      0.227440      0.029079      0.030950      0.025859      0.027089      0.003775      0.076049      0.095554      0.107210      0.590942      0.539130      0.483333      0.430072      0.389493      0.440942      0.349409      0.366698      0.342582      0.206007      0.189949      0.123337      0.133247      0.109158      0.103103      0.050167      0.045028      0.024400      0.143055      0.169000      0.177001      0.117409      0.115965      0.074851      0.583333      0.535145      0.479348      0.332609      0.289855      0.264855      0.259815      0.194818      0.172334      0.084085      0.072850      0.050130      0.140550      0.108835      0.094864      0.034422      0.027294      0.015136      0.108256      0.090562      0.089726      0.056117      0.051734      0.036853
  2            2240          6223          9642          5806          7003          9212      0.836232      0.606522      0.597826      0.709058      0.225819      0.200859      0.242870      0.266166      0.029348      0.028743      0.027899      0.027838      0.036982      0.079034      0.097676      0.077439      0.479348      0.504710      0.592029      0.423188      0.502174      0.521739      0.229786      0.295278      0.344947      0.200681      0.220719      0.179329      0.080860      0.080255      0.094747      0.047642      0.056811      0.041989      0.119888      0.146248      0.140728      0.115755      0.109880      0.091614      0.452899      0.459420      0.552536      0.301087      0.388768      0.402899      0.140345      0.129456      0.176221      0.075831      0.093327      0.084549      0.073064      0.060900      0.085426      0.027918      0.038292      0.030000      0.076783      0.069981      0.078852      0.052999      0.057044      0.050484
  1            2666          6075          7286          7127          4441          2191      0.782246      0.669203      0.703623      0.710507      0.179270      0.141395      0.181962      0.183428      0.026927      0.022054      0.022073      0.021987      0.039037      0.046773      0.053929      0.053101      0.524275      0.584783      0.593116      0.557971      0.566667      0.608696      0.113722      0.170122      0.172200      0.128028      0.125060      0.095329      0.028140      0.036374      0.038362      0.024801      0.023572      0.016544      0.054142      0.070638      0.070065      0.056592      0.054193      0.041655      0.475000      0.510870      0.519203      0.414855      0.425000      0.463043      0.043357      0.049460      0.051671      0.030017      0.028962      0.029310      0.016839      0.018329      0.019682      0.009336      0.008835      0.007258      0.022762      0.024192      0.024843      0.017564      0.016663      0.015759
  1            2299          7678          2052          6223          6020          4316      0.805072      0.529348      0.847464      0.682971      0.194577      0.166089      0.258463      0.229820      0.029587      0.025696      0.027772      0.026736      0.037928      0.078170      0.039425      0.072860      0.405435      0.695652      0.570652      0.562319      0.453986      0.630072      0.154253      0.357581      0.267893      0.223979      0.163153      0.239884      0.050408      0.119117      0.074969      0.073651      0.038721      0.077448      0.091713      0.108829      0.115019      0.098031      0.089084      0.095867      0.361232      0.634420      0.505797      0.395290      0.283696      0.543116      0.076623      0.203051      0.112539      0.101262      0.054327      0.137002      0.038982      0.111967      0.055390      0.052338      0.020693      0.068598      0.048945      0.074231      0.055617      0.061234      0.038914      0.062594
  1            8048          2002          7842          6408          3781          4187      0.551812      0.823188      0.672101      0.694565      0.145480      0.216515      0.203740      0.216710      0.022885      0.031764      0.025206      0.025499      0.065203      0.038282      0.066806      0.066191      0.532971      0.519928      0.532609      0.594928      0.611594      0.601449      0.131852      0.121295      0.125378      0.189638      0.203114      0.102181      0.035565      0.021655      0.021771      0.042930      0.046369      0.018292      0.061770      0.058230      0.058601      0.076817      0.078890      0.044464      0.421014      0.319928      0.335145      0.541667      0.559783      0.458696      0.053691      0.026129      0.026672      0.068735      0.077162      0.035095      0.022287      0.006856      0.006334      0.025861      0.029730      0.009543      0.031086      0.017770      0.017733      0.031503      0.033968      0.019010
  1            4426          5486          4094          6047          4896           517      0.703986      0.685870      0.798913      0.773188      0.127559      0.128462      0.174979      0.164407      0.018515      0.017649      0.020549      0.016965      0.037759      0.040354      0.035186      0.037289      0.479348      0.646015      0.619203      0.627174      0.601087      0.692391      0.081832      0.143362      0.130544      0.127504      0.114932      0.100384      0.014056      0.032392      0.022033      0.027663      0.017679      0.020642      0.042695      0.050748      0.049711      0.047537      0.045848      0.036334      0.401812      0.512681      0.488043      0.494565      0.469565      0.581522      0.019331      0.031770      0.023716      0.027703      0.019949      0.031337      0.005726      0.011878      0.007143      0.009390      0.004772      0.010352      0.011564      0.015482      0.012141      0.014002      0.010582      0.013114
  1            5436          7125          2576          6465           965          2376      0.567391      0.535145      0.765942      0.688768      0.140793      0.131389      0.233802      0.194165      0.024351      0.022509      0.027505      0.026595      0.060908      0.061077      0.054723      0.060430      0.403261      0.657971      0.631159      0.666667      0.632971      0.722826      0.036314      0.094606      0.070013      0.089436      0.064553      0.075142      0.002868      0.013327      0.006678      0.012482      0.006195      0.010460      0.021736      0.032358      0.025824      0.029812      0.023693      0.024748      0.257246      0.450725      0.401087      0.420290      0.372464      0.570652      0.007957      0.019131      0.011136      0.018576      0.010615      0.024998      0.000803      0.003418      0.001366      0.003722      0.001407      0.004332      0.005910      0.010515      0.006670      0.010769      0.006662      0.010769
  2             516          7057          8294          2926          7030          7442      0.967391      0.528261      0.561232      0.811594      0.169844      0.192263      0.228188      0.261555      0.027993      0.029203      0.026149      0.029093      0.005538      0.090698      0.100122      0.049278      0.467754      0.509783      0.723551      0.350725      0.515217      0.512681      0.251456      0.340523      0.508633      0.180617      0.229652      0.207789      0.101587      0.102818      0.148349      0.041955      0.070832      0.063955      0.134019      0.166930      0.140611      0.117270      0.111331      0.110444      0.456884      0.498551      0.712319      0.191667      0.369565      0.409058      0.167057      0.168861      0.353177      0.064058      0.110650      0.115329      0.097396      0.092923      0.177432      0.023567      0.052757      0.053735      0.090731      0.084675      0.101602      0.051780      0.069757      0.068153
  1            7511          3072          9305          1709          1067          5307      0.402536      0.599275      0.541667      0.743478      0.163932      0.221515      0.212640      0.283271      0.026661      0.028822      0.026210      0.026442      0.097943      0.088767      0.097460      0.072665      0.430072      0.526449      0.590942      0.518116      0.622826      0.600725      0.069629      0.070311      0.118621      0.090268      0.149813      0.099253      0.008561      0.005829      0.020908      0.010089      0.027139      0.018581      0.039784      0.033296      0.048523      0.043499      0.056506      0.044376      0.241304      0.214130      0.325000      0.369203      0.502536      0.462319      0.020490      0.013337      0.032237      0.024664      0.055964      0.042074      0.003576      0.001731      0.007676      0.004169      0.014869      0.010725      0.015546      0.010491      0.021760      0.015558      0.027840      0.022745
  2            3289          9761          8301          3914          3372          6723      0.726812      0.488406      0.641304      0.742754      0.217232      0.163373      0.223712      0.251560      0.030320      0.025602      0.025986      0.027605      0.059345      0.083581      0.080245      0.064713      0.384783      0.553986      0.633696      0.496739      0.544928      0.600725      0.102887      0.179091      0.223912      0.105023      0.134852      0.134749      0.023111      0.035584      0.055150      0.015910      0.028833      0.029671      0.063335      0.079877      0.082020      0.052854      0.061367      0.060100      0.328261      0.470290      0.547826      0.281522      0.345652      0.488043      0.042529      0.058202      0.090455      0.024668      0.042055      0.060997      0.013902      0.018455      0.035767      0.004966      0.013158      0.019808      0.028568      0.030830      0.040901      0.017732      0.027519      0.031294
  1            8608          1995           643          1338          5829          1520      0.385870      0.798188      0.948188      0.886957      0.110015      0.176024      0.240656      0.241300      0.015845      0.026885      0.025788      0.026227      0.067563      0.035524      0.012469      0.027277      0.349275      0.597464      0.559420      0.769928      0.728985      0.810145      0.118735      0.190627      0.161732      0.369215      0.304417      0.434873      0.039522      0.088671      0.060052      0.147072      0.110060      0.162608      0.077350      0.076734      0.071256      0.084946      0.082501      0.086660      0.188043      0.307971      0.271377      0.700725      0.661594      0.784058      0.047258      0.078862      0.053206      0.230165      0.166445      0.339252      0.026697      0.055832      0.031474      0.142478      0.097914      0.182023      0.038371      0.054574      0.038767      0.068883      0.056326      0.073259
  1            2330           123          6463            47          1438          5721      0.445652      0.981522      0.318841      0.996014      0.231093      0.175615      0.229316      0.187592      0.030274      0.028186      0.026516      0.024712      0.128106      0.003245      0.156201      0.000748      0.466667      0.231522      0.527536      0.286957      0.814493      0.394928      0.309961      0.145744      0.300807      0.307406      0.930681      0.243518      0.099431      0.023238      0.100533      0.089340      0.055609      0.083810      0.165649      0.112001      0.142120      0.219194      0.172648      0.160757      0.394928      0.052899      0.405797      0.280435      0.807971      0.297101      0.194838      0.040855      0.197985      0.144775      0.893038      0.151778      0.100190      0.008984      0.103167      0.074465      0.090825      0.076725      0.117891      0.038709      0.117643      0.104175      0.171489      0.106684
  1            2635          5558          4151          6653          7324          9682      0.791667      0.606159      0.737319      0.640942      0.221999      0.215953      0.268364      0.253261      0.032530      0.029659      0.028161      0.028203      0.046250      0.085051      0.070494      0.090935      0.456159      0.591304      0.517029      0.509058      0.436232      0.535870      0.243360      0.371830      0.313798      0.261974      0.228191      0.229876      0.083037      0.110431      0.086762      0.076919      0.058120      0.064265      0.132526      0.151965      0.151556      0.128614      0.128647      0.116937      0.417754      0.528623      0.453986      0.401449      0.330072      0.437681      0.148819      0.206944      0.147999      0.133084      0.101610      0.131511      0.075374      0.104175      0.071523      0.061726      0.041312      0.055172      0.086649      0.097549      0.080809      0.079657      0.068108      0.073999
  1            8220          7943          7281          6194          1036          9493      0.420290      0.444928      0.559420      0.591667      0.185767      0.191947      0.242150      0.252133      0.028612      0.028890      0.026832      0.027759      0.107691      0.106545      0.106687      0.102954      0.395290      0.569565      0.577174      0.566667      0.578261      0.634783      0.042379      0.077333      0.080220      0.071069      0.074550      0.070773      0.002879      0.007055      0.007737      0.006873      0.007139      0.007569      0.025673      0.033287      0.033919      0.030797      0.031441      0.029104      0.197101      0.288768      0.302536      0.312319      0.328986      0.438406      0.010811      0.015957      0.018177      0.016827      0.018328      0.025325      0.000905      0.001778      0.002233      0.001970      0.002365      0.003532      0.008680      0.011349      0.012678      0.011578      0.012318      0.014296
  1            7682          2437          6831          5841          6817          9009      0.557609      0.826812      0.674638      0.690217      0.183273      0.228523      0.244940      0.253448      0.027045      0.030691      0.027553      0.027675      0.081078      0.039578      0.079694      0.078514      0.486594      0.480797      0.487681      0.560507      0.577899      0.552536      0.221929      0.198824      0.210345      0.298608      0.312408      0.187322      0.076898      0.048220      0.055014      0.085774      0.094386      0.050098      0.114101      0.103230      0.107764      0.131236      0.131868      0.091286      0.407971      0.323913      0.336957      0.519203      0.535870      0.444565      0.126685      0.071169      0.080356      0.153931      0.168511      0.095555      0.067086      0.028189      0.033478      0.075046      0.084369      0.038418      0.075001      0.048116      0.053279      0.074009      0.078211      0.053109
  2            2605          3256          7032          3213          1376           460      0.715942      0.672101      0.702536      0.789493      0.108333      0.106359      0.128718      0.158023      0.015288      0.015587      0.013511      0.017205      0.030773      0.034875      0.038289      0.033265      0.513043      0.598551      0.677899      0.585507      0.670290      0.684058      0.056982      0.089502      0.110230      0.071519      0.086611      0.048136      0.008397      0.010990      0.017393      0.006736      0.011425      0.006084      0.027810      0.035931      0.035505      0.029644      0.028557      0.018714      0.418116      0.451812      0.534058      0.413406      0.495652      0.534058      0.011394      0.011123      0.016787      0.008728      0.011918      0.011204      0.002790      0.002144      0.003997      0.001424      0.002234      0.002259      0.006630      0.006097      0.007822      0.005120      0.006011      0.005224
  2            6209          2942          8863          8984          5114          6504      0.618841      0.773913      0.636232      0.662319      0.184920      0.223486      0.217117      0.224267      0.027564      0.030096      0.025142      0.026060      0.070484      0.050527      0.078980      0.075731      0.526812      0.502174      0.527899      0.538406      0.559783      0.553986      0.161846      0.161572      0.162321      0.197088      0.197243      0.112684      0.042961      0.030795      0.031939      0.048729      0.048557      0.020666      0.076877      0.080435      0.076632      0.090975      0.086830      0.056260      0.447826      0.353261      0.381522      0.475362      0.501087      0.409420      0.073975      0.045957      0.047076      0.077517      0.079005      0.044549      0.030705      0.014994      0.015256      0.032292      0.032239      0.012115      0.040847      0.029722      0.029115      0.040696      0.039417      0.026326
