scenario      C1            C2            C3            C4            t2           CA2         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  2            9287          9978          1274          1910          1526          9994      0.392754      0.412681      0.785145      0.724638      0.179743      0.184302      0.313132      0.307622      0.027362      0.028132      0.024827      0.025374      0.109148      0.108244      0.067278      0.084707      0.303261      0.557246      0.562681      0.567391      0.560870      0.673913      0.047003      0.160728      0.141662      0.160152      0.134582      0.254505      0.004000      0.038219      0.027054      0.036252      0.026858      0.059523      0.032834      0.071163      0.061951      0.069283      0.059099      0.085296      0.112319      0.334058      0.319928      0.352174      0.334783      0.623188      0.012287      0.061458      0.046751      0.063091      0.047535      0.149940      0.001328      0.021294      0.012340      0.020579      0.013710      0.054837      0.010907      0.040927      0.031794      0.040872      0.031621      0.056554
  2            9132          9996          1969          3413          1753          9995      0.435507      0.419565      0.759783      0.677536      0.185871      0.184624      0.304191      0.280938      0.027943      0.027716      0.025936      0.027297      0.104923      0.107162      0.073072      0.090592      0.311232      0.563406      0.544203      0.573913      0.551449      0.661232      0.053053      0.143014      0.118687      0.140231      0.110639      0.199820      0.005182      0.032377      0.019127      0.029241      0.018398      0.040510      0.036618      0.062439      0.054097      0.059750      0.049627      0.070661      0.146377      0.362681      0.330797      0.352899      0.315942      0.578261      0.015042      0.050667      0.034064      0.049878      0.032633      0.099531      0.001896      0.015870      0.006968      0.014930      0.007729      0.031077      0.012840      0.032291      0.022796      0.032276      0.022335      0.042048
  2            9167          9986          2045          3687          1395          9996      0.421739      0.405797      0.714855      0.651449      0.185779      0.183962      0.296034      0.267778      0.028169      0.026982      0.027321      0.025941      0.107428      0.109311      0.084413      0.093334      0.333696      0.561594      0.563768      0.544203      0.534058      0.632971      0.048637      0.126149      0.101236      0.114062      0.093985      0.154044      0.004078      0.023453      0.014293      0.018683      0.013235      0.027582      0.032530      0.055305      0.044162      0.051989      0.043791      0.059720      0.145652      0.339493      0.319928      0.329710      0.303986      0.539130      0.013147      0.039343      0.026512      0.036544      0.026308      0.071390      0.001581      0.009553      0.004943      0.007857      0.004761      0.018252      0.011232      0.025987      0.018030      0.024495      0.018320      0.032928
  2            9257          9979          1487          3880          1353          9996      0.396014      0.415217      0.752899      0.637319      0.181679      0.182549      0.307355      0.271758      0.028009      0.026669      0.025376      0.027075      0.109732      0.106752      0.075948      0.098561      0.346377      0.559420      0.553623      0.568478      0.543841      0.644928      0.047687      0.138245      0.104195      0.137099      0.101482      0.175034      0.003798      0.025924      0.015080      0.025901      0.014995      0.033883      0.031204      0.060908      0.046510      0.059161      0.046292      0.066145      0.139493      0.330435      0.290580      0.349275      0.307609      0.553261      0.011859      0.046119      0.026649      0.047964      0.029307      0.086622      0.001235      0.011895      0.004774      0.012825      0.005618      0.024324      0.010205      0.030880      0.018905      0.031211      0.020303      0.038760
  2            9329          9987          1290          2845          1316          9995      0.385145      0.391304      0.771377      0.669203      0.180401      0.180271      0.323609      0.277623      0.028016      0.027696      0.025569      0.027049      0.110920      0.109730      0.073985      0.091837      0.319203      0.561957      0.544203      0.559783      0.558696      0.659058      0.046182      0.147633      0.105404      0.144697      0.104477      0.200501      0.003714      0.032610      0.016737      0.031021      0.017326      0.044120      0.031491      0.064670      0.048043      0.063698      0.046106      0.072500      0.122826      0.331159      0.299638      0.332971      0.303261      0.578986      0.012548      0.052498      0.030999      0.051460      0.029743      0.103238      0.001331      0.015630      0.005847      0.015018      0.006045      0.033307      0.011007      0.035113      0.021722      0.034325      0.020723      0.043539
  2            8880          9954          1028          2070          1061          9998      0.360870      0.374638      0.768841      0.667754      0.184287      0.190449      0.325935      0.294408      0.028938      0.028673      0.025007      0.025477      0.117784      0.119100      0.075343      0.097816      0.323188      0.557609      0.538043      0.545290      0.539493      0.651449      0.042585      0.143409      0.111339      0.136987      0.108265      0.213608      0.003245      0.030927      0.017238      0.028565      0.017243      0.044434      0.028883      0.063443      0.051434      0.062289      0.049857      0.077317      0.100362      0.312681      0.282246      0.328986      0.302536      0.584783      0.011837      0.052255      0.033226      0.053310      0.035010      0.117090      0.001275      0.015471      0.006399      0.015475      0.007051      0.035997      0.010649      0.035916      0.023848      0.035791      0.024431      0.048660
  2            8869          9911          1686          2513           973          9987      0.368478      0.378261      0.690942      0.619203      0.183384      0.186858      0.299196      0.273803      0.027539      0.027989      0.025291      0.025818      0.115811      0.116177      0.092469      0.104263      0.363043      0.554710      0.527899      0.559783      0.538406      0.621739      0.038812      0.112537      0.098681      0.109207      0.095370      0.155090      0.002631      0.018912      0.015303      0.017032      0.012884      0.025336      0.024764      0.050111      0.046588      0.048075      0.044022      0.062429      0.131522      0.303986      0.273551      0.316304      0.284783      0.515942      0.009742      0.033389      0.027356      0.034115      0.026449      0.070868      0.000864      0.006884      0.005023      0.006608      0.004460      0.016888      0.008464      0.023288      0.019873      0.023324      0.018926      0.034407
  2            9223          9980          2058          3784          1438          9999      0.408696      0.421014      0.724275      0.648913      0.180674      0.188237      0.302383      0.268525      0.027299      0.027287      0.026196      0.027121      0.106833      0.108986      0.083374      0.094276      0.340580      0.562319      0.561232      0.566304      0.555797      0.644203      0.049955      0.130863      0.107784      0.123608      0.102044      0.154957      0.004340      0.024135      0.014514      0.021946      0.014018      0.028085      0.032996      0.057276      0.047292      0.053608      0.045328      0.059512      0.150000      0.330435      0.305797      0.347101      0.319928      0.542754      0.013674      0.041256      0.028631      0.041070      0.028618      0.071860      0.001573      0.009664      0.005161      0.009642      0.005174      0.018274      0.011623      0.027624      0.019886      0.026815      0.019463      0.032962
  2            8513          9980          1655          2602          1227          9998      0.391667      0.388768      0.722101      0.655072      0.187733      0.190915      0.304010      0.289945      0.029325      0.028367      0.027912      0.027299      0.114204      0.116693      0.084484      0.100010      0.316667      0.564130      0.555072      0.539493      0.531522      0.648188      0.047182      0.134198      0.110386      0.123373      0.102319      0.178937      0.003704      0.025982      0.017307      0.023805      0.015101      0.033843      0.032292      0.058493      0.049114      0.056814      0.047934      0.067296      0.127536      0.327536      0.298913      0.322826      0.300000      0.558696      0.012925      0.045916      0.029756      0.044540      0.030474      0.090635      0.001339      0.011680      0.005308      0.011241      0.005499      0.023664      0.011281      0.030910      0.020872      0.030194      0.021343      0.040162
  2            9788          9990          1803          4235          1629          9997      0.424275      0.438043      0.764855      0.652536      0.177144      0.183915      0.298310      0.261064      0.027907      0.027099      0.026980      0.025783      0.101986      0.103352      0.070146      0.090710      0.331159      0.588043      0.552536      0.580072      0.552899      0.645290      0.051526      0.146114      0.109399      0.140145      0.100995      0.177028      0.004957      0.033510      0.016647      0.029986      0.014871      0.037736      0.034556      0.060193      0.048952      0.058851      0.045155      0.067155      0.152536      0.360870      0.304348      0.375362      0.320652      0.559058      0.014622      0.051619      0.028743      0.051406      0.027487      0.088776      0.002034      0.015930      0.005902      0.014978      0.005653      0.028183      0.012392      0.033010      0.019995      0.032110      0.018683      0.039145
  2            8529          9974          2054          2521          1152          9994      0.386232      0.397101      0.686594      0.668478      0.187037      0.189448      0.288395      0.293056      0.028191      0.027684      0.027057      0.026163      0.114797      0.114218      0.090385      0.097154      0.345652      0.544565      0.544928      0.553623      0.555072      0.642391      0.043608      0.117472      0.110089      0.115880      0.105862      0.170466      0.003382      0.019932      0.017775      0.018813      0.015328      0.029732      0.028614      0.053501      0.050098      0.051726      0.047139      0.063925      0.136957      0.304710      0.298551      0.319203      0.315217      0.549275      0.011906      0.036870      0.032128      0.037347      0.031981      0.081169      0.001292      0.008451      0.006268      0.008232      0.006106      0.021149      0.010280      0.025635      0.022536      0.025439      0.021912      0.036732
  2            7853          9962           894          1761          1036          9995      0.367029      0.346739      0.781884      0.697101      0.181863      0.180381      0.326615      0.300173      0.027594      0.027187      0.024577      0.025793      0.115114      0.117836      0.071240      0.090922      0.305072      0.552174      0.553261      0.534058      0.539493      0.662319      0.043185      0.147400      0.128448      0.140840      0.111894      0.238462      0.003334      0.033596      0.024357      0.030982      0.019212      0.053296      0.030073      0.066010      0.057383      0.065623      0.051528      0.083030      0.093116      0.316667      0.297826      0.301812      0.283333      0.604710      0.010848      0.055869      0.038364      0.055219      0.034729      0.135516      0.000963      0.018101      0.008913      0.017608      0.007584      0.045727      0.009842      0.038177      0.026938      0.038553      0.024889      0.053617
  2            9105          9984          2228          4567          1385          9994      0.407609      0.424638      0.714493      0.622464      0.183845      0.190320      0.303528      0.259026      0.028340      0.028141      0.026525      0.026249      0.108908      0.109503      0.086659      0.097792      0.341667      0.557246      0.539493      0.569203      0.552174      0.635145      0.049137      0.126260      0.095105      0.121689      0.089282      0.150911      0.003855      0.023376      0.012222      0.021869      0.010732      0.026956      0.032367      0.055902      0.043797      0.052423      0.039983      0.057685      0.153986      0.336232      0.294928      0.352899      0.306159      0.525000      0.012322      0.040434      0.023468      0.040083      0.022015      0.066490      0.001366      0.009217      0.003544      0.009311      0.003097      0.017205      0.010429      0.026839      0.016546      0.025938      0.015283      0.031679
  2            9129          9971          1817          2109          1400          9996      0.400362      0.402899      0.715217      0.703261      0.187298      0.194472      0.292092      0.302536      0.028140      0.029460      0.025846      0.024642      0.112311      0.116119      0.083183      0.089774      0.324638      0.548913      0.555072      0.547464      0.554348      0.642391      0.048967      0.135817      0.127257      0.130639      0.125632      0.204278      0.004188      0.026471      0.023115      0.023971      0.022344      0.042114      0.033124      0.061265      0.056620      0.059119      0.055988      0.076382      0.132246      0.321014      0.320652      0.321014      0.325362      0.573188      0.013330      0.046113      0.039016      0.044368      0.041345      0.110357      0.001547      0.012887      0.009888      0.011494      0.010174      0.034066      0.011572      0.031343      0.026519      0.030125      0.027908      0.047182
  2            9463          9956          1314          2306          1086          9995      0.357971      0.388768      0.736594      0.650362      0.178310      0.192009      0.306902      0.287555      0.028121      0.027815      0.024372      0.026329      0.114480      0.117362      0.080840      0.100540      0.342029      0.561594      0.547826      0.559783      0.544565      0.647464      0.041093      0.123631      0.108490      0.122169      0.104315      0.182890      0.002682      0.023677      0.016680      0.021835      0.015360      0.035395      0.027083      0.054200      0.049056      0.053781      0.047509      0.067987      0.117391      0.302174      0.272464      0.332971      0.305797      0.561594      0.010420      0.040468      0.029279      0.042283      0.032225      0.092613      0.000923      0.010046      0.005187      0.010433      0.005956      0.026503      0.009197      0.028240      0.021302      0.028204      0.022394      0.040736
  2            8768          9960          1148          1961          1228          9996      0.387319      0.377899      0.768478      0.692754      0.185796      0.190169      0.308880      0.292363      0.028967      0.028352      0.026816      0.024521      0.113833      0.118304      0.071513      0.089827      0.308696      0.558333      0.555072      0.538043      0.527174      0.658696      0.047114      0.147436      0.128548      0.138826      0.118520      0.222901      0.003802      0.029790      0.021497      0.027418      0.018394      0.046086      0.032621      0.065117      0.057194      0.064131      0.056039      0.079630      0.111957      0.327899      0.308333      0.317754      0.303623      0.590217      0.013096      0.053628      0.039791      0.050651      0.038673      0.118996      0.001435      0.015294      0.009248      0.014163      0.008326      0.037506      0.011635      0.036043      0.027522      0.034575      0.026945      0.048806
  2            8971          9976          1621          2726          1204          9998      0.362319      0.381884      0.709058      0.641667      0.192017      0.195919      0.306216      0.288278      0.028483      0.028912      0.025575      0.026285      0.122446      0.121101      0.089091      0.103299      0.328986      0.533696      0.526087      0.537319      0.533696      0.620652      0.044610      0.137271      0.109388      0.133221      0.109271      0.187287      0.003391      0.025953      0.016778      0.025463      0.016133      0.037684      0.029983      0.064010      0.051840      0.061639      0.050953      0.074915      0.122826      0.297464      0.276087      0.321014      0.294928      0.533333      0.012726      0.049496      0.033104      0.049456      0.033452      0.096544      0.001365      0.013522      0.006337      0.013212      0.006487      0.028587      0.011176      0.034808      0.023964      0.033598      0.023598      0.045159
  2            8785          9936          1211          2281          1130          9997      0.377536      0.375725      0.750362      0.657246      0.188786      0.188264      0.316824      0.286324      0.029085      0.028010      0.024481      0.024688      0.117513      0.117529      0.079091      0.098139      0.332246      0.565217      0.536232      0.555797      0.540580      0.636232      0.041305      0.138802      0.113641      0.133177      0.103755      0.201902      0.002689      0.026871      0.017008      0.026364      0.014721      0.038748      0.027657      0.060349      0.052703      0.059158      0.047667      0.076518      0.118478      0.325725      0.287681      0.324275      0.290942      0.563768      0.010243      0.046383      0.031818      0.046719      0.029871      0.105018      0.000832      0.011804      0.006061      0.012466      0.005577      0.030505      0.009029      0.031275      0.022676      0.031569      0.021223      0.045850
  2            8763          9970          1229          2116          1205          9994      0.378261      0.359420      0.742029      0.679710      0.186270      0.186093      0.317559      0.295308      0.029118      0.028371      0.024203      0.027174      0.115812      0.119207      0.081921      0.094584      0.318841      0.546739      0.560145      0.537681      0.537319      0.641304      0.043183      0.147129      0.110265      0.143277      0.102539      0.208697      0.003187      0.030154      0.018292      0.027818      0.017228      0.040516      0.029461      0.066688      0.048501      0.066239      0.047443      0.077883      0.108696      0.315580      0.304710      0.300000      0.292391      0.573188      0.011452      0.053314      0.033661      0.052422      0.033698      0.110496      0.000988      0.014638      0.006860      0.013979      0.007400      0.031367      0.010207      0.036489      0.023404      0.036696      0.023857      0.047201
  2            9349          9988          2285          6462          1644          9997      0.435507      0.447101      0.728623      0.626812      0.179948      0.183787      0.294607      0.253940      0.027751      0.028549      0.028403      0.026327      0.101579      0.101616      0.079949      0.094767      0.339130      0.576087      0.563043      0.568841      0.572826      0.639493      0.054205      0.134321      0.087699      0.132245      0.083524      0.142062      0.005365      0.026531      0.010922      0.025191      0.009742      0.026807      0.035861      0.056940      0.038321      0.057019      0.035679      0.055589      0.167754      0.351812      0.311594      0.365580      0.328986      0.527174      0.015171      0.043113      0.019996      0.045219      0.021609      0.065556      0.001986      0.011673      0.003415      0.011431      0.003769      0.017503      0.012631      0.027961      0.013773      0.028688      0.014500      0.031139
  2            8991          9977          1341          3560          1237          9998      0.374275      0.391667      0.756884      0.620652      0.180408      0.188209      0.318098      0.279112      0.027881      0.027827      0.026228      0.025879      0.112885      0.114494      0.077335      0.105881      0.338043      0.553986      0.539130      0.564493      0.553623      0.619565      0.046641      0.136154      0.108150      0.137617      0.093981      0.183948      0.003662      0.028702      0.016498      0.027777      0.012322      0.034201      0.030891      0.060726      0.049843      0.059933      0.041951      0.072446      0.123551      0.319928      0.274275      0.337681      0.294203      0.538768      0.012055      0.046793      0.028629      0.049585      0.025037      0.090740      0.001174      0.012383      0.005164      0.013610      0.004240      0.024909      0.010565      0.031822      0.020777      0.032841      0.017680      0.041918
  2            7313          9618           546          1281           616          9993      0.294928      0.280435      0.744928      0.622101      0.195367      0.190721      0.333761      0.302940      0.029235      0.028521      0.024169      0.023873      0.137748      0.137236      0.085133      0.114481      0.321739      0.502174      0.517029      0.500725      0.518116      0.615580      0.034000      0.151884      0.103708      0.145631      0.096971      0.235807      0.001733      0.030935      0.014738      0.029482      0.013794      0.045180      0.023110      0.075612      0.050088      0.072710      0.046729      0.092956      0.059420      0.264493      0.242754      0.252174      0.230797      0.549275      0.008920      0.060317      0.029866      0.058207      0.028682      0.130863      0.000579      0.016072      0.005135      0.016045      0.004954      0.039245      0.008393      0.044364      0.022616      0.043529      0.022062      0.059125
  2            8910          9976          1434          2813          1228          9995      0.390942      0.389855      0.734783      0.647101      0.185729      0.188364      0.305979      0.276717      0.027607      0.028080      0.024925      0.025957      0.113120      0.114929      0.081151      0.097653      0.327174      0.549275      0.538768      0.548188      0.546377      0.631884      0.048527      0.138529      0.107394      0.137695      0.101681      0.191278      0.004042      0.028171      0.017209      0.027984      0.013167      0.038970      0.032703      0.062439      0.049534      0.062212      0.046125      0.073462      0.130435      0.323188      0.293478      0.324275      0.300362      0.544565      0.013565      0.048263      0.030757      0.048870      0.029634      0.096466      0.001520      0.012944      0.006678      0.013756      0.005471      0.029849      0.011795      0.032665      0.021742      0.033040      0.020733      0.044004
  2            8883          9966          1287          2431          1131          9995      0.373188      0.368478      0.739855      0.664855      0.188525      0.189259      0.323818      0.288561      0.028608      0.029151      0.025371      0.026418      0.118170      0.119521      0.084240      0.096710      0.320290      0.548551      0.553623      0.559783      0.553623      0.663406      0.043849      0.137180      0.108316      0.132912      0.102319      0.207603      0.003430      0.029294      0.017032      0.025931      0.015024      0.042504      0.029804      0.061930      0.048350      0.058510      0.045673      0.074391      0.105797      0.320652      0.299275      0.315580      0.293116      0.573188      0.012116      0.050402      0.032607      0.047506      0.030421      0.108308      0.001229      0.013573      0.006332      0.012011      0.005521      0.033087      0.010843      0.034241      0.022861      0.032548      0.021515      0.046384
  2            8120          9952          1146          3358          1123          9996      0.399638      0.386957      0.774275      0.636232      0.177984      0.177355      0.300489      0.266861      0.027288      0.026635      0.025363      0.026892      0.106855      0.108727      0.067828      0.097075      0.335507      0.567754      0.561594      0.557609      0.551812      0.640580      0.041167      0.139220      0.102832      0.133909      0.090671      0.181688      0.002847      0.029815      0.015482      0.028680      0.012081      0.037508      0.027430      0.060177      0.045082      0.059240      0.040638      0.069055      0.126812      0.345652      0.296014      0.332971      0.285507      0.555435      0.009750      0.049117      0.024481      0.047771      0.021996      0.089452      0.000856      0.014550      0.004053      0.014949      0.003304      0.027695      0.008517      0.032175      0.017243      0.031882      0.015740      0.039800
  2            9337          9995          2067          3540          1467          9998      0.410870      0.422101      0.728985      0.661232      0.181200      0.183731      0.300831      0.275085      0.028611      0.028082      0.026933      0.027005      0.106751      0.106178      0.081529      0.093190      0.337319      0.568478      0.571014      0.560507      0.560870      0.652899      0.045094      0.124459      0.105001      0.125972      0.101140      0.161969      0.003446      0.024002      0.015047      0.023823      0.014772      0.029580      0.029932      0.053707      0.045044      0.055364      0.044413      0.059506      0.143116      0.334783      0.317029      0.341667      0.327899      0.555797      0.011496      0.038338      0.027655      0.041406      0.028743      0.073291      0.001083      0.009202      0.004725      0.010107      0.005222      0.019148      0.009851      0.025531      0.018908      0.027259      0.019328      0.032582
  2            9290          9979          1771          3434          1350          9996      0.384420      0.402536      0.722101      0.650000      0.183455      0.190633      0.310998      0.280670      0.028622      0.029134      0.026736      0.026280      0.112931      0.113896      0.086426      0.098234      0.328986      0.562319      0.557246      0.556159      0.562681      0.635870      0.047225      0.137247      0.101229      0.129392      0.099944      0.174637      0.003795      0.027062      0.014662      0.024213      0.013869      0.032258      0.031723      0.060070      0.044819      0.057430      0.043707      0.066944      0.124638      0.318116      0.295652      0.336594      0.313043      0.547101      0.012997      0.044503      0.026701      0.045512      0.028283      0.084486      0.001463      0.011088      0.004578      0.010947      0.005001      0.022223      0.011382      0.030346      0.018807      0.030193      0.019429      0.038386
