scenario      C1             C2             C3             C4             t2             CA2      
   1           5338           9509            929         38.535            289           9999
   1           7998           9971           2212         70.918            653          10000
   1           7031           9903           2070         72.006            581           9999
   1           6894           9924           1939         91.573            538           9999
   1           5707           9684           1393         45.983            420           9999
   1           7203           9878           1755         39.069            502           9999
   1           6131           9769           1888         46.696            442           9999
   1           7926           9968           2201            180            644          10000
   1           6778           9647           1642         63.879            431           9999
   1           6449           9764           1512         48.301            387           9999
   1           7452           9880           2424         52.960            490           9999
   1           6996           9986           2450         81.225            571           9999
   1           7340           9975           3268         79.906            592           9999
   1           6404           9807           1100         39.036            441           9999
   1           8647           9987           2164            124            667          10000
   1           7901           9939           2155            106            611           9999
   1           7975           9868           2205         65.747            821           9996
   1           6043           9865           1536         51.872            445           9999
   1           6322           9820           2039         57.350            521           9999
   1           6531           9846           1936         55.856            471           9999
   1           7304           9918           1396         89.318            517           9999
   1           6498           9866           2032         52.249            495           9999
   1           6940           9930           1658         69.532            594           9999
   1           7030           9893           1453         54.220            519           9999
   1           7987           9988           3480            112            717           9999
   1           7867           9969           2462         90.560            692          10000
   1           7617           9979           2083            131            641           9999
   1           6519           9867           1631         63.130            511          10000
   1           7150           9926           1625         73.273            491           9999
   1           7107           9884           1836         49.804            487           9999
   1           6680           9836           1553         59.430            501           9999
   1           6355           9776           1454         62.119            463           9999
   1           4497           9711           1352         42.657            365           9999
   1           7540           9944           2116         95.989            764           9999
   1           6582           9818           1591         53.787            489           9999
   1           5887           9732           1604         52.955            418           9999
   1           6720           9919           2121         54.404            521           9999
   1           6263           9727           1300         38.536            373           9988
   1           6788           9795           1838         52.319            456           9999
   1           7644           9934           2285         89.517            726           9999
   1           6210           9848           1660         49.998            447           9995
   1           7009           9892           1761         58.383            472          10000
   1           7186           9966           2002            111            533           9999
   1           7078           9920           2252         67.186            566           9999
   1           7579           9983           3034         87.633            679           9999
   1           5976           9823           1988         49.553            464           9999
   1           7201           9950           2445            162            606           9998
   1           6654           9859           2215         79.702            559           9999
   1           7209           9904           2407           1072            582          10000
   1           7496           9944           2289            153            656          10000
   1           7095           9845           2257           4139            566           9999
   1           6006           9662           1155         38.346            354           9999
   1           2623           9107            615         22.305            204           9998
   1           6832           9891           1782         75.275            624           9995
   1           7386           9999           1962         69.850            603          10000
   1           7719           9968           1922         76.459            574          10000
   1           7123           9887           1440         65.112            574           9999
   1           7074           9918           2231         67.383            581           9998
   1           6849           9913           1709         45.109            484           9999
   1           7685           9927           2505           9561            664           9999
   1           5979           9770           1431         63.564            448           9999
   1           6300           9804           1364         60.377            439           9999
   1           4941           9569           1207         44.308            380           9999
   1           7547           9907           1583         63.747            611           9997
   1           7475           9891           2063         50.512            536           9999
   1           7679           9998           2265         92.946            606           9999
   1           5430           9649           1535         39.110            378           9999
   1           7444           9942           1859         78.986            593           9999
   1           7916           9966           2731            100            654           9999
   1           6386           9830           1941         62.847            509           9999
   1           6824           9815           1516         64.220            515           9999
   1           5529           9722           1240         37.869            343           9999
   1           7711           9954           4349            122            640          10000
   1           9391           9951           2458            171            703           9999
   1           7737           9957           2557         49.802            695          10000
   1           7593           9951           1915         90.319            675           9996
   1           7048           9874           2058            262            595           9999
   1           7340           9957           2346            202            632          10000
   1           8663           9963           2148            150            667          10000
   1           6454           9904           1438         86.469            473           9999
   1           7064           9917           2063         76.883            499           9999
   1           6413           9726           1355         41.989            492           9999
   1           7779           9977           2712         85.751            714          10000
   1           7304           9951           2196         91.983            625           9999
   1           8171           9962           2445            300            716           9999
   1           6226           9876           1791         41.203            461           9999
   1           5240           9684           1358         45.986            344           9999
   1           4808           9288           1041         29.592            271           9998
   1           5808           9749           1237         31.707            412           9998
   1           8191           9966           2065            473            669          10000
   1           7307           9941           2120         77.354            554           9999
   1           6430           9834           1885         80.834            506           9999
   1           6170           9775           1537         45.426            512           9999
   1           7320           9923           2406            136            623           9999
   1           6323           9927           1834         76.925            541           9999
   1           6005           9679           1381         28.900            376           9998
   1           8140           9994           2632         81.756            707          10000
   1           6527           9885           1948         44.455            539           9999
   1           7966           9993           2441         89.269            705          10000
   1           7401           9933           2027            350            631           9999
   1           5258           9698           1430         37.537            414           9999
   1           6586           9886           1134         80.133            524           9999
   1           7152           9870           2115         54.024            579           9999
   1           6536           9618           1867         60.916            431           9999
   1           7385           9954           2034            104            589          10000
   1           8104           9932           2316            118            651           9999
   1           7112           9947           2831            125            605           9999
   1           7334           9944           2134            269            604           9999
   1           6433           9797           1392         42.341            456           9999
   1           6819           9953           2990         61.003            582           9999
   1           6990           9926           1915         97.090            594          10000
   1           7130           9980           1714         80.237            581           9999
   1           5714           9728           1412         28.913            429           9998
   1           7839           9931           2427            555            662           9999
   1           7998           9999           2084            105            899          10000
   1           8532           9964           2174         71.968            693           9999
   1           6357           9835           1762         45.346            444           9998
   1           7913           9966           2246         64.106            626           9999
   1           7772           9988           2365            105            700           9999
   1           7541           9961           2261         91.467            623           9998
   1           6647           9918           1924         71.122            501           9995
   1           6643           9913           2014         64.309            576           9999
   1           6420           9835           1594         51.593            437           9999
   1           6434           9767           1566         62.556            504           9999
   1           6275           9796            974         59.807            486           9999
   1           7120           9910           1923         96.015            546           9999
   1           8604           9965           4032            241            758           9999
   1           7697           9974           2177            112            594          10000
   1           6763           9853           1528         66.240            464           9999
   1           7282           9901           1808            109            534           9999
   1           7450           9993           3711            339            728          10000
   1           5939           9721           1822         75.946            454          10000
   1           6124           9821           1870         53.070            533           9997
   1           7828           9935           2248            175            628           9999
   1           6784           9766           1872         62.041            475           9999
   1           7044           9857           1710         70.725            497           9999
   1           6386           9774           1774         49.259            435           9997
   1           6958           9932           1381         59.119            533          10000
   1           7424           9982           2148         66.245            617           9999
   1           4944           9563           1123         33.298            345           9999
   1           6544           9917           1843         59.491            580           9999
   1           6968           9858           1514         81.894            502           9873
   1           6883           9884           2251         84.779            590           9999
   1           6183           9661           1738         35.716            390           9999
   1           6568           9827           1658         47.527            470          10000
   1           8698           9991           2117            153            671           9999
   1           6458           9936           1944         63.704            507           9999
   1           4549           9654           1183         44.545            342           9999
   1           8119           9980           2829            102            683          10000
   1           8301           9966           2449         97.666            636           9999
   1           6003           9861           1569         52.895            483           9999
   1           8606           9979           2555            123            652           9999
   1           7234           9911           1807            132            605           9999
   1           7237           9910           2084            168            624           9999
   1           5290           9690           1156         34.158            331           9999
   1           6606           9825           1752         66.313            565           9999
   1           4941           9675           1509         59.157            380           9999
   1           7973           9980           2483         82.722            675          10000
   1           8106           9989           2963            112            695           9999
   1           6675           9868           1771         90.929            526           9999
   1           7378           9964           2246         64.684            578           9999
   1           5457           9503           1489         49.437            367           9999
   1           9903           9931           2691         80.374            624           9999
   1           3992           9105            880         15.631            217           9998
   1           6546           9836           1612         54.333            447           9999
   1           7701           9990           1900         81.963            684           9999
   1           9684           9996           3483            122           1039           9999
   1           7893           9933           1987            119            642           9999
   1           6594           9887           1850         56.392            468          10000
   1           6318           9719           1484         54.927            411           9999
   1           7541           9954           2234         52.267            573           9999
   1           7292           9906           1971            104            543           9999
   1           8057           9962           1862            171            663           9999
   1           6727           9836           1718         28.831            415           9999
   1           6410           9917           1856         67.200            459           9999
   1           7124           9936           2454         64.319            524           9999
   1           6368           9743           1802         50.668            405           9999
   1           6950           9933           2242         65.691            594          10000
   1           4201           9281            500         26.204            222           9999
   1           7298           9913           2325            124            616           9999
   1           6306           9703           1178         46.972            453           9998
   1           7085           9927           1349         96.508            606           9999
   1           7825           9969           6524           1119            806          10000
   1           6931           9822           2097         69.933            499           9991
   1           8237           9991           1904         85.064            559          10000
   1           7759           9955           2996         68.111            659           9999
   1           8043           9991           2997            779            671           9999
   1           8329           9986           2579            157            733           9999
   1           6566           9754           1067         48.917            445           9999
   1           7281           9955           1752         90.229            603          10000
   1           7796           9990           2256            184            898           9998
   1           6612           9854           1807         32.556            427           9999
   1           5819           9817           1143         61.396            485           9999
   1           7719           9973           2118         69.924            578           9999
   1           7431           9932           1915         61.640            593           9999
   1           6943           9962           1909         65.507            516           9999
   1           6891           9901           1795         51.231            530           9999
   1           6829           9815           1936         50.603            443          10000
   1           6457           9829           1561            137            437           9999
   1           6609           9835           1646         53.108            493           9999
   1           4900           9305            847         23.587            261           9999
   1           3580           9487            820         30.338            241           9999
   1           6344           9830           1828         54.167            484           9999
   1           7612           9966           2381            190            652           9999
   1           7661           9939           2589         84.522            675           9999
   1           7251           9999           2284         74.160            598           9999
   1           7572           9976           3029            150            663           9999
   1           7639           9984           2019            103            648           9999
   1           5574           9501            742         19.834            224           9999
   1           6990           9984           2369         86.611            602           9999
   1           7958           9922           2009            134            706           9999
   1           7106           9922           1631         74.853            617           9999
   1           4723           9770           1240         26.291            372          10000
   1           6875           9890           1354         64.822            559           9999
   1           7791           9946           2068            120            589           9999
   1           7134           9914           1929         84.904            615           9999
   1           4811           9683           1217         19.122            290           9999
   1           7701           9970           2334            104            600           9999
   1           7607           9975           3152            274            652           9999
   1           7836           9985           2867         93.352            689           9999
   1           6790           9696           1413         46.013            398           9999
   1           5582           9015           1010         48.338            283           9999
   1           3982           9707            757         37.416            312           9999
   1           5004           9694           1582         35.268            359           9999
   1           7271           9915           2495         72.570            599           9999
   1           6892           9902           2275            120            552           9999
   1           7885           9939           2157            458            679           9999
   1           6830           9922           1751         54.325            550           9999
   1           5491           9376           1403         33.118            320           9999
   1           8446           9952           2622            165            711           9999
   1           7137           9790           1207         66.926            473           9999
   1           4612           9614            900         33.964            276           9998
   1           6448           9786           1522         54.445            485           9999
   1           5710           9741           1577         31.339            395          10000
   1           6673           9809           1865         44.402            498           9999
   1           6967           9890           1697         55.312            550           9996
   1           5627           9760           1716         33.290            419           9999
   1           6163           9860           1566         51.440            424           9998
   1           6857           9815           2008         81.893            463           9999
   1           5296           9652            875         24.030            333           9999
   1           7050           9916           1703         51.378            536           9999
   1           7524           9964           1873         86.966            625           9999
   1           5507           9156            600         45.659            250           9998
   1           7580           9884           2582            108            641          10000
   1           7452           9943           2587         83.246            603          10000
   1           8108           9954           1890            225            567           9999
   1           6666           9798           2069         72.205            562           9999
   1           6757           9930           1753         56.403            566           9993
   1           6971           9996           2060         94.234            671           9999
   1           6285           9696           1213         54.222            416           9999
   1           7776           9968           2521            135            653           9999
   1           7091           9904           2160         79.759            520           9999
   1           5466           9741           1050         49.406            385           9998
   1           7984           9986           1876         93.502            683          10000
   1           4663           9672           1039         40.375            308           9999
   1           7504           9920           2388         84.625            549           9999
   1           7238           9969           2198         99.239            567           9997
   1           9299           9973           2574            101            606           9999
   1           5768           9714           1406         37.250            467           9998
   1           7107           9908           2036         62.239            516           9999
   1           7528           9991           2483            139            657          10000
   1           6625           9843            996         40.996            467           9999
   1           7415           9959           2317            660            622           9999
   1           6003           9886           1331         57.546            465           9999
   1           7227           9946           2004            104            548          10000
   1           7309           9865           1640         44.686            469           9998
   1           8127           9986           2453            725            670           9999
   1           6845           9879           1767         70.094            471           9999
   1           6068           9819           1893         41.741            531           9997
   1           7611           9983           1986            103            616           9999
   1           7143           9946           2103         66.942            574           9999
   1           5746           9757           1680         49.018            451           9999
   1           7473           9932           1674            137            549           9999
   1           5436           9740           1517         62.013            402           9999
   1           7485           9933           1869         74.603            585           9999
   1           5814           9645            883         40.543            368           9998
   1           7937           9928           2090            112            617           9999
   1           8763           9953           2230            108            634          10000
   1           5810           9815           1262         63.260            455           9996
   1           6654           9854           1598         45.558            482           9999
   1           6890           9894           1743         67.726            548           9999
   1           8159           9980           1981         66.356            656          10000
   1           7126           9952           2408         58.685            609          10000
   1           8344           9900           2156            116            565           9999
   1           7058           9890           2173         90.181            601           9999
   1           7095           9943           2172            107            599           9999
   1           7678           9928           1774         98.959            602           9999
   1           5500           9820           1557         39.413            442           9999
   1           9059           9980           2254            147            703           9999
   1           7176           9933           1810         95.546            632           9999
   1           6268           9870           1718         42.466            490           9999
   1           7784           9909           2022         58.632            537           9999
   1           7349           9798           2124         74.852            496          10000
   1           7198           9911           2479         89.262            623           9999
   1           9667           9980           3007           1541            820           9999
   1           7090           9946           1909         49.087            543           9999
   1           6852           9795           1385         44.931            437           9999
   1           7252           9892           1391         98.026            532           9999
   1           8769           9979           5334            547            795           9999
   1           8140           9912           2368         80.857            605           9987
   1           5822           9829           1321         37.653            475           9999
   1           7010           9831           2007         70.106            516           9999
   1           6889           9909           1912         64.858            558           9999
   1           4717           9615           1527         67.035            398           9999
   1           7353           9866           2070         90.056            614           9999
   1           8294           9892           2512            262            644           9999
   1           6350           9876           1610         61.292            468           9999
   1           6764           9893           1972         33.294            529           9999
   1           9531           9969           2231            161            842           9999
   1           6567           9947           1825            276            537           9999
   1           7801           9925           2490            166            650           9999
   1           8548           9937           2848         98.814            667           9999
   1           6040           9726           1074         42.525            353           9999
   1           7628           9986           2523         93.454            631           9999
   1           7156           9949           1749         72.321            437           9999
   1           3948           9766           1001         39.626            392           9999
   1           6024           9759           1364         33.791            420           9995
   1           8771           9977           5139            111            715          10000
   1           6248           9850           1855         89.418            447           9999
   1           8209           9969           2410         96.858            770           9999
   1           6194           9763           1800         55.477            397           9999
   1           7586           9926           2226         78.776            652           9999
   1           7727           9930           3578            101            592           9999
   1           7335           9933           1817            185            607           9999
   1           6801           9879           2036            572            567           9999
   1           7766           9911           2202         82.548            574           9999
   1           7007           9854           2118         48.813            496           9999
   1           6639           9831           1465         40.737            419           9991
   1           7130           9972           1662         76.012            613           9999
   1           6693           9739           1191         44.515            431           9999
   1           7900           9949           2383            103            663          10000
   1           6750           9820           1679         58.138            471           9999
   1           7451           9912           2046            123            717           9999
   1           7533           9923           1960         88.756            592           9999
   1           5308           9792           1289         49.166            476           9999
   1           7740           9956           1907            111            715           9999
   1           5898           9784           1396         61.759            469           9999
   1           8077           9989           2348            135            687          10000
   1           6300           9837           2256         54.235            552           9999
   1           8863           9962           5798            150            794           9999
   1           7885           9958           2613         66.503            646           9999
   1           6978           9946           1817            947            602           9999
   1           7612           9981           2267         63.076            540           9999
   1           6803           9858           1542         49.562            431          10000
   1           7632           9911           2480         61.832            627           9999
   1           7546           9978           4404            141            666          10000
   1           7407           9966           2402         68.199            629           9999
   1           6825           9911           2133         65.134            507           9999
   1           6532           9948           2005         93.102            517           9999
   1           7919           9966           2208            103            664           9999
   1           6293           9916           1661         52.559            664           9999
   1           8227           9938           1867         79.320            567           9999
   1           6353           9771           1271         45.984            367           9998
