scenario      C1            C2            C3            C4            t2           CA2         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  1            3892          9618          1050            23           305          9999      0.284420      0.201449      0.532609      0.998551      0.205103      0.185918      0.284685      0.299616      0.027766      0.027138      0.024990      0.010720      0.146768      0.148465      0.133059      0.000434      0.341667      0.496377      0.448188      0.519928      0.426087      0.544203      0.029129      0.091680      0.211189      0.079595      0.203167      0.308776      0.001299      0.011610      0.064548      0.009117      0.063554      0.087919      0.019240      0.046172      0.116537      0.038211      0.116600      0.146445      0.046377      0.214130      0.277899      0.148913      0.195290      0.512319      0.006951      0.025344      0.122643      0.020342      0.107921      0.200084      0.000403      0.003369      0.060368      0.002676      0.054327      0.092022      0.006631      0.019917      0.088561      0.017328      0.086845      0.097577
  1            7381          9964          2264            99           592         10000      0.310145      0.280797      0.571739      0.973188      0.194749      0.192117      0.291413      0.325638      0.028809      0.028506      0.026363      0.023472      0.134349      0.138171      0.124801      0.008731      0.330435      0.549275      0.509783      0.534783      0.490580      0.584783      0.032910      0.087076      0.209532      0.077617      0.206321      0.302722      0.001819      0.010913      0.060510      0.008641      0.058995      0.079268      0.022071      0.039247      0.102716      0.036109      0.105104      0.130631      0.063768      0.232609      0.301449      0.211957      0.270290      0.549275      0.008072      0.021228      0.110758      0.019891      0.105135      0.190182      0.000492      0.002883      0.052104      0.002606      0.049156      0.079296      0.007557      0.016314      0.077410      0.015675      0.076718      0.085720
  1            2482          9891          1801            49           349         10000      0.361594      0.193478      0.496377      0.987681      0.220430      0.182607      0.267152      0.353026      0.028243      0.027294      0.025585      0.021688      0.140723      0.147276      0.134544      0.004349      0.288043      0.505435      0.492029      0.528986      0.439493      0.524638      0.038052      0.091732      0.223316      0.067917      0.201110      0.279268      0.002654      0.010290      0.065633      0.006514      0.061180      0.082426      0.027146      0.045368      0.113438      0.031990      0.112724      0.139229      0.062681      0.258696      0.352899      0.130072      0.186594      0.480435      0.010234      0.024140      0.132177      0.015773      0.101184      0.175022      0.000895      0.003058      0.063518      0.001712      0.050730      0.081824      0.009600      0.017904      0.085532      0.013727      0.082304      0.090935
  1            6448          9910          1314            55           487          9999      0.273913      0.255797      0.590942      0.992391      0.189137      0.189630      0.295678      0.308215      0.027424      0.027520      0.024493      0.022088      0.137330      0.141123      0.120949      0.002345      0.336232      0.509783      0.480072      0.529710      0.463406      0.596739      0.031256      0.093007      0.204629      0.088247      0.201030      0.329711      0.001589      0.012676      0.062700      0.011469      0.060088      0.088673      0.020758      0.045594      0.106392      0.041501      0.107871      0.136782      0.046739      0.218478      0.266304      0.204348      0.249638      0.569928      0.007379      0.026227      0.108926      0.024548      0.105516      0.214777      0.000440      0.004119      0.054664      0.003668      0.051464      0.094991      0.007034      0.020506      0.079918      0.019532      0.079175      0.092370
  1            7443          9922          1994           229           634         10000      0.318841      0.282971      0.582971      0.886594      0.195966      0.190365      0.288174      0.339573      0.028426      0.028465      0.025363      0.023179      0.133484      0.136497      0.120177      0.038510      0.332246      0.530072      0.505797      0.535145      0.484783      0.590580      0.032277      0.093404      0.189903      0.080641      0.182961      0.272804      0.001738      0.012010      0.051109      0.009296      0.048563      0.067349      0.021635      0.043893      0.093851      0.037486      0.094265      0.115645      0.071739      0.244928      0.299638      0.215580      0.263768      0.543478      0.008210      0.024893      0.095602      0.020638      0.088474      0.166738      0.000545      0.003817      0.039940      0.002789      0.036542      0.064446      0.007621      0.018805      0.066956      0.016188      0.065138      0.076119
  1            6226          9803          1032            28           408         10000      0.286957      0.241667      0.602899      0.997464      0.195495      0.188823      0.303661      0.209237      0.028424      0.028476      0.024968      0.036837      0.139396      0.143190      0.120584      0.000531      0.339130      0.514855      0.482971      0.504348      0.458696      0.608696      0.027469      0.099812      0.214879      0.090777      0.210952      0.349251      0.001253      0.013571      0.064611      0.011640      0.064546      0.091114      0.018154      0.048423      0.111099      0.044994      0.114189      0.140586      0.048913      0.229348      0.281159      0.192029      0.237681      0.582609      0.006717      0.027698      0.119332      0.026530      0.112301      0.231735      0.000364      0.004163      0.058238      0.004047      0.055323      0.099067      0.006388      0.021345      0.085780      0.021445      0.085609      0.096724
  1            5804          9783           837            86           466          9999      0.286232      0.232971      0.653261      0.968841      0.197346      0.185481      0.313846      0.312660      0.027988      0.027395      0.024746      0.022786      0.140860      0.142270      0.108823      0.009742      0.326812      0.514855      0.478986      0.502174      0.460507      0.644928      0.031387      0.113644      0.206550      0.103568      0.203262      0.364321      0.001689      0.017757      0.061082      0.016270      0.061463      0.094583      0.021152      0.055134      0.107615      0.051559      0.109658      0.133320      0.042754      0.242391      0.276087      0.191304      0.226087      0.621739      0.008001      0.037102      0.112392      0.033350      0.105265      0.251193      0.000539      0.007349      0.054034      0.006769      0.051447      0.105379      0.007664      0.028122      0.081362      0.026982      0.081466      0.095016
  1            6361          9844          1435            25           494          9999      0.282246      0.271377      0.601449      0.998188      0.186167      0.182300      0.289869      0.226103      0.027598      0.027587      0.025902      0.032559      0.133622      0.132828      0.115527      0.000410      0.333696      0.527536      0.493478      0.541304      0.488768      0.613406      0.030399      0.092896      0.211032      0.084365      0.210588      0.321094      0.001460      0.012049      0.066705      0.010301      0.067138      0.088783      0.020321      0.043890      0.106892      0.038698      0.107659      0.128903      0.050725      0.217754      0.273913      0.219565      0.264855      0.582609      0.006905      0.023857      0.113069      0.022470      0.110602      0.207902      0.000370      0.003439      0.058092      0.003046      0.056771      0.092547      0.006558      0.018662      0.082098      0.017544      0.081308      0.086776
  1            7537          9896          1688            67           581          9999      0.296739      0.277536      0.593841      0.989130      0.190461      0.185620      0.289636      0.269962      0.027378      0.027416      0.024666      0.026021      0.133944      0.134103      0.117638      0.002934      0.332609      0.517754      0.492754      0.521739      0.480797      0.607246      0.031906      0.091151      0.193831      0.086035      0.190286      0.299799      0.001606      0.011701      0.057058      0.012116      0.056257      0.080194      0.021317      0.043957      0.098320      0.041147      0.098797      0.122309      0.062319      0.228986      0.287319      0.215217      0.269565      0.575000      0.007646      0.025091      0.101005      0.023004      0.097334      0.185793      0.000445      0.004102      0.049290      0.003640      0.046705      0.082059      0.007181      0.019355      0.071984      0.018062      0.071096      0.078962
  1            7357          9829           951            23           465          9999      0.270290      0.253261      0.626087      0.998551      0.191542      0.189379      0.304159      0.177022      0.029145      0.028498      0.024986      0.049167      0.139770      0.141417      0.113729      0.000257      0.363406      0.523188      0.483696      0.511232      0.465942      0.622826      0.028528      0.106186      0.217684      0.097600      0.212601      0.358848      0.001365      0.015892      0.066965      0.013751      0.065742      0.097741      0.018202      0.050631      0.112391      0.047704      0.113541      0.139899      0.044565      0.222464      0.260870      0.208696      0.245652      0.600362      0.006699      0.032323      0.116836      0.030867      0.113340      0.247499      0.000365      0.005788      0.058297      0.005357      0.056032      0.107385      0.006403      0.025132      0.086357      0.024425      0.085498      0.098910
