scenario      C1            C2            C3            C4            t2           CA2            t1           CA1         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  2             563          3181           450           434          4138            82            70         10000      0.533696      0.256522      0.669203      0.936232      0.125472      0.083516      0.178751      0.246321      0.012276      0.007555      0.015707      0.026371      0.058508      0.062092      0.059130      0.015707      0.320652      0.588043      0.597826      0.611957      0.541304      0.652536      0.026575      0.079893      0.135581      0.055142      0.110236      0.154541      0.000982      0.007812      0.056785      0.005074      0.049908      0.053048      0.018092      0.032912      0.054527      0.021397      0.050565      0.058009      0.135507      0.400000      0.454710      0.185507      0.177536      0.590217      0.002481      0.008088      0.053094      0.004409      0.033469      0.074936      0.000079      0.000581      0.035983      0.000290      0.024140      0.046818      0.002145      0.004853      0.028952      0.003591      0.027527      0.030708
  2             931          6432           940           679          4641            39            89         10000      0.503623      0.286957      0.629348      0.917391      0.118967      0.085004      0.156092      0.216170      0.012190      0.007957      0.012970      0.024048      0.059052      0.060612      0.057856      0.017857      0.371015      0.606159      0.579348      0.656884      0.548913      0.620290      0.022921      0.065776      0.129527      0.048308      0.112026      0.129258      0.000902      0.005210      0.051209      0.003330      0.047216      0.044995      0.014459      0.025905      0.054486      0.016575      0.050534      0.053623      0.154348      0.372464      0.408333      0.215217      0.191667      0.533696      0.002209      0.005197      0.045803      0.003143      0.031746      0.057892      0.000081      0.000172      0.030578      0.000112      0.022625      0.037902      0.001868      0.003263      0.027100      0.002468      0.025662      0.026995
  2             576          4739           920           385          4237            59            89         10000      0.571377      0.266304      0.610870      0.944203      0.137304      0.084117      0.153348      0.256547      0.012930      0.007644      0.011897      0.029627      0.058852      0.061716      0.059672      0.014315      0.315580      0.568478      0.612319      0.619203      0.549638      0.611232      0.028819      0.073774      0.154133      0.047389      0.123079      0.144668      0.001394      0.005777      0.068508      0.003262      0.060857      0.058342      0.019777      0.031835      0.059755      0.018046      0.055430      0.060488      0.155435      0.395652      0.494565      0.176812      0.189855      0.534058      0.003043      0.006444      0.068622      0.002804      0.040940      0.074127      0.000122      0.000308      0.048581      0.000083      0.031347      0.052317      0.002570      0.003895      0.034684      0.002309      0.033167      0.034539
  2             477          3061           602           110          4166            50            73         10000      0.568116      0.247464      0.623913      0.984058      0.135359      0.083934      0.153751      0.212278      0.013030      0.007316      0.012263      0.028987      0.058459      0.063164      0.057824      0.003384      0.278261      0.564493      0.634783      0.599638      0.565942      0.652536      0.030481      0.077834      0.150714      0.048968      0.118229      0.153042      0.001473      0.006752      0.079294      0.003599      0.068520      0.073463      0.022066      0.033897      0.055043      0.019605      0.051318      0.059498      0.125725      0.390217      0.520652      0.156522      0.200000      0.576449      0.003348      0.007555      0.081973      0.003171      0.046080      0.090200      0.000209      0.000542      0.063819      0.000130      0.039228      0.070645      0.002927      0.004607      0.039293      0.002677      0.036864      0.038204
  2             654          5553           930           254          4215            62            97         10000      0.566667      0.232246      0.611957      0.965942      0.134082      0.084337      0.158615      0.230330      0.013926      0.008130      0.013236      0.021801      0.058102      0.064750      0.061550      0.007845      0.296014      0.589855      0.634420      0.627536      0.558696      0.627174      0.028089      0.078499      0.159302      0.046376      0.124980      0.149576      0.001325      0.006710      0.077561      0.003348      0.066392      0.066418      0.019815      0.032196      0.058238      0.017274      0.055154      0.062594      0.129710      0.396014      0.503623      0.153261      0.169565      0.549275      0.002960      0.007109      0.077865      0.003038      0.044236      0.084141      0.000114      0.000363      0.059086      0.000113      0.036386      0.063539      0.002578      0.004294      0.038650      0.002573      0.036735      0.037925
  2             880          4959           591           685          4401            82           162         10000      0.587681      0.296014      0.724638      0.908333      0.145629      0.088489      0.211720      0.248075      0.014706      0.008116      0.020565      0.027059      0.060046      0.062295      0.058300      0.022740      0.303623      0.605797      0.594565      0.605797      0.523188      0.676087      0.032284      0.101500      0.152047      0.069206      0.117439      0.181282      0.001543      0.013987      0.056408      0.009277      0.048965      0.054285      0.022517      0.040012      0.061645      0.027281      0.055996      0.063646      0.163043      0.469203      0.485507      0.226087      0.193841      0.622101      0.003869      0.015245      0.058454      0.007751      0.034827      0.088862      0.000203      0.001508      0.034199      0.000832      0.022584      0.046832      0.003238      0.008092      0.030074      0.005998      0.028076      0.033581
  2             880          3645           258           263          4104            73            82         10000      0.473913      0.268841      0.752174      0.964855      0.115338      0.084646      0.221687      0.244947      0.010799      0.007726      0.020170      0.027284      0.060678      0.061890      0.054940      0.008609      0.327174      0.597101      0.584420      0.621014      0.571377      0.724638      0.024932      0.083608      0.137924      0.069417      0.126545      0.228700      0.000920      0.012893      0.070205      0.009790      0.067332      0.086471      0.016802      0.033685      0.057318      0.026308      0.054240      0.066704      0.110145      0.393116      0.410870      0.213768      0.205797      0.689130      0.002142      0.011028      0.063679      0.007690      0.045481      0.135065      0.000046      0.001295      0.049480      0.001016      0.036953      0.087666      0.001906      0.006697      0.037515      0.006046      0.036121      0.041988
  2             604          5210           791           238          4991            82            57         10000      0.489493      0.232246      0.584420      0.969203      0.124806      0.086338      0.154676      0.260488      0.012778      0.008819      0.012871      0.028022      0.063715      0.066286      0.064280      0.008022      0.361232      0.607246      0.599638      0.665942      0.562681      0.619928      0.021713      0.059547      0.140219      0.040706      0.121921      0.142896      0.000824      0.003719      0.066877      0.002236      0.061775      0.060931      0.013917      0.023387      0.056138      0.013598      0.053318      0.061093      0.122101      0.350362      0.433333      0.159420      0.176449      0.528261      0.002383      0.004624      0.063254      0.002559      0.041922      0.075981      0.000085      0.000179      0.047158      0.000074      0.033066      0.055776      0.002093      0.003006      0.035844      0.002153      0.034525      0.035843
  2             221          2738           586           411          4196            64            78         10000      0.709420      0.239130      0.620290      0.935870      0.191152      0.083377      0.158084      0.245801      0.020256      0.007021      0.012541      0.025764      0.055545      0.063439      0.060026      0.015763      0.245652      0.563406      0.681522      0.571377      0.509420      0.609420      0.042881      0.107165      0.206348      0.049058      0.117071      0.145577      0.003679      0.010180      0.078876      0.003757      0.057702      0.058865      0.032394      0.046788      0.065717      0.021027      0.057433      0.062714      0.165942      0.478623      0.622101      0.149275      0.151812      0.532971      0.007610      0.015734      0.103346      0.003769      0.040063      0.076798      0.000819      0.002022      0.065937      0.000234      0.031098      0.054191      0.006347      0.008203      0.039054      0.003206      0.033981      0.035867
  2            1120          5427           598           459          4319            74            80         10000      0.471739      0.293116      0.669928      0.943116      0.104421      0.078385      0.164419      0.214419      0.010066      0.007139      0.014107      0.026268      0.055161      0.055409      0.054270      0.012197      0.377899      0.614493      0.598188      0.644928      0.584058      0.663043      0.020631      0.063393      0.128797      0.049679      0.116275      0.148693      0.000603      0.005606      0.061379      0.003667      0.058336      0.060103      0.012850      0.024438      0.051752      0.017640      0.048364      0.055652      0.136232      0.359058      0.395290      0.216667      0.216667      0.593478      0.001653      0.005436      0.051099      0.003665      0.037823      0.079264      0.000046      0.000367      0.037874      0.000191      0.029238      0.054682      0.001428      0.003484      0.030900      0.002872      0.029628      0.032223
  2            2398          7689          2041           832          4655            68           106         10000      0.440217      0.355797      0.611232      0.907609      0.095888      0.081998      0.141740      0.237605      0.009684      0.008062      0.011903      0.027659      0.053677      0.052823      0.055104      0.021953      0.456884      0.655072      0.591304      0.707246      0.592754      0.616667      0.016352      0.050635      0.139667      0.041202      0.132683      0.129896      0.000434      0.003140      0.059048      0.002042      0.057007      0.047765      0.008922      0.017465      0.057081      0.012062      0.054035      0.055488      0.176449      0.322826      0.335507      0.261232      0.251449      0.506884      0.001207      0.003037      0.043517      0.002024      0.037692      0.060272      0.000019      0.000104      0.029179      0.000048      0.025798      0.038537      0.000995      0.002056      0.028917      0.001497      0.028214      0.029721
  2             347          2994           286           228          3063            67            49         10000      0.569565      0.215942      0.694565      0.963406      0.121396      0.071817      0.171110      0.216659      0.010832      0.005893      0.014027      0.026925      0.052253      0.056309      0.052263      0.007928      0.274638      0.612319      0.639493      0.629710      0.586957      0.689855      0.025245      0.082402      0.134780      0.051815      0.108274      0.162657      0.001085      0.008643      0.066970      0.004557      0.059208      0.067467      0.018339      0.031946      0.048589      0.019187      0.044722      0.053924      0.109058      0.439130      0.510870      0.159058      0.157246      0.635507      0.002298      0.007251      0.063011      0.003382      0.034893      0.087893      0.000070      0.000332      0.048699      0.000137      0.028753      0.063711      0.002047      0.004067      0.030821      0.002846      0.029406      0.032036
  2             552          4113           443           279          4611            43            79         10000      0.553261      0.238043      0.660145      0.961594      0.136874      0.085690      0.177553      0.233441      0.012983      0.007985      0.014765      0.026256      0.061147      0.065292      0.060342      0.008965      0.296377      0.577174      0.605435      0.605072      0.541667      0.652174      0.028757      0.083329      0.154302      0.056404      0.125352      0.178048      0.001464      0.008631      0.075674      0.005356      0.067360      0.074815      0.020286      0.035234      0.060882      0.022275      0.057453      0.066252      0.132246      0.408696      0.486232      0.167029      0.171014      0.592754      0.003265      0.009494      0.078037      0.004724      0.046387      0.100386      0.000212      0.000762      0.058434      0.000304      0.037480      0.072235      0.002836      0.005614      0.040093      0.003935      0.038454      0.040882
  2             838          4773           306           536          4688            25            72         10000      0.462681      0.266667      0.721739      0.933696      0.113409      0.084121      0.201215      0.266096      0.010622      0.007610      0.017896      0.028820      0.060937      0.061689      0.055990      0.017643      0.353623      0.619565      0.572826      0.636957      0.540942      0.684058      0.022451      0.079463      0.138536      0.061250      0.121459      0.186765      0.000772      0.010257      0.061400      0.007196      0.056796      0.063075      0.014528      0.030231      0.059179      0.022236      0.055757      0.062932      0.122826      0.382246      0.378261      0.220290      0.182246      0.637319      0.002020      0.008581      0.052052      0.005561      0.038298      0.096627      0.000054      0.000636      0.035709      0.000347      0.027497      0.058468      0.001772      0.005301      0.032363      0.004336      0.031318      0.035045
  2             767          5545           659           503          4395            86            92         10000      0.528261      0.261232      0.664855      0.943841      0.130143      0.083440      0.172313      0.220134      0.013057      0.008015      0.015146      0.027992      0.061394      0.061643      0.057750      0.012363      0.327536      0.599638      0.601449      0.634420      0.565217      0.664493      0.025175      0.072366      0.126389      0.051253      0.104604      0.140903      0.001077      0.007078      0.050771      0.004620      0.046309      0.049261      0.016948      0.028973      0.050372      0.018737      0.045480      0.052430      0.137681      0.400725      0.457246      0.186232      0.190217      0.593841      0.002802      0.007250      0.049086      0.003786      0.030356      0.066407      0.000126      0.000523      0.032902      0.000192      0.022114      0.042871      0.002418      0.004345      0.026642      0.003081      0.024582      0.026972
  2            1487          5880           677           411          4476            73            86         10000      0.437681      0.287319      0.667391      0.955072      0.103554      0.080399      0.166291      0.262166      0.009802      0.007576      0.014638      0.028589      0.058231      0.057299      0.055310      0.011778      0.383333      0.630072      0.585507      0.665580      0.596739      0.670290      0.017773      0.058414      0.133795      0.050529      0.130231      0.162897      0.000423      0.004898      0.066773      0.003860      0.066932      0.066992      0.010966      0.021609      0.055457      0.016898      0.052517      0.059965      0.119565      0.342029      0.370290      0.217754      0.219928      0.600000      0.001355      0.005014      0.054714      0.003597      0.042915      0.089993      0.000025      0.000305      0.041121      0.000185      0.033391      0.062103      0.001193      0.003301      0.034454      0.002814      0.033477      0.035997
  2             585          2796           247           240          3883            48            75          9982      0.526449      0.251087      0.729710      0.965942      0.124734      0.083601      0.212638      0.218797      0.011270      0.007297      0.018977      0.023054      0.059068      0.062610      0.057474      0.007452      0.284420      0.597101      0.613406      0.578986      0.552174      0.706522      0.027142      0.094503      0.138447      0.069379      0.112883      0.205458      0.001081      0.012648      0.068618      0.009356      0.060913      0.078224      0.019452      0.038075      0.053523      0.029210      0.050552      0.063573      0.113043      0.421377      0.467391      0.184420      0.192029      0.670652      0.002545      0.012312      0.064901      0.007279      0.041311      0.117277      0.000081      0.001400      0.050429      0.000735      0.033939      0.077957      0.002259      0.007133      0.034567      0.005936      0.033378      0.038625
  2             232          1113           295           229          3717            33            46         10000      0.578986      0.264493      0.628623      0.964855      0.149429      0.092837      0.171041      0.245517      0.014012      0.008330      0.014613      0.025553      0.062912      0.068282      0.063521      0.008629      0.276449      0.570290      0.610870      0.550725      0.513768      0.621014      0.036417      0.088978      0.159372      0.053257      0.119276      0.164247      0.001881      0.008195      0.075557      0.004435      0.063104      0.070338      0.026389      0.038235      0.062017      0.023927      0.057996      0.066948      0.147826      0.405797      0.513406      0.164855      0.198913      0.563043      0.004446      0.009918      0.082387      0.004445      0.047310      0.093012      0.000257      0.000794      0.061470      0.000226      0.038502      0.067625      0.003788      0.005894      0.040089      0.003712      0.037899      0.040642
  2            1041          5098           638           276          4341            11            77          9999      0.456884      0.262319      0.652174      0.965580      0.110624      0.084011      0.161697      0.228419      0.009664      0.007749      0.013524      0.027512      0.060082      0.061973      0.056242      0.007862      0.354348      0.613768      0.576812      0.645652      0.569203      0.655435      0.019866      0.061221      0.128060      0.046152      0.122283      0.156828      0.000584      0.005261      0.066562      0.003472      0.065293      0.069868      0.012834      0.023645      0.054194      0.016354      0.052679      0.059549      0.116667      0.352536      0.394928      0.194565      0.200362      0.590217      0.001618      0.005004      0.058072      0.003166      0.043417      0.089585      0.000024      0.000242      0.046392      0.000154      0.035729      0.066594      0.001430      0.003246      0.035138      0.002550      0.034718      0.036710
  2             806          3313           976           355          3999            95            86         10000      0.522826      0.298913      0.595290      0.947464      0.113797      0.085001      0.147701      0.246734      0.010902      0.007508      0.011692      0.028649      0.054301      0.059593      0.059776      0.012962      0.352899      0.583696      0.616667      0.614855      0.556159      0.610145      0.025925      0.068560      0.141292      0.046010      0.117524      0.133848      0.001007      0.005234      0.067084      0.002789      0.058519      0.055679      0.016785      0.028542      0.054162      0.017721      0.052162      0.058389      0.159058      0.351087      0.449638      0.193478      0.225725      0.522101      0.002274      0.004968      0.059004      0.002785      0.040777      0.070239      0.000060      0.000181      0.043180      0.000083      0.031128      0.049867      0.001912      0.003224      0.032474      0.002246      0.031573      0.033567
  2             461          4727           572          1481          4306            97            98         10000      0.658333      0.309420      0.709058      0.834783      0.155942      0.083618      0.171141      0.209061      0.015771      0.007541      0.014903      0.026669      0.053280      0.057745      0.049792      0.034541      0.336957      0.638406      0.571014      0.642754      0.478986      0.630797      0.032986      0.091299      0.151089      0.050202      0.111036      0.135718      0.001907      0.008517      0.044781      0.004591      0.037388      0.035303      0.021907      0.033013      0.064815      0.017934      0.057851      0.053648      0.224275      0.519203      0.489130      0.248188      0.140217      0.539855      0.004300      0.012060      0.047063      0.004205      0.025151      0.051956      0.000230      0.001216      0.021687      0.000282      0.012887      0.024022      0.003335      0.005798      0.024043      0.003163      0.021625      0.023907
  2             662          5052           675           187          4500            88            82         10000      0.538406      0.237319      0.629348      0.976449      0.129171      0.086032      0.165415      0.248284      0.012852      0.008593      0.014656      0.024001      0.059625      0.065615      0.061311      0.005847      0.323551      0.581159      0.626087      0.613768      0.558333      0.643478      0.026451      0.074232      0.151914      0.045610      0.124427      0.167323      0.001138      0.006407      0.077207      0.003430      0.067998      0.074580      0.017931      0.031092      0.056802      0.017616      0.054955      0.064686      0.125725      0.387681      0.484420      0.155797      0.183333      0.575362      0.002620      0.007634      0.075176      0.003606      0.046437      0.096151      0.000096      0.000599      0.058284      0.000221      0.038091      0.070569      0.002292      0.004680      0.038759      0.003044      0.037924      0.040829
  2             273          2821           329           110          2950            58            51         10000      0.643116      0.205072      0.673188      0.985145      0.141544      0.069914      0.157240      0.258965      0.013192      0.005236      0.012197      0.025765      0.050515      0.055577      0.051388      0.003847      0.238043      0.592391      0.686594      0.621739      0.593478      0.684783      0.027501      0.087064      0.178804      0.053162      0.126266      0.179885      0.001315      0.008018      0.095320      0.004646      0.079084      0.088232      0.020974      0.035488      0.056038      0.020109      0.051330      0.060874      0.113406      0.466304      0.594565      0.130435      0.156522      0.624638      0.002751      0.008359      0.101669      0.003161      0.046688      0.110485      0.000103      0.000504      0.079618      0.000145      0.040780      0.085751      0.002439      0.004464      0.041220      0.002750      0.039381      0.041472
  2             711          4166           560           317          4411            31            86         10000      0.518116      0.259420      0.652174      0.956159      0.127542      0.085791      0.174539      0.221144      0.011983      0.008248      0.015615      0.027194      0.061460      0.063535      0.060709      0.009695      0.316667      0.580435      0.600000      0.613043      0.547101      0.653986      0.025416      0.074881      0.137049      0.051600      0.113451      0.157626      0.000999      0.006788      0.063639      0.004674      0.057280      0.062823      0.017377      0.031417      0.054820      0.019967      0.051382      0.060366      0.131159      0.385145      0.450362      0.182971      0.191667      0.584420      0.002491      0.007620      0.060436      0.004158      0.039487      0.083249      0.000075      0.000391      0.045271      0.000208      0.031310      0.058141      0.002164      0.004685      0.033218      0.003397      0.031918      0.034597
  2             971          6753           738          1082          4536           114            95         10000      0.550725      0.284783      0.668116      0.886957      0.127812      0.084701      0.175389      0.249110      0.013305      0.009138      0.015436      0.028157      0.057423      0.060579      0.058209      0.028160      0.370652      0.630797      0.571014      0.667029      0.540580      0.620652      0.021425      0.069054      0.143172      0.048696      0.125083      0.141639      0.000788      0.005658      0.049755      0.003769      0.045517      0.040064      0.013507      0.025495      0.061419      0.016214      0.057466      0.059016      0.178986      0.435870      0.430435      0.218841      0.164855      0.547826      0.002236      0.006940      0.045810      0.003706      0.030284      0.061420      0.000069      0.000454      0.024031      0.000282      0.016781      0.030941      0.001839      0.003915      0.026092      0.002895      0.025292      0.027772
  2             542          4350           233           394          4027            70            62         10000      0.516667      0.227899      0.723188      0.952899      0.122060      0.079031      0.209388      0.245393      0.010874      0.006639      0.019502      0.025906      0.058995      0.061020      0.057961      0.011558      0.295290      0.608696      0.591667      0.621377      0.558333      0.694203      0.024609      0.095511      0.134156      0.066747      0.115384      0.193583      0.001031      0.014383      0.062691      0.008671      0.058212      0.070711      0.017360      0.037374      0.054780      0.025272      0.050961      0.064037      0.110870      0.417754      0.447464      0.178261      0.158696      0.653623      0.002276      0.011857      0.058548      0.006679      0.036943      0.107757      0.000084      0.001145      0.043836      0.000665      0.029485      0.068767      0.002024      0.006904      0.032350      0.005488      0.031081      0.037325
  2             609          4677           825           233          3842            58            94         10000      0.595652      0.248913      0.621014      0.967391      0.132469      0.078860      0.156081      0.184550      0.012712      0.006772      0.012427      0.025012      0.053563      0.059231      0.059152      0.006018      0.282246      0.584783      0.660870      0.605435      0.571377      0.645290      0.027500      0.081131      0.141626      0.049118      0.104155      0.138303      0.001240      0.007221      0.068352      0.004068      0.056526      0.059272      0.019778      0.033687      0.048030      0.019380      0.044643      0.054119      0.145652      0.411957      0.538768      0.147464      0.192029      0.563768      0.002923      0.006771      0.066770      0.002923      0.036228      0.071438      0.000130      0.000351      0.051773      0.000113      0.030389      0.054510      0.002497      0.003987      0.030797      0.002494      0.029271      0.031164
