scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   3           3587           9650           6443           7190           1089           5870           2416            302
   3           2395           8739           4686           4893            829           3188            902            803
   3           2714           8670           4914           5740           1184           7123           1541            404
   3           3312           9330           5742           6502           1240           4900           1792            303
   3           3870           9988           5844           7629           1329           5805           2023            728
   3           3190           9907           5944           5671           1338           4307           1799           1094
   3           2641           8762           4960           5544            958           4649           1181            818
   3           2161           8634           4359           4156            965           3661           1180            640
   3           1602           7189           2964           3370            461           2977            476            543
   3           3978           9810           6598           6660           1292           6554           1827            761
   3           3414           9692           5498           8406           1412           6747           2304            971
   3           4361           9918           6039           8790           1097           6326           2595            368
   3           3894           9853           6053           6698           1321           7320           2062            898
   3           4253           9665           6293           7975           1558           6443           2213           1033
   3           3361           9957           5763           6967           1322           5300           1461         45.071
   3           3218           9643           6346           6936           1211           7490           2566            114
   3           3162           9476           6552           7323           1369           9873           1955            966
   3           3947           9941           6721           8054           1291           6637           3537            770
   3           2354           8470           4235           4486            710           3749            730            489
   3           2776           9724           6340           6981           1413           2114           1897            616
   3           3108           9756           6223           9287           1370           6419           2079            932
   3           3514           9903           6737           7540           1731           7675           2607            439
   3           4111           9901           6144           6695           1237           7673           1831           1087
   3           4201           9845           6852           9020           1478           8364           3239            510
   3           3129           9019           5067           5225            996           6902           1502            692
   3           4266           9822           6439           6196           1202           6272           2180           1211
   3           3326           9451           5849           7569           1384           6907           2088            837
   3           4103           9784           6217           7818           1225           7009           3003            303
   3           3451           9396           5975           5654           1107           4437           1435            705
   3           3302           9054           4931           4165            962           7279           1398            552
   3           2697           9276           5682           5931            921           5650           1430            589
   3           3832           9441           5336           5638           1156           6157           2030            489
   3           5425           9657           5710           7587           1615           6989           2218            701
   3           3883           9376           6047           6508           1310           3759           2229            608
   3           4906           9627           6687           7990           1435           8549           2583           1119
   3           2617           9864           5357           7181           1307           5348           2267            574
   3           3575           9759           5523           6575           1675           1154           2088            518
   3           2696           7607           5218           5477            853           2321           1054            576
   3           3987           9664           6178           6842           1435           9404           2193           1010
   3           2872           9504           5712           6337            954           8762           1839           1038
   3           4760           9743           7122           7900           1594           6374           2517            557
   3           2900           9449           5584           6378           1055           6130           1717            866
   3           3792           9621           5998           6747           1360           6530           1967            743
   3           3723           9875           6295           7339           1440           7753           3726            984
   3           2953           9334           5192           4993           1239           5683           1721            744
   3           2874           9094           5078           6242           1184           5061           1396            833
   3           3280           9371           6145           7107           1099           6403           1632            832
   3           3695           9692           6776           8039           1394           6018           2155           1342
   3           1626           8559           4843           5027            865           3154            635            497
   3           3041           9453           5122           6365           1029           9200           1663           1228
   3           3107           9910           6280           6819           1347           6492           1932            445
   3           3613           9903           6751           7629           1650           9828           2414            839
   3           4416           9835           5857           7093           1431           7394           2428           1161
   3           3195           9737           5768           4741           1339           4563           1602            983
   3           3534           9871           5982           7486           1297           6354           2489            780
   3           7379           9617           6010           8116           1322           7886           2479            850
   3           3176           9358           6421           6425           1159           9100           1935            797
   3           4259           9548           5653           7073           1280           7507           2317            767
   3           3253           8983           5984           3594           1161           4963           1578            815
   3           3377           9350           5506           6963           1275           9910           1590            983
   3           3678           9859           6333           8173           1661           7621           2636            752
   3           2752           9318           5986           6439           1184           7513           1753           1005
   3           2877           9341           5542           6544            911           8517           1640            912
   3           2750           9414           5442           6144           1167           7395           1853            806
   3           4019           9473           5750           5437           1133           7599           2560            539
   3           3378           9187           5973           5154           1100           3953           1697            205
   3           2750           9242           5856           4838           1089           6966           1775            996
   3           3250           9609           5518           7062           1349           8690           1950            909
   3           2661           7828           3432           4017            831           2317            806            313
   3           2387           9091           5449           5194           1283           5049           1259            581
   3           3579           9707           5849           8322           1166           8476           2900            149
   3           3350           9012           5434           6445           1070           6658           1902            824
   3           3402           9508           5946           6002           1144           6072           1567            808
   3           3837           9849           5180           6750           1652           4832           2049            689
   3           2599           9704           5931           6608           1133           6374           1985            288
   3           5100           9753           6359           8190           1678           7998           3447           1273
   3           3224           9201           5200           6028            992           9910           1577            588
   3           4478           9735           6365           8451           1213           9757           2777            557
   3           3442           9863           5897           7295           1255           8031           2235            666
   3           3048           9352           5748           5704           1077           7168           2088            490
   3           4544           9739           6572           8044           1178           9451           2396            873
   3           3137           8585           4766           5925            927           7846           1713            559
   3           1785           8602           4840           5290           1118           4838           1368            544
   3           2079           9055           5545           6967           1042           9878           1838           1062
   3           4329           9810           6220           8658           1369           5692           2664            206
   3           3068           9512           4674           4572           1272           4060           1667            737
   3           5370           9487           6004           5753           1219           6190           1765            507
   3           1768           9034           5163           5145            964           3218           1033           1038
   3           3522           9304           5864           7349           1188           7063           2039           1153
   3           3634           9678           6265           6461           1882            963           2302            698
   3           2701           8973           5010           6482           1020           4724           1737            854
   3           3080           9484           5206           5754           1164           4232           1598            642
   3           3050           9278           5641           6924           1382           7103           1847           1058
   3           2582           8888           5346           6106           1088           5851           1548            740
   3           3071           9193           5831           6356           1229           6759           1941           1306
   3           3276           9745           5689           6982           1452           4863           1577           1313
   3           3357           9611           5964           7075           1179           9394           2174            931
   3           2987           8966           4900           6380           1089           4553           1218            386
   3           5111           9471           7007           8355           1412           7256           2291           1206
   3           3294           9670           5370           6546           1198           7367           2123           1249
   3           3605           9615           5968           7108           1459           4660           1905           1069
   3           4498           9807           6352           7840           1511           6520           2091           1428
   3           4359           9764           6751           9854           1248           9040           2289           1058
   3           3073           9533           6128           6730           1299           8178           1870            781
   3           2755           9159           6095           6636           1217           5428           1733            914
   3           2890           9127           5882           5627            886           9835           1542            852
   3           4954           9835           6439           8299           1383           8063           2498           1492
   3           3552           9943           6063           7709           1683           8106           2795            891
   3           3904           9808           6164           7528           1595           8198           2052            766
   3           3725           9954           6635           8471           1589           6240           2261            948
   3           2992           9734           6853           6879           1431           6674           2346           1022
   3           2837           9284           5610           6616           1307           7150           1791            750
   3           2822           9219           5635           4281           1252           5187           1953            842
   3           3339           9716           5280           6596           1290           4023           2361            790
   3           1366           9037           5184           6180           1064           7458           1239            295
   3           3309           9027           5812           6597           1024           5581           1424            824
   3           2482           9282           4948           4416           1216           5094           1547            986
   3           3750           9904           6204           7247           1476           2979           1984            954
   3           3372           9819           4638           7252           1237           6350           1812            846
   3           3840           9235           5592           6968           1400           3612           1929            614
   3           2633           8946           4560           4177           1010           5919           1455            644
   3           2515           9348           4457           6000           1040           8235           1741            911
   3           5348           9908           6559           8754           1629           9751           2501            993
   3           3516           9709           5912           6853           1670           5103           2071            266
   3           1966           7763           4403           4245            965           3487           1006            711
   3           3099           9515           5781           7370            982           9951           1871            703
   3           3685           9746           5745           6774           1503           4502           2237            734
   3           1754           7415           4659           4826            765           1881            922            192
   3           3982           9876           6161           6914           1315           5346           2059            836
   3           3768           9206           5983           6696           1079           6828           1519            971
   3           2431           8616           5560           7071            995           5441           1490            743
   3           3936           9898           6173           9006           1484           8560           2720            774
   3           2660           9651           5735           5324            932           8346           1457            894
   3           2927           9552           5157           6818           1274           5675           1900            354
   3           2217           7901           4420           4746            681           3434            771            887
   3           4634           9731           6760           8206           1484           6610           3660           1123
   3           3486           9202           6442           6700           1213           6484           1871           1150
   3           2486           8837           4927           6277            945           8450           1870            555
   3           3487           8916           5305           6138           1137           3649           1387            505
   3           2721           8110           4941           4535            864           4405           1383            324
   3           2806           9422           5411           6421           1170           5317           1217            592
   3           3618           9829           6445           6467           1170           7001           2158            962
   3           4308           9623           5829           8115           1356           6105           2363            501
   3           1523           8392           3062           3885            568           6714            994            398
   3           4400           9742           6499           6884           1504           6909           2218            675
   3           3768           9936           5762           7189           1248           5438           2119           1234
   3           1280           8896           5117           4425           1008           4542           1388            793
   3           1792           8896           6601           7228            926           8538           2058            906
   3           4068           9764           6086           8934           2016           2220           2353           1486
   3           3370           9990           6128           7810           1465           6256           2434            927
   3           2261           7544           4753           5240            661           9581            914            481
   3           2259           8953           5594           5743           1121           5157           1423         98.741
   3           1317           8645           5754           5128           1152           8651           1561         15.322
   3           4759           9834           6111           8269           1302           8572           2986            337
   3           2419           8701           4780           5313           1094           3574           1174            757
   3           2232           8333           4744           4148            881           6455           1002            537
   3           3954           9769           6613           6724           1360           9293           2845            347
   3           3056           9211           5095           5845           1143           3811           1474            893
   3           3418           9616           5786           7134           1066           9117           2253            593
   3           4994           9739           6278           7007           1255           6339           2250           1088
   3           2666           9238           5660           4960           1250           4746           1203           1210
   3           2397           8710           5209           5916           1008           5790           1333            415
   3           3904           9440           6447           8562           1433           6446           1783           1942
   3           3827           9820           6177           6778           1280           6374           2297           1162
   3           4159           9951           5812           6642           1429           3637           2275         57.358
   3           5086           9965           6116           7425           1592           4489           2349            817
   3           1099           8272           3373           4557            762           3013            514            571
   3           2198           6747           4215           4323            460           4968            579            401
   3           5114           9717           6360           8438           1300           8034           2728           1086
   3           2757           8835           4701           4188            934           5644           1460            733
   3           3367           9655           5568           5942           1529           5771           1998            928
   3           4320           9878           6646           8283           1546           8316           2591            744
   3           3179           9978           6186           7854           1490           7991           2211           1007
   3           4529           9511           6447           7610           1561           7476           2887            964
   3           4037           9877           5931           8288           1557           5855           2264           1126
   3           5882           9761           6347           7951           1535           9847           2421            937
   3           1652           6817           3990           3046            725           4207           1319            406
   3           4082           9626           5413           8095           1561           6881           1905            872
   3           3708           9719           6197           6868           1251           9736           2230            973
   3           3283           9873           5499           7846           1371           6542           2514           1089
   3           2363           9560           5581           6020           1162           6440           1613            449
   3           3652           9691           6124           7113           1096           6907           1872           1201
   3           2243           9655           5096           5861            973           7478           1816            999
   3           3373           9778           7302           7622           1178           8347           3520            288
   3           2972           9586           6445           7785           1220           6855           2186            655
   3           3559           9680           5917           5341           1358           6489           2028           1256
   3           2964           9775           5502           6091           1330           2496           1650            689
   3           4370           9615           6301           7586           1488           9252           2549            941
   3           2407           9584           5669           5826           1152           9535           1895           1131
   3           3251           9682           5612           5240           1420           3427           1891            360
   3           3052           8608           5985           7080           1229           9882           1569           1044
   3           4123           9491           6089           7083           1200           6232           2341           1316
   3           3711           9626           5893           9937           1241           8026           2404           1058
   3           3610           9978           5756           6277           1373           5451           1822            557
   3           2832           9852           5585           6371           1490           2736           1816           1420
   3           1854           8410           4606           5901           1010           3490            820           1003
   3           4169           9951           6269           8674           1313           9853           2345            916
   3           4898           9751           6198           8038           1331           6723           4168            429
   3           2891           9606           4655           6019            988           5532           1694            662
   3           3341           9423           6068           6566           1049           5162           2023            415
   3           3550           8905           5459           4520           1089           4577           1960            464
   3           2943           9375           5624           7079           1203           7464           2180            566
   3           3297           9561           5625           6256           1131           4695           1601            621
   3           2844           8906           6049           5551           1032           4757           1611           1230
   3           2989           8856           4091           6245            983           5893           1301            976
   3           2873           9505           5865           6150           1093           5671           1798            889
   3           5265           9608           6421           7482           1656           7533           2511            896
   3           2286           8286           4335           5480            919           5311           1362            849
   3           3555           9737           6191           6953           1836            130           2406            442
   3           3348           9244           5303           5488            787           7661           1330            974
   3           1720           7955           4183           2535            566           5011            675            929
   3           6798           9900           7181           9751           1415           7470           3542           1135
   3           2681           9509           5613           6759           1010           5414           1700            676
   3           3693           9937           5580           7116           1418           5738           2018            607
   3           3471           9881           6859           7803           2117           3793           2926            841
   3           2838           8725           4982           6185           1071           5894           1367            685
   3           3684           9769           6047           7299           1511           5852           2289         46.204
   3           3344           9353           5655           7221           1072           5824           3061            629
   3           3306           9208           5759           5839            982           6996           1836            436
   3           3770           9473           5858           7272           1022           6573           2021            679
   3           3811           9738           6272           5599           1506           4444           1999            578
   3           3344           9529           5609           6834           1222           6399           2732            729
   3           3561           9929           5925           6853           1154           6155           2304            807
   3           2697           8639           5618           4632            821           7844           1547            870
   3           4557           9713           6899           6285           1501           5868           2282           1149
   3           6597           9771           6236           6879           1348           6112           1884           1035
   3           5679           9962           7663           7499           1496           7928           3560            762
   3           3121           8606           5745           6313           1072           8092           1628           1086
   3           4922           9552           6127           6755           1404           7578           2091           1355
   3           1569           8369           5148           5088            825           2938           1437            627
   3           2666           8962           5399           6584           1267           9883           1726            800
   3           2550           9036           4798           5675           1160           9422           1566            466
   3           3701           9482           5437           5133           1201           8333           1855            430
   3           3432           9962           6475           6897           1359           5391           2345            731
   3           2136           8975           4150           3961            814            686            809            816
   3           2173           9283           5098           4256            798           8341            873            552
   3           2608           9368           5661           7153           1166           7003           1829            752
   3           3497           9172           5791           4780           1062           5518           1600            896
   3           3163           9757           5393           6830           1338           2981            955            646
   3           2396           8788           5210           5043           1081           7168           1689            743
   3           2819           8952           5478           5200            961           8619           1810            569
   3           3950           9779           6098           7144           1271           8205           2876            226
   3           2843           9807           5878           6612           1266           4033           1993            776
   3           3367           9531           5634           8058           1391           4104           2768            551
   3           2766           9907           5329           6039           1378           7600           2045            935
   3           3625           9729           6558           7628           1532           4954           2331           1114
   3           3721           9400           5736           8128           1166           8349           1961            684
   3           3274           9474           5416           5509           1182           4720           2073            305
   3           5181           9716           6767           6945           1521           7925           4120            234
   3           3191           9920           6344           6779           1595           2765           2143           1208
   3           5278           9646           6604           7968           1441           9215           2625            966
   3            488           6036           1520           2289            325           1695            218            187
   3           2687           9155           4815           3806           1017           5816           1619            773
   3           3410           9347           5459           4676           1113           3874           1762            947
   3           1895           8592           4164           3154            677           4140            802            376
   3           3872           9779           5770           6818           1311           6749           2709            607
   3           3379           9992           6067           7738           1438           6998           1971           1210
   3           3077           9937           5768           5974           1276           6167           1696           1150
   3           2453           9511           5079           6929           1275           5299           1948            574
   3           3328           9484           5684           4475           1307           8956           1736            672
   3           3163           9782           6490           8758           1606           7531           2475            615
   3           2090           8006           3285           3623            559           2372            370            541
   3           3577           9761           5971           6522           1343           6177           1868           1173
   3           3086           9437           5519           6201           1454           8716           1609           1017
   3           2602           9584           6374           5369           1369           4307           1897            761
   3           2167           8912           5621           6367            981           6177           1358            695
   3           3754           9423           6038           6111           1414           6246           1886            938
   3           1681           8937           5374           4511           1059           3986           1423            804
   3           4051           9762           6269           7258           1584           3135           2258           1121
   3           3633           9909           6088           5889           1359           6428           1989            226
   3           3393           9966           6794           7198           1495           6216           2307            716
   3           3986           9925           6302           8343           1625           5293           4013           1006
   3           2301           8818           4798           4613            928           6155           1441            706
   3           3204           9464           6424           6690           1555           6886           1926           1195
   3           2804           9051           5379           5896           1034           2965           1512            971
   3           3491           9252           6142           6677           1259           5729           1777            577
