scenario      C1            C2            C3            C4            t2           CA2            t1           CA1         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  3            6776          9220          5746          6062          1965           733          1208          5753      0.669565      0.618841      0.804348      0.786957      0.082456      0.075600      0.149542      0.140417      0.010954      0.009356      0.016969      0.015382      0.027246      0.028816      0.029258      0.029915      0.475725      0.701449      0.678623      0.684783      0.665580      0.750725      0.027675      0.082688      0.080047      0.070379      0.067710      0.056089      0.001679      0.009504      0.008654      0.007846      0.007129      0.006563      0.014539      0.024686      0.025725      0.022185      0.022644      0.016319      0.343841      0.502899      0.485145      0.453261      0.436594      0.619928      0.003020      0.007755      0.007204      0.006806      0.005958      0.012007      0.000258      0.001377      0.001092      0.001153      0.000733      0.002417      0.001982      0.003855      0.003709      0.003721      0.003357      0.004568
  3            1164          8521          1804          2921          1181           411           897          2186      0.816667      0.472826      0.826087      0.785870      0.148319      0.068557      0.174200      0.153143      0.023487      0.009421      0.018617      0.016411      0.027192      0.036142      0.030296      0.032793      0.377899      0.739493      0.700362      0.685870      0.651449      0.743841      0.039381      0.135335      0.124472      0.080670      0.073761      0.080827      0.005903      0.021664      0.021712      0.012119      0.010739      0.012323      0.024613      0.035256      0.037297      0.025341      0.025709      0.023077      0.321377      0.661594      0.623188      0.329348      0.292029      0.637681      0.008881      0.025268      0.026161      0.007888      0.007593      0.020990      0.001740      0.007155      0.008848      0.001953      0.001991      0.005998      0.006027      0.008551      0.009858      0.005290      0.005375      0.007605
  3            1866          8744          4129          2883          1228           214           784          4298      0.786957      0.528986      0.796377      0.830072      0.096674      0.052668      0.123747      0.130814      0.013268      0.004762      0.011873      0.012985      0.020596      0.024807      0.025198      0.022229      0.428623      0.708696      0.739493      0.688406      0.706884      0.758696      0.027473      0.088914      0.094436      0.063054      0.065000      0.050692      0.002685      0.010356      0.012542      0.006398      0.008314      0.006194      0.015727      0.025901      0.024601      0.019647      0.019053      0.014344      0.341304      0.596739      0.628261      0.342754      0.371739      0.639493      0.003853      0.009369      0.012013      0.003496      0.004401      0.009570      0.000640      0.001601      0.002617      0.000472      0.000871      0.001792      0.002538      0.003778      0.004466      0.002298      0.002765      0.003450
  3            4665          9566          7832          8330          3139           547          1362          7085      0.725000      0.653986      0.779348      0.741304      0.108718      0.085593      0.135845      0.129073      0.015096      0.011065      0.014045      0.011855      0.029898      0.029616      0.029974      0.033391      0.534420      0.658696      0.619565      0.651812      0.613043      0.686232      0.038023      0.098247      0.093406      0.077130      0.076450      0.054266      0.003378      0.013868      0.011386      0.009140      0.008479      0.006369      0.017744      0.033532      0.035535      0.026856      0.029583      0.020743      0.437681      0.522101      0.484783      0.452899      0.415942      0.537319      0.005508      0.012977      0.011180      0.007739      0.007866      0.010984      0.000696      0.003029      0.002436      0.001334      0.001372      0.001873      0.003098      0.006202      0.005760      0.004234      0.004594      0.005082
  3            1916          9444          6101          5935          4351           581          1060          7045      0.821014      0.576087      0.753623      0.754710      0.162939      0.091231      0.156328      0.157670      0.023444      0.010424      0.016259      0.016279      0.029164      0.038674      0.038516      0.038675      0.523551      0.650362      0.648913      0.565217      0.557609      0.646015      0.048553      0.139925      0.142948      0.094553      0.096425      0.083558      0.005255      0.022182      0.024964      0.015248      0.016467      0.014916      0.023203      0.048923      0.050187      0.041110      0.042658      0.034816      0.463043      0.585870      0.584420      0.344565      0.342029      0.518478      0.009155      0.027468      0.029804      0.012808      0.012786      0.022504      0.001365      0.007529      0.010123      0.003665      0.003679      0.006610      0.004922      0.011375      0.012386      0.008395      0.008413      0.010836
  3            2148          8969          4475          5521          1447           822           942          5443      0.767754      0.541667      0.767754      0.753986      0.135185      0.082009      0.154504      0.147502      0.021185      0.012898      0.017649      0.016765      0.031396      0.037587      0.035883      0.036288      0.448551      0.689130      0.674638      0.657246      0.639493      0.719928      0.036649      0.102711      0.099281      0.070192      0.063592      0.053529      0.003935      0.012866      0.012054      0.007746      0.006389      0.006257      0.020276      0.031930      0.032302      0.024059      0.022926      0.018173      0.370652      0.576812      0.563043      0.362681      0.346739      0.568116      0.007538      0.015420      0.015210      0.007803      0.006145      0.012585      0.000971      0.002724      0.003122      0.001403      0.000835      0.002061      0.004744      0.006526      0.006646      0.004973      0.004014      0.005435
  3            3031          9399          5633          7423          2013          1359          1224          6866      0.759783      0.563406      0.783696      0.717391      0.144698      0.089855      0.172802      0.145885      0.023135      0.013283      0.020992      0.018111      0.034759      0.039230      0.037378      0.041228      0.460507      0.693478      0.634058      0.657609      0.588043      0.712319      0.041782      0.110192      0.090314      0.078158      0.066004      0.054346      0.004623      0.015197      0.009860      0.010213      0.007004      0.006543      0.022571      0.033776      0.033050      0.026760      0.027191      0.019080      0.385507      0.584420      0.521015      0.399638      0.334783      0.551449      0.008567      0.019162      0.012969      0.009996      0.007746      0.013066      0.001428      0.003924      0.002309      0.001896      0.001380      0.001879      0.005264      0.007963      0.006212      0.006001      0.005153      0.005870
  3            2678          9655          4722          6162          1375           785          1233          5154      0.768478      0.549638      0.790580      0.775725      0.122992      0.071121      0.141330      0.131714      0.018458      0.010008      0.017760      0.014083      0.028475      0.032030      0.029597      0.029540      0.428986      0.700000      0.684058      0.676812      0.664130      0.742391      0.034488      0.089115      0.086053      0.061266      0.057382      0.044945      0.003701      0.011542      0.009293      0.006711      0.004760      0.005581      0.019781      0.026735      0.027188      0.019800      0.019273      0.014346      0.352899      0.587681      0.571377      0.377536      0.364493      0.599638      0.006796      0.014030      0.012125      0.006068      0.005330      0.010417      0.001284      0.003831      0.002580      0.001130      0.000807      0.001937      0.004398      0.005785      0.005197      0.003777      0.003387      0.004171
  3            3222          9077          5250          6887          1419          1132          1192          6331      0.718116      0.565217      0.764855      0.745652      0.133074      0.092665      0.164282      0.153934      0.021241      0.015035      0.019802      0.019434      0.037511      0.040289      0.038630      0.039153      0.436594      0.679710      0.652174      0.671014      0.637681      0.742391      0.038096      0.092705      0.085568      0.066570      0.060633      0.048582      0.003718      0.011410      0.009326      0.006936      0.005463      0.004895      0.021547      0.029692      0.029763      0.021900      0.021968      0.015895      0.346377      0.541667      0.517754      0.396739      0.375362      0.574275      0.007224      0.014147      0.012938      0.007072      0.006020      0.011099      0.000996      0.002471      0.002175      0.001077      0.000579      0.001390      0.004725      0.006489      0.006244      0.004266      0.003760      0.004729
  3            3291          9319          5281          6668          1304           526          1250          5503      0.732971      0.575000      0.803623      0.787681      0.094025      0.064928      0.136114      0.129387      0.013905      0.007275      0.015349      0.013727      0.025107      0.027594      0.026730      0.027471      0.451087      0.713406      0.700362      0.688406      0.675725      0.759420      0.028998      0.082719      0.076835      0.059281      0.052487      0.039695      0.002376      0.009362      0.006755      0.005976      0.003548      0.003678      0.015949      0.023707      0.023023      0.018472      0.017020      0.011980      0.340217      0.562319      0.548913      0.409420      0.397464      0.620290      0.003934      0.009465      0.007922      0.004775      0.003467      0.008005      0.000719      0.001705      0.001384      0.000632      0.000311      0.000982      0.002595      0.004143      0.003574      0.002820      0.002089      0.003040
  3            5690          9982          7136          9783          2684           329          1402          8157      0.729348      0.635145      0.803623      0.777899      0.085485      0.067417      0.122997      0.115226      0.009411      0.006129      0.011639      0.008603      0.023137      0.024597      0.024154      0.025592      0.504348      0.685870      0.660145      0.669203      0.637319      0.740217      0.031848      0.080442      0.076093      0.067846      0.062867      0.047217      0.002034      0.009006      0.006327      0.007948      0.005470      0.004276      0.015809      0.025269      0.025861      0.022443      0.022801      0.014713      0.399638      0.540942      0.515580      0.447101      0.422101      0.590580      0.002885      0.006127      0.004622      0.004934      0.004125      0.005970      0.000227      0.000599      0.000451      0.000654      0.000683      0.000506      0.001732      0.002813      0.002239      0.002728      0.002384      0.002444
  3            3897          9072          4410          6522          1112          1166           938          5354      0.682971      0.562319      0.781884      0.725000      0.117543      0.093573      0.174705      0.154131      0.018540      0.016022      0.022280      0.020015      0.037265      0.040955      0.038106      0.042386      0.451812      0.702899      0.654348      0.698188      0.644928      0.744203      0.029563      0.080010      0.076564      0.063417      0.059793      0.051920      0.001986      0.008220      0.007671      0.006115      0.005973      0.005566      0.016238      0.023771      0.026464      0.019140      0.021231      0.015783      0.328623      0.534420      0.482971      0.418478      0.368116      0.579348      0.004914      0.011166      0.010294      0.007774      0.006817      0.012914      0.000508      0.001784      0.001569      0.001194      0.000902      0.001789      0.003299      0.005199      0.005322      0.004521      0.004308      0.005442
  3            2991          8856          5203          5419          1763           463          1218          4435      0.750362      0.582609      0.794203      0.786594      0.110654      0.068735      0.130297      0.121511      0.014919      0.008031      0.012778      0.011460      0.027623      0.028689      0.026815      0.025931      0.451087      0.681159      0.670290      0.664130      0.651812      0.748913      0.033128      0.084686      0.079758      0.062958      0.057575      0.048407      0.002732      0.009510      0.008382      0.006187      0.004975      0.005117      0.018220      0.027001      0.026297      0.021146      0.020047      0.014399      0.370652      0.565580      0.556884      0.401449      0.392391      0.602174      0.004548      0.010183      0.009600      0.004718      0.004078      0.009219      0.000567      0.001690      0.002035      0.000620      0.000479      0.001898      0.002862      0.004424      0.004254      0.002824      0.002478      0.003667
  3            2705          9768          5252          7415          1817           795          1329          4573      0.761594      0.556159      0.782246      0.751449      0.131876      0.084356      0.150671      0.143880      0.019428      0.012518      0.018086      0.017488      0.031440      0.037441      0.032809      0.035761      0.447101      0.690942      0.665580      0.657246      0.623188      0.729710      0.038618      0.097042      0.090413      0.067640      0.061665      0.048388      0.004798      0.013822      0.010234      0.006777      0.005467      0.005555      0.021408      0.029992      0.030236      0.023184      0.023236      0.016357      0.372101      0.581159      0.554348      0.381522      0.354348      0.575000      0.008961      0.018364      0.014979      0.007399      0.006179      0.011272      0.002239      0.006202      0.003779      0.001142      0.000907      0.001876      0.005627      0.007692      0.006676      0.004576      0.003990      0.004790
  3            3051          9627          6270          7336          2063           638          1301          7167      0.764855      0.579348      0.793116      0.767029      0.116323      0.073583      0.135181      0.129227      0.018259      0.009121      0.015487      0.014198      0.027353      0.030953      0.027967      0.030106      0.463043      0.701087      0.671739      0.657971      0.633696      0.735507      0.035285      0.087193      0.083318      0.062580      0.058611      0.042322      0.003198      0.009970      0.007955      0.006373      0.005354      0.004550      0.018998      0.026063      0.027350      0.021404      0.021469      0.014015      0.380435      0.581884      0.556522      0.398188      0.374275      0.587681      0.006204      0.010872      0.009513      0.005724      0.004490      0.008610      0.001087      0.002392      0.001221      0.000834      0.000556      0.001274      0.003844      0.004546      0.004222      0.003445      0.002811      0.003550
  3            3634          9663          9623          8863          3003          1064          1599          6221      0.757246      0.620652      0.732246      0.751087      0.126098      0.092736      0.142729      0.143278      0.020209      0.013070      0.015495      0.015830      0.030611      0.035179      0.038216      0.035664      0.514855      0.640217      0.658333      0.595652      0.605797      0.689493      0.044571      0.102396      0.103843      0.074798      0.074728      0.052064      0.005114      0.013624      0.014530      0.009069      0.009199      0.005856      0.021688      0.036840      0.035480      0.030244      0.029458      0.019977      0.436957      0.521739      0.538406      0.389493      0.405072      0.521739      0.009623      0.015719      0.017237      0.008488      0.010041      0.011625      0.001604      0.003995      0.004494      0.001464      0.001954      0.001947      0.005418      0.007518      0.007957      0.005182      0.005974      0.005560
  3            3283          9591          5572          6602          1769           906          1144          4515      0.751449      0.565942      0.775725      0.746014      0.122109      0.080921      0.153345      0.144063      0.019471      0.011959      0.017142      0.018400      0.030350      0.035124      0.034392      0.036590      0.466304      0.693478      0.663768      0.660507      0.626812      0.738043      0.034219      0.098525      0.088786      0.071888      0.063669      0.048809      0.003237      0.013386      0.011950      0.008944      0.007721      0.005668      0.018288      0.030200      0.029853      0.024405      0.023760      0.016075      0.376449      0.566667      0.538406      0.388406      0.359783      0.567754      0.006607      0.015355      0.013629      0.008356      0.007391      0.010709      0.001095      0.003690      0.003317      0.001770      0.001457      0.001702      0.004120      0.006654      0.006291      0.005116      0.004732      0.004633
  3            2993          9598          5149          7480          2091           648           967          7942      0.757971      0.589493      0.787319      0.747826      0.122219      0.076145      0.140542      0.127861      0.018417      0.009418      0.014943      0.012855      0.029580      0.031258      0.029891      0.032243      0.488043      0.686232      0.646015      0.650362      0.609420      0.698188      0.034391      0.094369      0.089235      0.068840      0.065798      0.050197      0.002845      0.010503      0.009085      0.007807      0.006990      0.006245      0.017632      0.029610      0.031588      0.024069      0.025700      0.018533      0.405072      0.571377      0.529710      0.404348      0.365217      0.559420      0.005179      0.012920      0.011550      0.006261      0.006395      0.011108      0.000581      0.002106      0.002134      0.000922      0.001393      0.001927      0.003081      0.005538      0.005432      0.003729      0.004059      0.004894
  3            5802          9993          7117          7373          3216          1401          2247          1887      0.696014      0.637319      0.767391      0.775725      0.118661      0.098607      0.162839      0.157483      0.019214      0.014597      0.018453      0.018276      0.036071      0.035763      0.037878      0.035320      0.491667      0.646739      0.656159      0.631159      0.635507      0.700725      0.043492      0.117884      0.113025      0.095874      0.088841      0.064196      0.004229      0.018433      0.018748      0.014901      0.014382      0.009037      0.022124      0.041644      0.038862      0.035362      0.032382      0.023004      0.385870      0.492029      0.501087      0.434058      0.443841      0.577174      0.007160      0.019410      0.021159      0.014927      0.015219      0.016551      0.000835      0.004673      0.006492      0.003734      0.004262      0.003421      0.004400      0.009860      0.010556      0.008448      0.008464      0.006998
  3             898          6848          3918          5819           972           336           684          9246      0.837319      0.542029      0.773551      0.747826      0.155070      0.062333      0.134383      0.113109      0.023623      0.007584      0.014063      0.009930      0.025227      0.028546      0.030431      0.028523      0.462681      0.702536      0.674275      0.673913      0.634420      0.715580      0.037199      0.101549      0.085921      0.059801      0.048541      0.035000      0.005385      0.012558      0.007662      0.005115      0.002620      0.002729      0.020055      0.030207      0.027986      0.019500      0.017746      0.012453      0.408333      0.633333      0.607609      0.350362      0.322101      0.551812      0.008101      0.016720      0.013036      0.003742      0.002438      0.005731      0.001868      0.004072      0.002633      0.000452      0.000175      0.000689      0.004793      0.006131      0.005115      0.002431      0.001653      0.002571
  3            3695          9693          6777          8039          2156          1343          1395          6018      0.738043      0.578986      0.764855      0.739855      0.130564      0.095610      0.158019      0.145582      0.019757      0.014380      0.019194      0.015544      0.034202      0.040253      0.037157      0.037872      0.471739      0.664493      0.645652      0.631159      0.604710      0.704348      0.041222      0.098898      0.093624      0.074632      0.066388      0.055110      0.004135      0.013507      0.010394      0.008921      0.005940      0.006106      0.021821      0.033181      0.033176      0.027527      0.026243      0.018769      0.383333      0.545290      0.523551      0.393116      0.371015      0.552899      0.007905      0.015328      0.014335      0.009300      0.007316      0.010981      0.001178      0.003127      0.003262      0.001516      0.001082      0.001619      0.004875      0.006970      0.006830      0.005647      0.004601      0.004910
  3            2854          9969          8631          6825          2014           793          1414          6040      0.788406      0.571377      0.751449      0.773551      0.136966      0.079155      0.127760      0.144656      0.022533      0.010244      0.013275      0.017772      0.028981      0.033928      0.031755      0.032757      0.473551      0.669928      0.688043      0.617754      0.633333      0.721377      0.042212      0.092956      0.102789      0.059439      0.064396      0.046414      0.005172      0.009998      0.014566      0.004716      0.006933      0.005129      0.022268      0.030682      0.032066      0.022720      0.023612      0.015438      0.401812      0.565942      0.587319      0.357609      0.378623      0.556159      0.008624      0.014239      0.017699      0.005214      0.006565      0.009450      0.001610      0.003285      0.004101      0.000665      0.000977      0.001540      0.005159      0.006181      0.007304      0.003349      0.004080      0.004194
  3            3834          9620          5063          7763          1612           247          1384          5459      0.753261      0.605072      0.806522      0.783696      0.088169      0.056284      0.133663      0.104408      0.011983      0.005114      0.012499      0.007343      0.021755      0.022228      0.025861      0.022584      0.475000      0.711594      0.689855      0.701812      0.675000      0.747464      0.028787      0.090993      0.072280      0.068484      0.052560      0.042866      0.002300      0.009914      0.004506      0.007149      0.003220      0.003387      0.015165      0.026243      0.022417      0.020421      0.017082      0.012829      0.376087      0.572464      0.550362      0.426449      0.404710      0.605797      0.003409      0.007758      0.005525      0.003370      0.002192      0.005423      0.000435      0.000956      0.000552      0.000208      0.000134      0.000367      0.002127      0.003317      0.002484      0.001933      0.001305      0.002140
  3            5062          9535          5019          5900           904           852           711          5776      0.648913      0.578986      0.781884      0.772464      0.095549      0.084127      0.161173      0.149178      0.016611      0.015142      0.020742      0.020539      0.033546      0.035419      0.035154      0.033943      0.461957      0.714855      0.705435      0.725725      0.707971      0.773551      0.020773      0.072879      0.063314      0.060589      0.053731      0.042173      0.001094      0.006023      0.005177      0.004501      0.004376      0.004270      0.011199      0.020781      0.018650      0.016618      0.015691      0.012209      0.310145      0.491667      0.481159      0.427536      0.414130      0.610870      0.003092      0.007920      0.006527      0.006067      0.005617      0.009825      0.000262      0.001032      0.000784      0.000856      0.000853      0.001130      0.002136      0.004026      0.003386      0.003473      0.003291      0.003830
  3            3258          9539          5360          5911          1892           571           829          8439      0.721377      0.585870      0.787681      0.778261      0.109995      0.072156      0.143037      0.128908      0.014756      0.008948      0.014921      0.012986      0.030647      0.029882      0.030370      0.028584      0.468841      0.668841      0.659058      0.660145      0.653623      0.732246      0.030361      0.089185      0.079782      0.070706      0.061339      0.048646      0.002277      0.009607      0.007366      0.007514      0.005668      0.005196      0.016160      0.029534      0.027201      0.024030      0.021246      0.016321      0.374638      0.534420      0.525362      0.401812      0.392029      0.592391      0.003511      0.010010      0.008615      0.006373      0.005142      0.010589      0.000261      0.001605      0.000996      0.001086      0.000728      0.001769      0.002196      0.004660      0.004089      0.003812      0.003128      0.004320
  3            4026          9470          6262          7261          1720           825          1434          6910      0.710870      0.601449      0.776812      0.768116      0.111238      0.080084      0.150485      0.146723      0.016399      0.011993      0.016450      0.017965      0.032162      0.031918      0.033587      0.034023      0.457609      0.680435      0.676449      0.672101      0.667754      0.732971      0.033771      0.088924      0.082585      0.067029      0.063092      0.047938      0.003459      0.010402      0.010392      0.006743      0.006887      0.005197      0.018366      0.028417      0.026720      0.021979      0.020962      0.015719      0.359783      0.525725      0.520290      0.421739      0.413768      0.585870      0.005822      0.011529      0.011513      0.006836      0.006379      0.010923      0.001104      0.002589      0.002690      0.001028      0.001220      0.001927      0.003727      0.005468      0.005523      0.003953      0.003742      0.004528
