# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
MRLP123	223	1.0000	0.0000	0.0000	0.9805	0.0094	0.0004	0.0390	0.0375	0.0008	0.9610	0.0375	0.0008	0.0195	0.0094	0.0004	0.9805	0.0094	0.0004	0.0390	0.0375	0.0008	0.0000	47.0905	0.0000
MRLP124	195	1.0000	0.0000	0.0000	0.9806	0.0093	0.0004	0.0389	0.0374	0.0009	0.9611	0.0374	0.0009	0.0194	0.0093	0.0004	0.9806	0.0093	0.0004	0.0389	0.0374	0.0009	0.0000	47.0950	0.0000
MRLP125	237	1.0000	0.0000	0.0000	0.9829	0.0082	0.0004	0.0341	0.0330	0.0008	0.9659	0.0330	0.0008	0.0171	0.0082	0.0004	0.9829	0.0082	0.0004	0.0341	0.0330	0.0008	0.0000	47.3279	0.0000
MRLP126	9	1.0000	0.0000	0.0000	0.9841	0.0077	0.0004	0.0317	0.0307	0.0008	0.9683	0.0307	0.0008	0.0159	0.0077	0.0004	0.9841	0.0077	0.0004	0.0317	0.0307	0.0008	0.0000	47.4472	0.0000
MRLP127	12	1.0000	0.0000	0.0000	0.9823	0.0085	0.0004	0.0353	0.0341	0.0008	0.9647	0.0341	0.0008	0.0177	0.0085	0.0004	0.9823	0.0085	0.0004	0.0353	0.0341	0.0008	0.0000	47.2694	0.0000
MRLP128	10	1.0000	0.0000	0.0000	0.9842	0.0076	0.0004	0.0315	0.0305	0.0008	0.9685	0.0305	0.0008	0.0158	0.0076	0.0004	0.9842	0.0076	0.0004	0.0315	0.0305	0.0008	0.0000	47.4562	0.0000
MRLP129	10	1.0000	0.0000	0.0000	0.9851	0.0073	0.0004	0.0299	0.0290	0.0008	0.9701	0.0290	0.0008	0.0149	0.0073	0.0004	0.9851	0.0073	0.0004	0.0299	0.0290	0.0008	0.0000	47.5360	0.0000
MRLP130	10	1.0000	0.0000	0.0000	0.9842	0.0077	0.0004	0.0317	0.0307	0.0008	0.9683	0.0307	0.0008	0.0158	0.0077	0.0004	0.9842	0.0077	0.0004	0.0317	0.0307	0.0008	0.0000	47.4481	0.0000
STT183	111	1.0000	0.0000	0.0000	0.9818	0.0088	0.0004	0.0364	0.0351	0.0008	0.9636	0.0351	0.0008	0.0182	0.0088	0.0004	0.9818	0.0088	0.0004	0.0364	0.0351	0.0008	0.0000	47.2159	0.0000
STT184	133	1.0000	0.0000	0.0000	0.9814	0.0090	0.0004	0.0373	0.0359	0.0008	0.9627	0.0359	0.0008	0.0186	0.0090	0.0004	0.9814	0.0090	0.0004	0.0373	0.0359	0.0008	0.0000	47.1745	0.0000
STT185	11	1.0000	0.0000	0.0000	0.9879	0.0059	0.0004	0.0242	0.0236	0.0008	0.9758	0.0236	0.0008	0.0121	0.0059	0.0004	0.9879	0.0059	0.0004	0.0242	0.0236	0.0008	0.0000	47.8177	0.0000
STT186	13	1.0000	0.0000	0.0000	0.9864	0.0066	0.0004	0.0273	0.0265	0.0008	0.9727	0.0265	0.0008	0.0136	0.0066	0.0004	0.9864	0.0066	0.0004	0.0273	0.0265	0.0008	0.0000	47.6657	0.0000
STT187	9	1.0000	0.0000	0.0000	0.9860	0.0068	0.0004	0.0280	0.0272	0.0008	0.9720	0.0272	0.0008	0.0140	0.0068	0.0004	0.9860	0.0068	0.0004	0.0280	0.0272	0.0008	0.0000	47.6292	0.0000
STT188	14	1.0000	0.0000	0.0000	0.9831	0.0082	0.0004	0.0338	0.0326	0.0008	0.9662	0.0326	0.0008	0.0169	0.0082	0.0004	0.9831	0.0082	0.0004	0.0338	0.0326	0.0008	0.0000	47.3454	0.0000
STT189	133	1.0000	0.0000	0.0000	0.9810	0.0091	0.0004	0.0380	0.0365	0.0008	0.9620	0.0365	0.0008	0.0190	0.0091	0.0004	0.9810	0.0091	0.0004	0.0380	0.0365	0.0008	0.0000	47.1409	0.0000
STT190	7	1.0000	0.0000	0.0000	0.9864	0.0066	0.0004	0.0272	0.0265	0.0008	0.9728	0.0265	0.0008	0.0136	0.0066	0.0004	0.9864	0.0066	0.0004	0.0272	0.0265	0.0008	0.0000	47.6686	0.0000
STT191	9	1.0000	0.0000	0.0000	0.9860	0.0068	0.0004	0.0279	0.0271	0.0008	0.9721	0.0271	0.0008	0.0140	0.0068	0.0004	0.9860	0.0068	0.0004	0.0279	0.0271	0.0008	0.0000	47.6327	0.0000
STT192	11	1.0000	0.0000	0.0000	0.9879	0.0059	0.0004	0.0241	0.0235	0.0008	0.9759	0.0235	0.0008	0.0121	0.0059	0.0004	0.9879	0.0059	0.0004	0.0241	0.0235	0.0008	0.0000	47.8202	0.0000
FSSP241	111	1.0000	0.0000	0.0000	0.9829	0.0083	0.0004	0.0343	0.0331	0.0008	0.9657	0.0331	0.0008	0.0171	0.0083	0.0004	0.9829	0.0083	0.0004	0.0343	0.0331	0.0008	0.0000	47.3220	0.0000
FSSP242	12	1.0000	0.0000	0.0000	0.9891	0.0053	0.0004	0.0217	0.0212	0.0007	0.9783	0.0212	0.0007	0.0109	0.0053	0.0004	0.9891	0.0053	0.0004	0.0217	0.0212	0.0007	0.0000	47.9379	0.0000
FSSP243	123	1.0000	0.0000	0.0000	0.9836	0.0079	0.0004	0.0328	0.0317	0.0008	0.9672	0.0317	0.0008	0.0164	0.0079	0.0004	0.9836	0.0079	0.0004	0.0328	0.0317	0.0008	0.0000	47.3948	0.0000
FSSP244	5	1.0000	0.0000	0.0000	0.9866	0.0065	0.0004	0.0269	0.0261	0.0008	0.9731	0.0261	0.0008	0.0134	0.0065	0.0004	0.9866	0.0065	0.0004	0.0269	0.0261	0.0008	0.0000	47.6845	0.0000
FSSP245	14	1.0000	0.0000	0.0000	0.9871	0.0063	0.0004	0.0258	0.0251	0.0008	0.9742	0.0251	0.0008	0.0129	0.0063	0.0004	0.9871	0.0063	0.0004	0.0258	0.0251	0.0008	0.0000	47.7373	0.0000
FSSP246	16	1.0000	0.0000	0.0000	0.9860	0.0068	0.0004	0.0281	0.0273	0.0008	0.9719	0.0273	0.0008	0.0140	0.0068	0.0004	0.9860	0.0068	0.0004	0.0281	0.0273	0.0008	0.0000	47.6264	0.0000
FSSP247	6	1.0000	0.0000	0.0000	0.9847	0.0074	0.0004	0.0306	0.0297	0.0008	0.9694	0.0297	0.0008	0.0153	0.0074	0.0004	0.9847	0.0074	0.0004	0.0306	0.0297	0.0008	0.0000	47.5018	0.0000
FSSP248	9	1.0000	0.0000	0.0000	0.9860	0.0068	0.0004	0.0281	0.0273	0.0008	0.9719	0.0273	0.0008	0.0140	0.0068	0.0004	0.9860	0.0068	0.0004	0.0281	0.0273	0.0008	0.0000	47.6264	0.0000
FSSP249	15	1.0000	0.0000	0.0000	0.9862	0.0067	0.0004	0.0275	0.0268	0.0008	0.9725	0.0268	0.0008	0.0138	0.0067	0.0004	0.9862	0.0067	0.0004	0.0275	0.0268	0.0008	0.0000	47.6521	0.0000
FSSP250	131	1.0000	0.0000	0.0000	0.9820	0.0087	0.0004	0.0361	0.0348	0.0008	0.9639	0.0348	0.0008	0.0180	0.0087	0.0004	0.9820	0.0087	0.0004	0.0361	0.0348	0.0008	0.0000	47.2322	0.0000
HNL301	26	1.0000	0.0000	0.0000	0.9788	0.0102	0.0005	0.0425	0.0407	0.0010	0.9575	0.0407	0.0010	0.0212	0.0102	0.0005	0.9788	0.0102	0.0005	0.0425	0.0407	0.0010	0.0000	46.9199	0.0000
HNL302	25	1.0000	0.0000	0.0000	0.9764	0.0112	0.0005	0.0472	0.0450	0.0010	0.9528	0.0450	0.0010	0.0236	0.0112	0.0005	0.9764	0.0112	0.0005	0.0472	0.0450	0.0010	0.0000	46.6869	0.0000
HNL303	41	1.0000	0.0000	0.0000	0.9738	0.0124	0.0005	0.0523	0.0496	0.0010	0.9477	0.0496	0.0010	0.0262	0.0124	0.0005	0.9738	0.0124	0.0005	0.0523	0.0496	0.0010	0.0000	46.4372	0.0000
HNL304	35	1.0000	0.0000	0.0000	0.9763	0.0113	0.0005	0.0473	0.0451	0.0010	0.9527	0.0451	0.0010	0.0237	0.0113	0.0005	0.9763	0.0113	0.0005	0.0473	0.0451	0.0010	0.0000	46.6828	0.0000
HNL305	255	1.0000	0.0000	0.0000	0.9716	0.0134	0.0005	0.0568	0.0536	0.0010	0.9432	0.0536	0.0010	0.0284	0.0134	0.0005	0.9716	0.0134	0.0005	0.0568	0.0536	0.0010	0.0000	46.2169	0.0000
HNL306	316	1.0000	0.0000	0.0000	0.9698	0.0142	0.0005	0.0605	0.0568	0.0011	0.9395	0.0568	0.0011	0.0302	0.0142	0.0005	0.9698	0.0142	0.0005	0.0605	0.0568	0.0011	0.0000	46.0367	0.0000
HNL307	31	1.0000	0.0000	0.0000	0.9759	0.0115	0.0005	0.0481	0.0458	0.0010	0.9519	0.0458	0.0010	0.0241	0.0115	0.0005	0.9759	0.0115	0.0005	0.0481	0.0458	0.0010	0.0000	46.6428	0.0000
HNL308	26	1.0000	0.0000	0.0000	0.9758	0.0115	0.0005	0.0483	0.0460	0.0010	0.9517	0.0460	0.0010	0.0242	0.0115	0.0005	0.9758	0.0115	0.0005	0.0483	0.0460	0.0010	0.0000	46.6319	0.0000
HNL309	221	1.0000	0.0000	0.0000	0.9723	0.0131	0.0005	0.0555	0.0524	0.0010	0.9445	0.0524	0.0010	0.0277	0.0131	0.0005	0.9723	0.0131	0.0005	0.0555	0.0524	0.0010	0.0000	46.2817	0.0000
HNL310	29	1.0000	0.0000	0.0000	0.9809	0.0092	0.0005	0.0381	0.0367	0.0010	0.9619	0.0367	0.0010	0.0191	0.0092	0.0005	0.9809	0.0092	0.0005	0.0381	0.0367	0.0010	0.0000	47.1335	0.0000
MPO482	127	1.0000	0.0000	0.0000	0.9843	0.0076	0.0004	0.0314	0.0304	0.0008	0.9686	0.0304	0.0008	0.0157	0.0076	0.0004	0.9843	0.0076	0.0004	0.0314	0.0304	0.0008	0.0000	47.4630	0.0000
MPO483	95	1.0000	0.0000	0.0000	0.9844	0.0076	0.0004	0.0313	0.0303	0.0008	0.9687	0.0303	0.0008	0.0156	0.0076	0.0004	0.9844	0.0076	0.0004	0.0313	0.0303	0.0008	0.0000	47.4687	0.0000
MPO484	9	1.0000	0.0000	0.0000	0.9854	0.0071	0.0004	0.0292	0.0283	0.0008	0.9708	0.0283	0.0008	0.0146	0.0071	0.0004	0.9854	0.0071	0.0004	0.0292	0.0283	0.0008	0.0000	47.5720	0.0000
MPO485	152	1.0000	0.0000	0.0000	0.9772	0.0109	0.0004	0.0456	0.0435	0.0009	0.9544	0.0435	0.0009	0.0228	0.0109	0.0004	0.9772	0.0109	0.0004	0.0456	0.0435	0.0009	0.0000	46.7673	0.0000
MPO486	6	1.0000	0.0000	0.0000	0.9890	0.0054	0.0004	0.0220	0.0216	0.0008	0.9780	0.0216	0.0008	0.0110	0.0054	0.0004	0.9890	0.0054	0.0004	0.0220	0.0216	0.0008	0.0000	47.9209	0.0000
MPO487	10	1.0000	0.0000	0.0000	0.9876	0.0061	0.0004	0.0248	0.0242	0.0008	0.9752	0.0242	0.0008	0.0124	0.0061	0.0004	0.9876	0.0061	0.0004	0.0248	0.0242	0.0008	0.0000	47.7838	0.0000
MPO488	12	1.0000	0.0000	0.0000	0.9874	0.0061	0.0004	0.0252	0.0246	0.0008	0.9748	0.0246	0.0008	0.0126	0.0061	0.0004	0.9874	0.0061	0.0004	0.0252	0.0246	0.0008	0.0000	47.7665	0.0000
MPO489	10	1.0000	0.0000	0.0000	0.9865	0.0066	0.0004	0.0270	0.0263	0.0007	0.9730	0.0263	0.0007	0.0135	0.0066	0.0004	0.9865	0.0066	0.0004	0.0270	0.0263	0.0007	0.0000	47.6778	0.0000
MPO490	6	1.0000	0.0000	0.0000	0.9891	0.0053	0.0004	0.0218	0.0213	0.0008	0.9782	0.0213	0.0008	0.0109	0.0053	0.0004	0.9891	0.0053	0.0004	0.0218	0.0213	0.0008	0.0000	47.9329	0.0000
MPO491	6	1.0000	0.0000	0.0000	0.9875	0.0061	0.0004	0.0251	0.0244	0.0008	0.9749	0.0244	0.0008	0.0125	0.0061	0.0004	0.9875	0.0061	0.0004	0.0251	0.0244	0.0008	0.0000	47.7730	0.0000
OICP541	4	1.0000	0.0000	0.0000	0.9861	0.0067	0.0003	0.0277	0.0269	0.0007	0.9723	0.0269	0.0007	0.0139	0.0067	0.0003	0.9861	0.0067	0.0003	0.0277	0.0269	0.0007	0.0000	47.6432	0.0000
OICP542	5	1.0000	0.0000	0.0000	0.9842	0.0077	0.0004	0.0316	0.0306	0.0007	0.9684	0.0306	0.0007	0.0158	0.0077	0.0004	0.9842	0.0077	0.0004	0.0316	0.0306	0.0007	0.0000	47.4513	0.0000
OICP543	2	1.0000	0.0000	0.0000	0.9871	0.0063	0.0003	0.0257	0.0251	0.0007	0.9743	0.0251	0.0007	0.0129	0.0063	0.0003	0.9871	0.0063	0.0003	0.0257	0.0251	0.0007	0.0000	47.7392	0.0000
OICP544	68	1.0000	0.0000	0.0000	0.9864	0.0066	0.0003	0.0272	0.0265	0.0007	0.9728	0.0265	0.0007	0.0136	0.0066	0.0003	0.9864	0.0066	0.0003	0.0272	0.0265	0.0007	0.0000	47.6682	0.0000
OICP545	2	1.0000	0.0000	0.0000	0.9841	0.0077	0.0004	0.0318	0.0308	0.0007	0.9682	0.0308	0.0007	0.0159	0.0077	0.0004	0.9841	0.0077	0.0004	0.0318	0.0308	0.0007	0.0000	47.4442	0.0000
OICP546	4	1.0000	0.0000	0.0000	0.9835	0.0080	0.0004	0.0331	0.0320	0.0007	0.9669	0.0320	0.0007	0.0165	0.0080	0.0004	0.9835	0.0080	0.0004	0.0331	0.0320	0.0007	0.0000	47.3805	0.0000
OICP547	2	1.0000	0.0000	0.0000	0.9862	0.0067	0.0003	0.0276	0.0269	0.0007	0.9724	0.0269	0.0007	0.0138	0.0067	0.0003	0.9862	0.0067	0.0003	0.0276	0.0269	0.0007	0.0000	47.6462	0.0000
OICP548	5	1.0000	0.0000	0.0000	0.9851	0.0072	0.0004	0.0298	0.0289	0.0007	0.9702	0.0289	0.0007	0.0149	0.0072	0.0004	0.9851	0.0072	0.0004	0.0298	0.0289	0.0007	0.0000	47.5417	0.0000
OICP549	55	1.0000	0.0000	0.0000	0.9835	0.0080	0.0004	0.0329	0.0318	0.0007	0.9671	0.0318	0.0007	0.0165	0.0080	0.0004	0.9835	0.0080	0.0004	0.0329	0.0318	0.0007	0.0000	47.3876	0.0000
OICP550	64	1.0000	0.0000	0.0000	0.9833	0.0081	0.0004	0.0333	0.0322	0.0007	0.9667	0.0322	0.0007	0.0167	0.0081	0.0004	0.9833	0.0081	0.0004	0.0333	0.0322	0.0007	0.0000	47.3668	0.0000
IRO601	14	1.0000	0.0000	0.0000	0.9794	0.0099	0.0004	0.0413	0.0396	0.0008	0.9587	0.0396	0.0008	0.0206	0.0099	0.0004	0.9794	0.0099	0.0004	0.0413	0.0396	0.0008	0.0000	46.9776	0.0000
IRO602	7	1.0000	0.0000	0.0000	0.9762	0.0113	0.0004	0.0476	0.0454	0.0009	0.9524	0.0454	0.0009	0.0238	0.0113	0.0004	0.9762	0.0113	0.0004	0.0476	0.0454	0.0009	0.0000	46.6665	0.0000
IRO603	12	1.0000	0.0000	0.0000	0.9778	0.0106	0.0004	0.0444	0.0424	0.0009	0.9556	0.0424	0.0009	0.0222	0.0106	0.0004	0.9778	0.0106	0.0004	0.0444	0.0424	0.0009	0.0000	46.8271	0.0000
IRO604	278	1.0000	0.0000	0.0000	0.9743	0.0122	0.0005	0.0514	0.0487	0.0009	0.9486	0.0487	0.0009	0.0257	0.0122	0.0005	0.9743	0.0122	0.0005	0.0514	0.0487	0.0009	0.0000	46.4840	0.0000
IRO605	12	1.0000	0.0000	0.0000	0.9776	0.0107	0.0004	0.0448	0.0428	0.0009	0.9552	0.0428	0.0009	0.0224	0.0107	0.0004	0.9776	0.0107	0.0004	0.0448	0.0428	0.0009	0.0000	46.8061	0.0000
IRO606	16	1.0000	0.0000	0.0000	0.9801	0.0096	0.0004	0.0399	0.0383	0.0008	0.9601	0.0383	0.0008	0.0199	0.0096	0.0004	0.9801	0.0096	0.0004	0.0399	0.0383	0.0008	0.0000	47.0479	0.0000
IRO607	14	1.0000	0.0000	0.0000	0.9782	0.0104	0.0004	0.0436	0.0417	0.0009	0.9564	0.0417	0.0009	0.0218	0.0104	0.0004	0.9782	0.0104	0.0004	0.0436	0.0417	0.0009	0.0000	46.8635	0.0000
IRO608	316	1.0000	0.0000	0.0000	0.9707	0.0138	0.0005	0.0585	0.0551	0.0010	0.9415	0.0551	0.0010	0.0293	0.0138	0.0005	0.9707	0.0138	0.0005	0.0585	0.0551	0.0010	0.0000	46.1334	0.0000
IRO609	291	1.0000	0.0000	0.0000	0.9712	0.0136	0.0005	0.0576	0.0543	0.0010	0.9424	0.0543	0.0010	0.0288	0.0136	0.0005	0.9712	0.0136	0.0005	0.0576	0.0543	0.0010	0.0000	46.1768	0.0000
IRO610	8	1.0000	0.0000	0.0000	0.9854	0.0071	0.0004	0.0291	0.0283	0.0008	0.9709	0.0283	0.0008	0.0146	0.0071	0.0004	0.9854	0.0071	0.0004	0.0291	0.0283	0.0008	0.0000	47.5731	0.0000
HGRF661	4	1.0000	0.0000	0.0000	0.9912	0.0043	0.0003	0.0177	0.0174	0.0006	0.9823	0.0174	0.0006	0.0088	0.0043	0.0003	0.9912	0.0043	0.0003	0.0177	0.0174	0.0006	0.0000	48.1348	0.0000
HGRF662	5	1.0000	0.0000	0.0000	0.9918	0.0040	0.0003	0.0163	0.0161	0.0006	0.9837	0.0161	0.0006	0.0082	0.0040	0.0003	0.9918	0.0040	0.0003	0.0163	0.0161	0.0006	0.0000	48.2009	0.0000
HGRF663	1	1.0000	0.0000	0.0000	0.9913	0.0043	0.0003	0.0174	0.0171	0.0006	0.9826	0.0171	0.0006	0.0087	0.0043	0.0003	0.9913	0.0043	0.0003	0.0174	0.0171	0.0006	0.0000	48.1498	0.0000
HGRF664	50	1.0000	0.0000	0.0000	0.9912	0.0043	0.0003	0.0175	0.0172	0.0006	0.9825	0.0172	0.0006	0.0088	0.0043	0.0003	0.9912	0.0043	0.0003	0.0175	0.0172	0.0006	0.0000	48.1419	0.0000
HGRF665	105	1.0000	0.0000	0.0000	0.9887	0.0055	0.0003	0.0225	0.0220	0.0006	0.9775	0.0220	0.0006	0.0113	0.0055	0.0003	0.9887	0.0055	0.0003	0.0225	0.0220	0.0006	0.0000	47.8975	0.0000
HGRF666	2	1.0000	0.0000	0.0000	0.9924	0.0037	0.0003	0.0151	0.0149	0.0006	0.9849	0.0149	0.0006	0.0076	0.0037	0.0003	0.9924	0.0037	0.0003	0.0151	0.0149	0.0006	0.0000	48.2593	0.0000
HGRF667	57	1.0000	0.0000	0.0000	0.9917	0.0041	0.0003	0.0166	0.0163	0.0006	0.9834	0.0163	0.0006	0.0083	0.0041	0.0003	0.9917	0.0041	0.0003	0.0166	0.0163	0.0006	0.0000	48.1874	0.0000
HGRF668	2	1.0000	0.0000	0.0000	0.9923	0.0038	0.0003	0.0154	0.0152	0.0006	0.9846	0.0152	0.0006	0.0077	0.0038	0.0003	0.9923	0.0038	0.0003	0.0154	0.0152	0.0006	0.0000	48.2451	0.0000
HGRF669	3	1.0000	0.0000	0.0000	0.9915	0.0042	0.0003	0.0169	0.0167	0.0006	0.9831	0.0167	0.0006	0.0085	0.0042	0.0003	0.9915	0.0042	0.0003	0.0169	0.0167	0.0006	0.0000	48.1710	0.0000
HGRF670	6	1.0000	0.0000	0.0000	0.9934	0.0033	0.0003	0.0132	0.0130	0.0006	0.9868	0.0130	0.0006	0.0066	0.0033	0.0003	0.9934	0.0033	0.0003	0.0132	0.0130	0.0006	0.0000	48.3546	0.0000
PTP721	56	1.0000	0.0000	0.0000	0.9909	0.0045	0.0003	0.0183	0.0179	0.0006	0.9817	0.0179	0.0006	0.0091	0.0045	0.0003	0.9909	0.0045	0.0003	0.0183	0.0179	0.0006	0.0000	48.1054	0.0000
PTP722	56	1.0000	0.0000	0.0000	0.9903	0.0048	0.0003	0.0195	0.0191	0.0006	0.9805	0.0191	0.0006	0.0097	0.0048	0.0003	0.9903	0.0048	0.0003	0.0195	0.0191	0.0006	0.0000	48.0463	0.0000
PTP723	3	1.0000	0.0000	0.0000	0.9927	0.0036	0.0003	0.0145	0.0143	0.0007	0.9855	0.0143	0.0007	0.0073	0.0036	0.0003	0.9927	0.0036	0.0003	0.0145	0.0143	0.0007	0.0000	48.2911	0.0000
PTP724	1	1.0000	0.0000	0.0000	0.9920	0.0039	0.0003	0.0161	0.0158	0.0007	0.9839	0.0158	0.0007	0.0080	0.0039	0.0003	0.9920	0.0039	0.0003	0.0161	0.0158	0.0007	0.0000	48.2146	0.0000
PTP725	2	1.0000	0.0000	0.0000	0.9933	0.0033	0.0003	0.0135	0.0133	0.0007	0.9865	0.0133	0.0007	0.0067	0.0033	0.0003	0.9933	0.0033	0.0003	0.0135	0.0133	0.0007	0.0000	48.3407	0.0000
PTP726	3	1.0000	0.0000	0.0000	0.9917	0.0041	0.0003	0.0167	0.0164	0.0007	0.9833	0.0164	0.0007	0.0083	0.0041	0.0003	0.9917	0.0041	0.0003	0.0167	0.0164	0.0007	0.0000	48.1832	0.0000
PTP727	0	1.0000	0.0000	0.0000	0.9914	0.0042	0.0003	0.0172	0.0169	0.0007	0.9828	0.0169	0.0007	0.0086	0.0042	0.0003	0.9914	0.0042	0.0003	0.0172	0.0169	0.0007	0.0000	48.1598	0.0000
PTP728	6	1.0000	0.0000	0.0000	0.9909	0.0045	0.0003	0.0183	0.0180	0.0007	0.9817	0.0180	0.0007	0.0091	0.0045	0.0003	0.9909	0.0045	0.0003	0.0183	0.0180	0.0007	0.0000	48.1053	0.0000
PTP729	38	1.0000	0.0000	0.0000	0.9926	0.0036	0.0003	0.0148	0.0146	0.0006	0.9852	0.0146	0.0006	0.0074	0.0036	0.0003	0.9926	0.0036	0.0003	0.0148	0.0146	0.0006	0.0000	48.2759	0.0000
PTP730	3	1.0000	0.0000	0.0000	0.9906	0.0046	0.0003	0.0189	0.0185	0.0007	0.9811	0.0185	0.0007	0.0094	0.0046	0.0003	0.9906	0.0046	0.0003	0.0189	0.0185	0.0007	0.0000	48.0767	0.0000
RRL782	13	1.0000	0.0000	0.0000	0.9857	0.0069	0.0004	0.0285	0.0277	0.0008	0.9715	0.0277	0.0008	0.0143	0.0069	0.0004	0.9857	0.0069	0.0004	0.0285	0.0277	0.0008	0.0000	47.6044	0.0000
RRL783	11	1.0000	0.0000	0.0000	0.9828	0.0083	0.0004	0.0344	0.0332	0.0008	0.9656	0.0332	0.0008	0.0172	0.0083	0.0004	0.9828	0.0083	0.0004	0.0344	0.0332	0.0008	0.0000	47.3149	0.0000
RRL784	18	1.0000	0.0000	0.0000	0.9786	0.0103	0.0004	0.0429	0.0410	0.0009	0.9571	0.0410	0.0009	0.0214	0.0103	0.0004	0.9786	0.0103	0.0004	0.0429	0.0410	0.0009	0.0000	46.9011	0.0000
RRL785	10	1.0000	0.0000	0.0000	0.9775	0.0107	0.0004	0.0449	0.0429	0.0009	0.9551	0.0429	0.0009	0.0225	0.0107	0.0004	0.9775	0.0107	0.0004	0.0449	0.0429	0.0009	0.0000	46.7991	0.0000
RRL786	7	1.0000	0.0000	0.0000	0.9783	0.0104	0.0004	0.0434	0.0415	0.0009	0.9566	0.0415	0.0009	0.0217	0.0104	0.0004	0.9783	0.0104	0.0004	0.0434	0.0415	0.0009	0.0000	46.8766	0.0000
RRL787	22	1.0000	0.0000	0.0000	0.9743	0.0122	0.0005	0.0515	0.0488	0.0009	0.9485	0.0488	0.0009	0.0257	0.0122	0.0005	0.9743	0.0122	0.0005	0.0515	0.0488	0.0009	0.0000	46.4783	0.0000
RRL788	253	1.0000	0.0000	0.0000	0.9744	0.0122	0.0005	0.0512	0.0486	0.0009	0.9488	0.0486	0.0009	0.0256	0.0122	0.0005	0.9744	0.0122	0.0005	0.0512	0.0486	0.0009	0.0000	46.4902	0.0000
RRL789	16	1.0000	0.0000	0.0000	0.9755	0.0116	0.0004	0.0489	0.0466	0.0009	0.9511	0.0466	0.0009	0.0245	0.0116	0.0004	0.9755	0.0116	0.0004	0.0489	0.0466	0.0009	0.0000	46.6025	0.0000
RRL790	338	1.0000	0.0000	0.0000	0.9705	0.0139	0.0005	0.0590	0.0555	0.0010	0.9410	0.0555	0.0010	0.0295	0.0139	0.0005	0.9705	0.0139	0.0005	0.0590	0.0555	0.0010	0.0000	46.1092	0.0000
RRL791	269	1.0000	0.0000	0.0000	0.9696	0.0143	0.0005	0.0609	0.0572	0.0010	0.9391	0.0572	0.0010	0.0304	0.0143	0.0005	0.9696	0.0143	0.0005	0.0609	0.0572	0.0010	0.0000	46.0183	0.0000
