Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM491	1.318	1.165	0.112	0.122	0.076
MPO_WM482	1.255	1.141	0.083	0.107	0.228
MPO_WM483	1.261	1.138	0.082	0.105	0.215
MPO_WM485	1.304	1.161	0.106	0.120	0.118
MPO_WM484	1.283	1.152	0.095	0.115	0.172
MPO_WM488	1.302	1.159	0.097	0.119	0.178
MPO_WM482	1.294	1.159	0.098	0.118	0.168
MPO_WM490	1.292	1.157	0.098	0.118	0.166
MPO_WM489	1.322	1.173	0.119	0.125	0.048
MPO_WM489	1.279	1.153	0.095	0.113	0.166
MPO_WM487	1.246	1.137	0.077	0.105	0.260
MPO_WM482	1.274	1.148	0.093	0.111	0.166
MPO_WM492	1.363	1.186	0.127	0.136	0.061
MPO_WM486	1.330	1.172	0.117	0.127	0.076
MPO_WM490	1.295	1.157	0.103	0.118	0.125
MPO_WM483	1.307	1.161	0.104	0.120	0.129
MPO_WM482	1.263	1.145	0.085	0.110	0.231
MPO_WM487	1.280	1.153	0.095	0.116	0.177
MPO_WM484	1.339	1.175	0.117	0.129	0.093
MPO_WM491	1.307	1.163	0.108	0.120	0.095
MPO_WM492	1.315	1.162	0.107	0.119	0.106
MPO_WM484	1.290	1.156	0.098	0.117	0.168
MPO_WM483	1.304	1.159	0.103	0.119	0.133
MPO_WM491	1.326	1.171	0.113	0.126	0.107
MPO_WM486	1.302	1.163	0.109	0.120	0.094
MPO_WM487	1.286	1.157	0.096	0.118	0.186
MPO_WM482	1.329	1.172	0.114	0.125	0.086
MPO_WM488	1.280	1.147	0.099	0.109	0.099
MPO_WM483	1.309	1.166	0.113	0.121	0.070
MPO_WM490	1.290	1.156	0.102	0.117	0.127
MPO_WM482	1.270	1.143	0.087	0.107	0.190
MPO_WM488	1.273	1.151	0.096	0.114	0.157
MPO_WM482	1.310	1.165	0.104	0.122	0.153
MPO_WM483	1.318	1.169	0.115	0.122	0.060
MPO_WM495	1.313	1.163	0.114	0.120	0.047
MPO_WM484	1.299	1.159	0.103	0.118	0.126
MPO_WM493	1.338	1.176	0.121	0.128	0.059
MPO_WM494	1.317	1.167	0.112	0.123	0.093
MPO_WM485	1.332	1.174	0.116	0.130	0.108
MPO_WM485	1.319	1.167	0.116	0.122	0.050
MPO_WM483	1.261	1.143	0.089	0.107	0.169
MPO_WM489	1.291	1.157	0.102	0.116	0.120
MPO_WM491	1.309	1.166	0.112	0.122	0.077
MPO_WM482	1.311	1.163	0.109	0.121	0.095
MPO_WM486	1.277	1.148	0.093	0.112	0.163
MPO_WM488	1.336	1.173	0.121	0.127	0.048
