Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM21	1.392	1.215	0.153	0.151	-0.011
TGCP_WM16	1.412	1.229	0.162	0.160	-0.012
TGCP_WM21	1.409	1.218	0.150	0.156	0.034
TGCP_WM1	1.363	1.202	0.145	0.142	-0.024
TGCP_WM16	1.425	1.228	0.166	0.161	-0.033
TGCP_WM10	1.413	1.222	0.148	0.158	0.063
TGCP_WM15	1.411	1.223	0.159	0.158	-0.007
TGCP_WM14	1.426	1.231	0.160	0.164	0.020
TGCP_WM10	1.410	1.226	0.152	0.160	0.053
TGCP_WM1	1.405	1.219	0.155	0.155	-0.001
TGCP_WM12	1.396	1.214	0.153	0.151	-0.011
TGCP_WM10	1.384	1.212	0.146	0.150	0.026
TGCP_WM14	1.405	1.226	0.156	0.159	0.019
TGCP_WM1	1.430	1.228	0.161	0.163	0.011
TGCP_WM1	1.402	1.220	0.151	0.156	0.030
TGCP_WM14	1.416	1.228	0.153	0.162	0.055
TGCP_WM14	1.425	1.235	0.159	0.167	0.048
TGCP_WM11	1.385	1.217	0.152	0.151	-0.007
TGCP_WM10	1.432	1.237	0.168	0.167	-0.011
TGCP_WM10	1.411	1.219	0.156	0.155	-0.003
TGCP_WM10	1.426	1.229	0.159	0.163	0.024
TGCP_WM13	1.406	1.221	0.160	0.155	-0.033
TGCP_WM17	1.355	1.199	0.141	0.139	-0.018
TGCP_WM12	1.444	1.236	0.167	0.169	0.008
TGCP_WM15	1.390	1.216	0.152	0.152	-0.002
TGCP_WM14	1.444	1.232	0.163	0.166	0.015
TGCP_WM13	1.377	1.211	0.147	0.148	0.011
TGCP_WM10	1.384	1.213	0.150	0.150	-0.004
TGCP_WM18	1.390	1.212	0.145	0.150	0.036
TGCP_WM13	1.399	1.217	0.150	0.154	0.025
TGCP_WM19	1.396	1.216	0.154	0.152	-0.012
TGCP_WM11	1.414	1.227	0.158	0.160	0.011
TGCP_WM10	1.392	1.219	0.155	0.153	-0.017
TGCP_WM13	1.415	1.218	0.159	0.155	-0.024
TGCP_WM1	1.382	1.211	0.148	0.149	0.006
TGCP_WM15	1.393	1.216	0.151	0.152	0.007
TGCP_WM10	1.378	1.213	0.144	0.149	0.038
TGCP_WM13	1.413	1.222	0.154	0.158	0.023
TGCP_WM12	1.404	1.220	0.154	0.156	0.013
TGCP_WM11	1.425	1.238	0.164	0.167	0.016
