Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.576	1.170	0.105	0.119	0.119
MPO_WM482	1.587	1.174	0.108	0.121	0.109
MPO_WM482	1.587	1.173	0.107	0.121	0.114
MPO_WM482	1.572	1.169	0.103	0.118	0.131
MPO_WM482	1.583	1.173	0.106	0.121	0.119
MPO_WM482	1.583	1.172	0.106	0.120	0.116
MPO_WM482	1.585	1.171	0.104	0.120	0.129
MPO_WM482	1.584	1.173	0.107	0.121	0.113
MPO_WM482	1.586	1.173	0.107	0.121	0.112
MPO_WM482	1.586	1.172	0.105	0.120	0.123
MPO_WM482	1.586	1.172	0.106	0.120	0.119
MPO_WM482	1.577	1.170	0.104	0.119	0.127
MPO_WM482	1.585	1.172	0.106	0.121	0.124
MPO_WM482	1.584	1.171	0.105	0.120	0.125
MPO_WM482	1.583	1.172	0.106	0.120	0.123
MPO_WM482	1.584	1.172	0.107	0.120	0.113
MPO_WM482	1.586	1.173	0.107	0.121	0.114
MPO_WM482	1.581	1.171	0.105	0.120	0.126
MPO_WM482	1.586	1.171	0.104	0.120	0.129
