Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.436	1.171	0.107	0.122	0.119
MPO_WM482	1.472	1.181	0.117	0.129	0.090
MPO_WM482	1.404	1.164	0.098	0.116	0.153
MPO_WM484	1.470	1.181	0.116	0.129	0.096
MPO_WM483	1.426	1.170	0.106	0.120	0.120
MPO_WM482	1.392	1.161	0.095	0.114	0.166
MPO_WM483	1.390	1.156	0.093	0.112	0.171
MPO_WM482	1.426	1.170	0.109	0.120	0.085
MPO_WM482	1.429	1.168	0.102	0.120	0.155
MPO_WM483	1.437	1.173	0.108	0.123	0.119
MPO_WM484	1.397	1.159	0.090	0.114	0.211
MPO_WM484	1.458	1.179	0.117	0.127	0.076
MPO_WM484	1.419	1.165	0.099	0.118	0.162
MPO_WM484	1.430	1.172	0.104	0.123	0.153
MPO_WM483	1.428	1.169	0.108	0.120	0.101
MPO_WM483	1.439	1.171	0.110	0.122	0.097
MPO_WM483	1.408	1.164	0.103	0.117	0.113
MPO_WM483	1.415	1.166	0.103	0.118	0.127
MPO_WM482	1.454	1.174	0.113	0.125	0.097
MPO_WM485	1.421	1.167	0.106	0.119	0.111
MPO_WM482	1.447	1.174	0.111	0.124	0.106
MPO_WM482	1.433	1.170	0.106	0.121	0.123
MPO_WM490	1.448	1.176	0.112	0.126	0.106
MPO_WM483	1.414	1.167	0.104	0.118	0.119
MPO_WM482	1.395	1.163	0.096	0.115	0.163
MPO_WM485	1.418	1.168	0.099	0.120	0.173
MPO_WM485	1.495	1.187	0.124	0.134	0.074
MPO_WM483	1.455	1.175	0.112	0.125	0.103
MPO_WM482	1.446	1.176	0.110	0.125	0.115
MPO_WM482	1.411	1.167	0.104	0.118	0.117
MPO_WM483	1.426	1.169	0.102	0.121	0.154
MPO_WM483	1.447	1.173	0.110	0.123	0.109
MPO_WM482	1.408	1.160	0.097	0.114	0.145
MPO_WM485	1.442	1.175	0.109	0.125	0.122
MPO_WM482	1.431	1.171	0.107	0.122	0.118
MPO_WM483	1.411	1.166	0.105	0.117	0.102
MPO_WM482	1.459	1.180	0.118	0.128	0.072
MPO_WM483	1.443	1.175	0.112	0.123	0.094
MPO_WM484	1.419	1.168	0.106	0.119	0.110
MPO_WM487	1.408	1.166	0.103	0.117	0.124
MPO_WM482	1.432	1.166	0.107	0.119	0.094
MPO_WM482	1.424	1.168	0.107	0.119	0.096
MPO_WM483	1.364	1.150	0.084	0.108	0.215
MPO_WM482	1.457	1.180	0.116	0.127	0.085
MPO_WM483	1.446	1.175	0.112	0.124	0.097
MPO_WM484	1.467	1.179	0.115	0.128	0.100
MPO_WM486	1.414	1.165	0.102	0.118	0.136
MPO_WM486	1.411	1.163	0.099	0.116	0.145
MPO_WM482	1.398	1.162	0.098	0.115	0.155
MPO_WM482	1.424	1.168	0.102	0.120	0.148
MPO_WM486	1.416	1.166	0.103	0.119	0.131
MPO_WM482	1.409	1.164	0.102	0.116	0.124
MPO_WM484	1.411	1.163	0.100	0.116	0.139
