Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM10	1.542	1.229	0.152	0.155	0.019
TGCP_WM12	1.573	1.236	0.161	0.160	-0.008
TGCP_WM13	1.549	1.229	0.151	0.155	0.028
TGCP_WM1	1.536	1.224	0.150	0.152	0.012
TGCP_WM12	1.550	1.232	0.156	0.156	-0.002
TGCP_WM1	1.527	1.228	0.151	0.153	0.019
TGCP_WM1	1.528	1.226	0.151	0.152	0.009
TGCP_WM1	1.566	1.229	0.154	0.157	0.019
TGCP_WM12	1.582	1.239	0.164	0.162	-0.013
TGCP_WM10	1.557	1.234	0.156	0.158	0.010
TGCP_WM1	1.524	1.227	0.149	0.152	0.019
TGCP_WM10	1.522	1.220	0.144	0.149	0.029
TGCP_WM12	1.541	1.229	0.155	0.155	-0.004
TGCP_WM1	1.539	1.230	0.156	0.156	-0.003
TGCP_WM10	1.544	1.229	0.153	0.155	0.008
TGCP_WM10	1.560	1.233	0.155	0.158	0.015
TGCP_WM10	1.535	1.225	0.148	0.152	0.026
TGCP_WM13	1.543	1.229	0.153	0.155	0.012
TGCP_WM1	1.547	1.225	0.151	0.152	0.009
TGCP_WM10	1.588	1.243	0.162	0.164	0.012
TGCP_WM1	1.533	1.231	0.154	0.154	0.005
TGCP_WM1	1.570	1.239	0.161	0.162	0.009
TGCP_WM11	1.523	1.223	0.148	0.150	0.016
TGCP_WM1	1.544	1.230	0.154	0.155	0.010
TGCP_WM1	1.543	1.232	0.154	0.157	0.020
TGCP_WM1	1.539	1.228	0.156	0.154	-0.013
TGCP_WM10	1.578	1.234	0.157	0.159	0.016
TGCP_WM11	1.555	1.233	0.157	0.157	-0.002
TGCP_WM10	1.553	1.234	0.154	0.158	0.029
TGCP_WM12	1.538	1.228	0.154	0.153	-0.002
TGCP_WM10	1.565	1.233	0.157	0.159	0.011
TGCP_WM11	1.524	1.219	0.148	0.149	0.006
TGCP_WM10	1.525	1.227	0.152	0.152	0.003
TGCP_WM1	1.550	1.231	0.157	0.156	-0.006
TGCP_WM1	1.547	1.231	0.154	0.156	0.011
TGCP_WM1	1.520	1.230	0.155	0.153	-0.013
TGCP_WM10	1.538	1.228	0.154	0.154	0.001
TGCP_WM1	1.561	1.231	0.154	0.157	0.020
TGCP_WM13	1.547	1.232	0.155	0.156	0.008
TGCP_WM1	1.545	1.227	0.152	0.154	0.013
TGCP_WM1	1.558	1.229	0.154	0.156	0.010
TGCP_WM1	1.532	1.229	0.156	0.154	-0.013
TGCP_WM13	1.557	1.226	0.151	0.154	0.017
TGCP_WM1	1.548	1.231	0.153	0.156	0.020
TGCP_WM10	1.556	1.232	0.155	0.157	0.017
TGCP_WM11	1.535	1.226	0.153	0.152	-0.007
TGCP_WM1	1.550	1.229	0.156	0.155	-0.004
TGCP_WM1	1.529	1.226	0.153	0.152	-0.006
TGCP_WM1	1.529	1.224	0.149	0.152	0.016
TGCP_WM12	1.562	1.231	0.159	0.157	-0.010
TGCP_WM10	1.545	1.227	0.152	0.154	0.013
TGCP_WM11	1.532	1.224	0.146	0.152	0.035
TGCP_WM1	1.528	1.227	0.149	0.153	0.030
TGCP_WM1	1.526	1.222	0.148	0.150	0.014
TGCP_WM1	1.555	1.231	0.155	0.157	0.011
TGCP_WM11	1.546	1.232	0.156	0.156	0.000
TGCP_WM11	1.555	1.231	0.158	0.156	-0.017
TGCP_WM10	1.545	1.230	0.151	0.155	0.025
TGCP_WM11	1.539	1.227	0.153	0.153	0.002
TGCP_WM12	1.547	1.230	0.152	0.155	0.022
TGCP_WM1	1.535	1.226	0.154	0.153	-0.005
TGCP_WM1	1.530	1.227	0.154	0.153	-0.007
TGCP_WM1	1.539	1.230	0.156	0.154	-0.011
