Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM724	1.187	1.080	0.048	0.055	0.124
PTP_WM722	1.202	1.087	0.053	0.059	0.107
PTP_WM723	1.190	1.081	0.048	0.055	0.133
PTP_WM721	1.189	1.081	0.046	0.055	0.171
PTP_WM723	1.185	1.080	0.048	0.054	0.108
PTP_WM723	1.214	1.086	0.054	0.059	0.093
PTP_WM721	1.212	1.086	0.051	0.059	0.133
PTP_WM721	1.210	1.085	0.052	0.058	0.099
PTP_WM721	1.196	1.080	0.048	0.055	0.140
PTP_WM721	1.177	1.076	0.043	0.052	0.172
PTP_WM724	1.185	1.079	0.046	0.054	0.136
PTP_WM726	1.220	1.089	0.057	0.061	0.070
PTP_WM725	1.202	1.082	0.051	0.056	0.084
PTP_WM723	1.203	1.082	0.052	0.056	0.080
PTP_WM723	1.185	1.080	0.049	0.054	0.096
PTP_WM721	1.198	1.082	0.050	0.056	0.106
PTP_WM721	1.186	1.080	0.048	0.054	0.119
PTP_WM721	1.194	1.084	0.051	0.057	0.100
PTP_WM723	1.204	1.085	0.053	0.058	0.083
PTP_WM722	1.206	1.085	0.051	0.057	0.109
PTP_WM725	1.205	1.086	0.051	0.059	0.129
PTP_WM721	1.196	1.083	0.052	0.057	0.082
PTP_WM721	1.198	1.083	0.052	0.057	0.087
PTP_WM722	1.186	1.079	0.047	0.054	0.128
PTP_WM721	1.197	1.082	0.052	0.056	0.078
PTP_WM723	1.196	1.082	0.051	0.056	0.095
PTP_WM722	1.220	1.089	0.056	0.061	0.081
PTP_WM721	1.203	1.085	0.052	0.058	0.102
PTP_WM721	1.205	1.083	0.051	0.057	0.109
PTP_WM723	1.184	1.079	0.047	0.054	0.138
PTP_WM722	1.199	1.082	0.050	0.056	0.115
PTP_WM721	1.209	1.086	0.052	0.058	0.111
PTP_WM723	1.196	1.084	0.049	0.057	0.132
PTP_WM721	1.196	1.084	0.050	0.057	0.119
PTP_WM723	1.187	1.080	0.048	0.054	0.119
PTP_WM723	1.193	1.080	0.048	0.055	0.130
PTP_WM721	1.184	1.081	0.050	0.055	0.091
PTP_WM723	1.198	1.082	0.049	0.056	0.125
PTP_WM721	1.202	1.083	0.051	0.057	0.093
PTP_WM721	1.201	1.082	0.053	0.056	0.061
PTP_WM721	1.174	1.077	0.043	0.052	0.174
PTP_WM723	1.202	1.083	0.051	0.057	0.105
PTP_WM721	1.208	1.086	0.054	0.058	0.071
PTP_WM722	1.188	1.080	0.047	0.054	0.124
PTP_WM725	1.192	1.082	0.051	0.056	0.080
PTP_WM722	1.191	1.077	0.047	0.053	0.109
PTP_WM722	1.193	1.081	0.049	0.055	0.115
PTP_WM728	1.202	1.085	0.053	0.058	0.088
PTP_WM722	1.215	1.088	0.054	0.060	0.108
PTP_WM721	1.199	1.084	0.051	0.057	0.110
PTP_WM725	1.223	1.089	0.057	0.061	0.067
PTP_WM722	1.202	1.082	0.052	0.056	0.081
PTP_WM722	1.202	1.086	0.050	0.058	0.140
PTP_WM723	1.187	1.082	0.049	0.056	0.119
PTP_WM724	1.191	1.083	0.050	0.056	0.107
PTP_WM722	1.189	1.081	0.049	0.055	0.115
PTP_WM722	1.218	1.089	0.052	0.061	0.141
PTP_WM722	1.204	1.084	0.051	0.057	0.117
PTP_WM721	1.180	1.079	0.047	0.054	0.113
PTP_WM722	1.204	1.085	0.053	0.059	0.104
PTP_WM722	1.194	1.079	0.048	0.055	0.114
