Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM484	0.171900	0.067997	0.000000	0.198839
MPO_WM484	0.169536	0.068465	0.000000	0.190917
MPO_WM484	0.169918	0.062721	0.000000	0.197244
MPO_WM484	0.163974	0.065600	0.000000	0.201866
MPO_WM483	0.163963	0.069357	0.000000	0.189642
MPO_WM483	0.163872	0.067032	0.000000	0.186794
MPO_WM483	0.172065	0.062806	0.000000	0.192951
MPO_WM483	0.170274	0.066140	0.000000	0.188825
MPO_WM482	0.165223	0.062707	0.000000	0.179935
MPO_WM485	0.166182	0.060574	0.000000	0.190473
MPO_WM482	0.175459	0.067085	0.000000	0.190594
MPO_WM482	0.159728	0.062721	0.000000	0.186771
MPO_WM490	0.164038	0.062571	0.000000	0.186593
MPO_WM483	0.166783	0.062468	0.000000	0.195896
MPO_WM482	0.182359	0.067232	0.000000	0.203914
MPO_WM485	0.161585	0.064807	0.000000	0.198628
MPO_WM485	0.161193	0.066082	0.000000	0.190446
MPO_WM483	0.159718	0.063199	0.000000	0.185890
MPO_WM482	0.162585	0.068297	0.000000	0.185708
MPO_WM482	0.168382	0.072675	0.000000	0.195464
MPO_WM483	0.165929	0.065453	0.000000	0.191111
MPO_WM483	0.163418	0.069617	0.000000	0.192757
MPO_WM482	0.167440	0.061781	0.000000	0.196112
MPO_WM485	0.169924	0.072738	0.000000	0.186208
MPO_WM482	0.159174	0.062314	0.000000	0.190912
MPO_WM483	0.165699	0.063544	0.000000	0.194755
MPO_WM482	0.164926	0.062130	0.000000	0.187375
MPO_WM483	0.165906	0.071761	0.000000	0.179786
MPO_WM484	0.165109	0.070106	0.000000	0.198098
MPO_WM487	0.175550	0.062330	0.000000	0.191468
MPO_WM482	0.161561	0.065982	0.000000	0.177600
MPO_WM482	0.159903	0.062344	0.000000	0.190128
MPO_WM483	0.166339	0.066234	0.000000	0.194656
MPO_WM482	0.168937	0.071204	0.000000	0.190852
MPO_WM483	0.170792	0.066612	0.000000	0.188818
MPO_WM484	0.158468	0.054920	0.000000	0.185473
MPO_WM486	0.157879	0.060251	0.000000	0.186883
MPO_WM486	0.169086	0.064487	0.000000	0.190246
MPO_WM482	0.175507	0.067079	0.000000	0.197337
MPO_WM482	0.177108	0.065575	0.000000	0.197162
MPO_WM486	0.160111	0.064009	0.000000	0.198242
MPO_WM482	0.169921	0.066951	0.000000	0.192449
MPO_WM484	0.169697	0.065496	0.000000	0.195925
