Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM484	0.162795	0.061249	0.000000	0.195139
MPO_WM482	0.166712	0.064440	0.000000	0.192261
MPO_WM482	0.160254	0.068649	0.000000	0.192366
MPO_WM483	0.161916	0.067263	0.000000	0.189558
MPO_WM482	0.165645	0.060988	0.000000	0.188535
MPO_WM483	0.164833	0.060623	0.000000	0.192809
MPO_WM482	0.169380	0.068519	0.000000	0.194637
MPO_WM482	0.162517	0.063514	0.000000	0.193746
MPO_WM486	0.170472	0.066496	0.000000	0.185511
MPO_WM482	0.167823	0.060900	0.000000	0.187870
MPO_WM483	0.164325	0.064519	0.000000	0.183864
MPO_WM482	0.168194	0.067914	0.000000	0.191966
MPO_WM482	0.168627	0.065885	0.000000	0.184819
MPO_WM484	0.168680	0.060834	0.000000	0.195269
MPO_WM482	0.166559	0.065986	0.000000	0.186825
MPO_WM484	0.167562	0.063600	0.000000	0.189478
MPO_WM483	0.167171	0.063326	0.000000	0.189536
MPO_WM485	0.164117	0.067432	0.000000	0.191480
MPO_WM482	0.167643	0.061242	0.000000	0.190315
MPO_WM483	0.159644	0.063420	0.000000	0.189630
MPO_WM485	0.169192	0.065882	0.000000	0.182444
MPO_WM483	0.168424	0.068715	0.000000	0.189517
MPO_WM482	0.165486	0.065824	0.000000	0.186327
MPO_WM482	0.167815	0.065072	0.000000	0.190394
MPO_WM482	0.169293	0.060567	0.000000	0.194783
MPO_WM482	0.165414	0.064033	0.000000	0.189525
MPO_WM483	0.163251	0.064925	0.000000	0.186738
MPO_WM482	0.166549	0.064356	0.000000	0.185103
MPO_WM482	0.159467	0.065804	0.000000	0.188981
MPO_WM483	0.162513	0.064339	0.000000	0.193327
MPO_WM482	0.164187	0.070694	0.000000	0.192940
MPO_WM483	0.165144	0.067676	0.000000	0.190873
MPO_WM482	0.159387	0.058567	0.000000	0.188743
MPO_WM483	0.161375	0.060119	0.000000	0.187088
MPO_WM485	0.168239	0.065431	0.000000	0.191734
MPO_WM482	0.168596	0.070562	0.000000	0.190955
MPO_WM482	0.167513	0.065993	0.000000	0.194812
