Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.163710	0.068936	0.000000	0.185311
MPO_WM486	0.168262	0.057999	0.000000	0.192767
MPO_WM484	0.163897	0.060755	0.000000	0.191595
MPO_WM482	0.169861	0.068076	0.000000	0.183486
MPO_WM482	0.159095	0.073011	0.000000	0.191316
MPO_WM483	0.157265	0.065030	0.000000	0.200423
MPO_WM486	0.158987	0.071614	0.000000	0.199839
MPO_WM483	0.160088	0.065341	0.000000	0.186251
MPO_WM483	0.162603	0.065601	0.000000	0.189746
MPO_WM493	0.155222	0.065810	0.000000	0.186002
MPO_WM491	0.157497	0.054733	0.000000	0.178592
MPO_WM482	0.157182	0.066156	0.000000	0.192766
MPO_WM484	0.170158	0.071567	0.000000	0.193688
MPO_WM485	0.175440	0.063396	0.000000	0.190069
MPO_WM483	0.165877	0.073918	0.000000	0.200061
MPO_WM483	0.157116	0.072483	0.000000	0.186256
MPO_WM485	0.163748	0.071374	0.000000	0.197041
MPO_WM485	0.162293	0.072892	0.000000	0.187683
MPO_WM483	0.162413	0.067663	0.000000	0.205543
MPO_WM483	0.165461	0.064401	0.000000	0.195394
