Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM12	0.000000	0.178224	0.181362	0.182963
TGCP_WM10	0.000000	0.160542	0.163710	0.171514
TGCP_WM11	0.000000	0.173180	0.168262	0.196818
TGCP_WM10	0.000000	0.165736	0.163897	0.189683
TGCP_WM10	0.000000	0.180466	0.169861	0.183858
TGCP_WM14	0.000000	0.163949	0.159095	0.174088
TGCP_WM14	0.000000	0.154354	0.157265	0.174645
TGCP_WM1	0.000000	0.169840	0.158987	0.182826
TGCP_WM1	0.000000	0.165609	0.160088	0.171701
TGCP_WM10	0.000000	0.173332	0.162603	0.180399
TGCP_WM1	0.000000	0.167086	0.155222	0.187763
TGCP_WM12	0.000000	0.165523	0.157497	0.179152
TGCP_WM13	0.000000	0.158407	0.157182	0.176145
TGCP_WM1	0.000000	0.179715	0.170158	0.186079
TGCP_WM11	0.000000	0.172578	0.175440	0.208488
TGCP_WM11	0.000000	0.164581	0.165877	0.182232
TGCP_WM10	0.000000	0.162583	0.157116	0.175960
TGCP_WM15	0.000000	0.173117	0.163748	0.180332
TGCP_WM12	0.000000	0.170689	0.162293	0.184196
TGCP_WM1	0.000000	0.168456	0.162413	0.191539
TGCP_WM11	0.000000	0.175157	0.165461	0.186065
