# Population TGCP	WM1,WM10,WM11,WM12,WM13,WM14,WM15,WM16,WM17,WM18,WM19,WM2,WM20,WM21,WM22,WM23,WM24,WM3,WM4,WM5,WM6,WM7,WM8,WM9
# Population MPO	WM482,WM483,WM484,WM485,WM486,WM487,WM488,WM489,WM490,WM491,WM492,WM493,WM494,WM495,WM496,WM497,WM498,WM499,WM500,WM501,WM502,WM503,WM504,WM505
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	3505	TGCP	MPO	un	315362	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3522	TGCP	MPO	un	316892	0.9333	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	3849	TGCP	MPO	un	346322	0.2044	0.0000	0.0000	0.0591	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	4039	TGCP	MPO	un	363422	0.2360	0.0000	0.0000	0.0717	0.0000	0.0000	0.0714	0.0000	0.0000
22540000	4246	TGCP	MPO	un	382052	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	4271	TGCP	MPO	un	384302	0.1277	0.0000	0.0000	0.0213	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	4320	TGCP	MPO	un	388712	0.9783	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	4498	TGCP	MPO	un	404732	0.2138	0.0000	0.0000	0.0582	0.0000	0.0000	0.0580	0.0000	0.0000
22540000	4657	TGCP	MPO	un	419042	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	4675	TGCP	MPO	un	420662	0.0564	0.0000	0.0000	0.0576	0.0000	0.0000	0.0576	0.0000	0.0000
22540000	4788	TGCP	MPO	un	430832	0.7836	0.0000	0.0000	0.7494	0.0000	0.0000	0.7495	0.0000	0.0000
22540000	4801	TGCP	MPO	un	432002	0.4772	0.0000	0.0000	0.4805	0.0000	0.0000	0.4806	0.0000	0.0000
22540000	4811	TGCP	MPO	un	432902	0.3089	0.0000	0.0000	0.1371	0.0000	0.0000	0.1376	0.0000	0.0000
22540000	5049	TGCP	MPO	un	454322	0.1489	0.0000	0.0000	0.0289	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	5068	TGCP	MPO	un	456032	-0.0018	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5107	TGCP	MPO	un	459542	0.2879	0.0000	0.0000	0.1188	0.0000	0.0000	0.1193	0.0000	0.0000
22540000	5675	TGCP	MPO	un	510662	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5691	TGCP	MPO	un	512102	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5751	TGCP	MPO	un	517502	0.6298	0.0000	0.0000	0.5917	0.0000	0.0000	0.5915	0.0000	0.0000
22540000	5880	TGCP	MPO	un	529112	-0.0099	0.0000	0.0000	-0.0023	0.0000	0.0000	-0.0024	0.0000	0.0000
22540000	6002	TGCP	MPO	un	540092	0.1064	0.0000	0.0000	0.0150	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	6114	TGCP	MPO	un	550172	-0.0213	0.0000	0.0000	-0.0019	0.0000	0.0000	-0.0019	0.0000	0.0000
22540000	6226	TGCP	MPO	un	560252	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	6308	TGCP	MPO	un	567632	0.9085	0.0000	0.0000	0.8956	0.0000	0.0000	0.8955	0.0000	0.0000
22540000	6351	TGCP	MPO	un	571502	-0.0018	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	6388	TGCP	MPO	un	574832	-0.0010	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	6406	TGCP	MPO	un	576452	0.1255	0.0000	0.0000	0.1157	0.0000	0.0000	0.1157	0.0000	0.0000
22540000	6460	TGCP	MPO	un	581312	0.2041	0.0000	0.0000	0.0528	0.0000	0.0000	0.0526	0.0000	0.0000
22540000	6686	TGCP	MPO	un	601652	0.9108	0.0000	0.0000	0.9007	0.0000	0.0000	0.9007	0.0000	0.0000
22540000	6738	TGCP	MPO	un	606332	0.0465	0.0000	0.0000	0.0034	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6824	TGCP	MPO	un	614072	0.1036	0.0000	0.0000	0.0149	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	6840	TGCP	MPO	un	615512	0.2879	0.0000	0.0000	0.1188	0.0000	0.0000	0.1193	0.0000	0.0000
22540000	6851	TGCP	MPO	un	616502	0.0355	0.0000	0.0000	0.0026	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	6953	TGCP	MPO	un	625682	0.1387	0.0000	0.0000	0.0284	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	7193	TGCP	MPO	un	647282	0.0604	0.0000	0.0000	0.0045	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	7286	TGCP	MPO	un	655652	0.1836	0.0000	0.0000	0.0476	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	7292	TGCP	MPO	un	656192	0.0141	0.0000	0.0000	0.0017	0.0000	0.0000	0.0019	0.0000	0.0000
22540000	7358	TGCP	MPO	un	662132	0.1277	0.0000	0.0000	0.0213	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	7422	TGCP	MPO	un	667892	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	7499	TGCP	MPO	un	674822	0.0645	0.0000	0.0000	0.0327	0.0000	0.0000	0.0324	0.0000	0.0000
22540000	7748	TGCP	MPO	un	697232	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	7803	TGCP	MPO	un	702182	0.0409	0.0000	0.0000	0.0028	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	7855	TGCP	MPO	un	706862	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8008	TGCP	MPO	un	720632	0.2128	0.0000	0.0000	0.0595	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	8012	TGCP	MPO	un	720992	0.0689	0.0000	0.0000	0.0064	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	8228	TGCP	MPO	un	740432	0.3564	0.0000	0.0000	0.1781	0.0000	0.0000	0.1783	0.0000	0.0000
22540000	8315	TGCP	MPO	un	748262	-0.0039	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8399	TGCP	MPO	un	755822	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	8467	TGCP	MPO	un	761942	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	8485	TGCP	MPO	un	763562	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8516	TGCP	MPO	un	766352	0.0575	0.0000	0.0000	0.0055	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	8517	TGCP	MPO	un	766442	0.0355	0.0000	0.0000	0.0026	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	8842	TGCP	MPO	un	795692	0.9114	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	9026	TGCP	MPO	un	812252	0.4486	0.0000	0.0000	0.2988	0.0000	0.0000	0.2996	0.0000	0.0000
22540000	9078	TGCP	MPO	un	816932	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	9097	TGCP	MPO	un	818642	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	9294	TGCP	MPO	un	836372	0.2507	0.0000	0.0000	0.0864	0.0000	0.0000	0.0866	0.0000	0.0000
22540000	9628	TGCP	MPO	un	866432	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	9714	TGCP	MPO	un	874172	0.0375	0.0000	0.0000	0.0051	0.0000	0.0000	0.0051	0.0000	0.0000
22540000	9896	TGCP	MPO	un	890552	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	9991	TGCP	MPO	un	899102	0.1163	0.0000	0.0000	0.0180	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	10153	TGCP	MPO	un	913682	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	10158	TGCP	MPO	un	914132	0.0178	0.0000	0.0000	0.0009	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	10308	TGCP	MPO	un	927632	0.3404	0.0000	0.0000	0.1573	0.0000	0.0000	0.1573	0.0000	0.0000
22540000	10371	TGCP	MPO	un	933302	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	10655	TGCP	MPO	un	958862	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	10662	TGCP	MPO	un	959492	0.4135	0.0000	0.0000	0.2456	0.0000	0.0000	0.2446	0.0000	0.0000
22540000	10665	TGCP	MPO	un	959762	0.2507	0.0000	0.0000	0.0864	0.0000	0.0000	0.0866	0.0000	0.0000
22540000	10740	TGCP	MPO	un	966512	0.5362	0.0000	0.0000	0.4150	0.0000	0.0000	0.4156	0.0000	0.0000
22540000	10927	TGCP	MPO	un	983342	0.1244	0.0000	0.0000	0.0676	0.0000	0.0000	0.0676	0.0000	0.0000
22540000	10998	TGCP	MPO	un	989732	0.0236	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	11033	TGCP	MPO	un	992882	0.0689	0.0000	0.0000	0.0064	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	11101	TGCP	MPO	un	999002	0.6132	0.0000	0.0000	0.5262	0.0000	0.0000	0.5261	0.0000	0.0000
22540000	11208	TGCP	MPO	un	1008632	0.8883	0.0000	0.0000	0.8733	0.0000	0.0000	0.8733	0.0000	0.0000
22540000	11233	TGCP	MPO	un	1010882	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	11371	TGCP	MPO	un	1023302	0.4721	0.0000	0.0000	0.3279	0.0000	0.0000	0.3286	0.0000	0.0000
22540000	11445	TGCP	MPO	un	1029962	0.2207	0.0000	0.0000	0.0717	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	11493	TGCP	MPO	un	1034282	0.9132	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	11557	TGCP	MPO	un	1040042	0.0409	0.0000	0.0000	0.0028	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	11662	TGCP	MPO	un	1049492	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	11717	TGCP	MPO	un	1054442	0.0398	0.0000	0.0000	0.0080	0.0000	0.0000	0.0077	0.0000	0.0000
22540000	11965	TGCP	MPO	un	1076762	0.0424	0.0000	0.0000	0.0032	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	12046	TGCP	MPO	un	1084052	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	12207	TGCP	MPO	un	1098542	0.1629	0.0000	0.0000	0.0375	0.0000	0.0000	0.0378	0.0000	0.0000
22540000	12236	TGCP	MPO	un	1101152	0.1465	0.0000	0.0000	0.0260	0.0000	0.0000	0.0257	0.0000	0.0000
22540000	12347	TGCP	MPO	un	1111142	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	12438	TGCP	MPO	un	1119332	0.1796	0.0000	0.0000	0.0474	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	12637	TGCP	MPO	un	1137242	0.0618	0.0000	0.0000	0.0057	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	12686	TGCP	MPO	un	1141652	0.1329	0.0000	0.0000	0.0401	0.0000	0.0000	0.0407	0.0000	0.0000
22540000	14506	TGCP	MPO	un	1305452	0.2419	0.0000	0.0000	0.0724	0.0000	0.0000	0.0719	0.0000	0.0000
22540000	17050	TGCP	MPO	un	1534412	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	21936	TGCP	MPO	un	1974152	0.8473	0.0000	0.0000	0.8247	0.0000	0.0000	0.8247	0.0000	0.0000
22540000	24334	TGCP	MPO	un	2189972	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	25383	TGCP	MPO	un	2284382	0.3163	0.0000	0.0000	0.1311	0.0000	0.0000	0.1308	0.0000	0.0000
22540000	25490	TGCP	MPO	un	2294012	0.1836	0.0000	0.0000	0.0476	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	25828	TGCP	MPO	un	2324432	0.8889	0.0000	0.0000	0.8794	0.0000	0.0000	0.8794	0.0000	0.0000
22540000	25830	TGCP	MPO	un	2324612	0.1831	0.0000	0.0000	0.0392	0.0000	0.0000	0.0386	0.0000	0.0000
22540000	26311	TGCP	MPO	un	2367902	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	26380	TGCP	MPO	un	2374112	0.1658	0.0000	0.0000	0.0408	0.0000	0.0000	0.0415	0.0000	0.0000
22540000	27514	TGCP	MPO	un	2476172	0.4412	0.0000	0.0000	0.2741	0.0000	0.0000	0.2743	0.0000	0.0000
22540000	27538	TGCP	MPO	un	2478332	0.5319	0.0000	0.0000	0.3860	0.0000	0.0000	0.3860	0.0000	0.0000
22540000	28509	TGCP	MPO	un	2565722	0.4355	0.0000	0.0000	0.2739	0.0000	0.0000	0.2743	0.0000	0.0000
22540000	28866	TGCP	MPO	un	2597852	0.2954	0.0000	0.0000	0.1835	0.0000	0.0000	0.1842	0.0000	0.0000
22540000	29716	TGCP	MPO	un	2674352	0.0292	0.0000	0.0000	0.0014	0.0000	0.0000	0.0012	0.0000	0.0000
22540000	29876	TGCP	MPO	un	2688752	0.6937	0.0000	0.0000	0.6117	0.0000	0.0000	0.6116	0.0000	0.0000
22540000	29893	TGCP	MPO	un	2690282	0.2340	0.0000	0.0000	0.0724	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	30651	TGCP	MPO	un	2758502	0.0644	0.0000	0.0000	0.0062	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	30807	TGCP	MPO	un	2772542	0.0915	0.0000	0.0000	0.0108	0.0000	0.0000	0.0107	0.0000	0.0000
22540000	31286	TGCP	MPO	un	2815652	0.5893	0.0000	0.0000	0.5639	0.0000	0.0000	0.5638	0.0000	0.0000
22540000	31411	TGCP	MPO	un	2826902	0.0758	0.0000	0.0000	0.0077	0.0000	0.0000	0.0076	0.0000	0.0000
22540000	31727	TGCP	MPO	un	2855342	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	32168	TGCP	MPO	un	2895032	0.0244	0.0000	0.0000	0.0012	0.0000	0.0000	0.0012	0.0000	0.0000
22540000	32785	TGCP	MPO	un	2950562	0.2326	0.0000	0.0000	0.0719	0.0000	0.0000	0.0719	0.0000	0.0000
22540000	32941	TGCP	MPO	un	2964602	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	33745	TGCP	MPO	un	3036962	0.0913	0.0000	0.0000	0.0395	0.0000	0.0000	0.0393	0.0000	0.0000
22540000	34617	TGCP	MPO	un	3115442	0.6495	0.0000	0.0000	0.5686	0.0000	0.0000	0.5688	0.0000	0.0000
22540000	34673	TGCP	MPO	un	3120482	0.1226	0.0000	0.0000	0.0183	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	34676	TGCP	MPO	un	3120752	0.6495	0.0000	0.0000	0.5686	0.0000	0.0000	0.5688	0.0000	0.0000
22540000	34702	TGCP	MPO	un	3123092	-0.0077	0.0000	0.0000	-0.0032	0.0000	0.0000	-0.0032	0.0000	0.0000
22540000	34925	TGCP	MPO	un	3143162	0.4074	0.0000	0.0000	0.3627	0.0000	0.0000	0.3628	0.0000	0.0000
22540000	34926	TGCP	MPO	un	3143252	-0.0105	0.0000	0.0000	-0.0068	0.0000	0.0000	-0.0069	0.0000	0.0000
22540000	35203	TGCP	MPO	un	3168182	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	35290	TGCP	MPO	un	3176012	0.1456	0.0000	0.0000	0.0288	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	35668	TGCP	MPO	un	3210032	0.2982	0.0000	0.0000	0.1365	0.0000	0.0000	0.1376	0.0000	0.0000
22540000	35697	TGCP	MPO	un	3212642	0.8424	0.0000	0.0000	0.8328	0.0000	0.0000	0.8329	0.0000	0.0000
22540000	35721	TGCP	MPO	un	3214802	0.3855	0.0000	0.0000	0.3384	0.0000	0.0000	0.3384	0.0000	0.0000
22540000	36209	TGCP	MPO	un	3258722	0.1836	0.0000	0.0000	0.0476	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	36232	TGCP	MPO	un	3260792	0.3794	0.0000	0.0000	0.2806	0.0000	0.0000	0.2813	0.0000	0.0000
22540000	36303	TGCP	MPO	un	3267182	0.5050	0.0000	0.0000	0.3567	0.0000	0.0000	0.3569	0.0000	0.0000
22540000	36793	TGCP	MPO	un	3311282	0.1456	0.0000	0.0000	0.0288	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	36815	TGCP	MPO	un	3313262	0.0504	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	36864	TGCP	MPO	un	3317672	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	36893	TGCP	MPO	un	3320282	-0.0011	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	36909	TGCP	MPO	un	3321722	0.2178	0.0000	0.0000	0.0651	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	37058	TGCP	MPO	un	3335132	0.7816	0.0000	0.0000	0.7369	0.0000	0.0000	0.7368	0.0000	0.0000
22540000	37201	TGCP	MPO	un	3348002	0.0409	0.0000	0.0000	0.0028	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	37311	TGCP	MPO	un	3357902	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	37524	TGCP	MPO	un	3377072	0.4681	0.0000	0.0000	0.3010	0.0000	0.0000	0.3010	0.0000	0.0000
22540000	37710	TGCP	MPO	un	3393812	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	37888	TGCP	MPO	un	3409832	0.4770	0.0000	0.0000	0.3279	0.0000	0.0000	0.3284	0.0000	0.0000
22540000	38059	TGCP	MPO	un	3425222	0.3456	0.0000	0.0000	0.1528	0.0000	0.0000	0.1522	0.0000	0.0000
22540000	38108	TGCP	MPO	un	3429632	0.0018	0.0000	0.0000	0.0018	0.0000	0.0000	0.0019	0.0000	0.0000
22540000	38285	TGCP	MPO	un	3445562	0.0675	0.0000	0.0000	0.0214	0.0000	0.0000	0.0214	0.0000	0.0000
22540000	38534	TGCP	MPO	un	3467972	-0.0122	0.0000	0.0000	-0.0042	0.0000	0.0000	-0.0042	0.0000	0.0000
22540000	38721	TGCP	MPO	un	3484802	0.0836	0.0000	0.0000	0.0688	0.0000	0.0000	0.0683	0.0000	0.0000
22540000	38824	TGCP	MPO	un	3494072	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	38889	TGCP	MPO	un	3499922	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	39010	TGCP	MPO	un	3510812	0.1059	0.0000	0.0000	0.0146	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	39205	TGCP	MPO	un	3528362	0.1140	0.0000	0.0000	0.0165	0.0000	0.0000	0.0164	0.0000	0.0000
22540000	39220	TGCP	MPO	un	3529712	0.1081	0.0000	0.0000	0.0163	0.0000	0.0000	0.0164	0.0000	0.0000
22540000	39370	TGCP	MPO	un	3543212	0.2937	0.0000	0.0000	0.1419	0.0000	0.0000	0.1419	0.0000	0.0000
22540000	39394	TGCP	MPO	un	3545372	0.1140	0.0000	0.0000	0.0165	0.0000	0.0000	0.0164	0.0000	0.0000
22540000	39438	TGCP	MPO	un	3549332	0.0504	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	39513	TGCP	MPO	un	3556082	0.1796	0.0000	0.0000	0.0474	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	39621	TGCP	MPO	un	3565802	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	39939	TGCP	MPO	un	3594422	0.4070	0.0000	0.0000	0.2154	0.0000	0.0000	0.2149	0.0000	0.0000
22540000	40409	TGCP	MPO	un	3636722	0.5106	0.0000	0.0000	0.3569	0.0000	0.0000	0.3569	0.0000	0.0000
22540000	40445	TGCP	MPO	un	3639962	0.2628	0.0000	0.0000	0.0966	0.0000	0.0000	0.0969	0.0000	0.0000
22540000	40670	TGCP	MPO	un	3660212	0.2128	0.0000	0.0000	0.0595	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	40713	TGCP	MPO	un	3664082	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	40746	TGCP	MPO	un	3667052	0.0689	0.0000	0.0000	0.0064	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	40853	TGCP	MPO	un	3676682	0.2766	0.0000	0.0000	0.1022	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	41083	TGCP	MPO	un	3697382	0.0333	0.0000	0.0000	0.0242	0.0000	0.0000	0.0242	0.0000	0.0000
22540000	41120	TGCP	MPO	un	3700712	0.0798	0.0000	0.0000	0.0086	0.0000	0.0000	0.0085	0.0000	0.0000
22540000	41483	TGCP	MPO	un	3733382	0.0980	0.0000	0.0000	0.0146	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	41488	TGCP	MPO	un	3733832	0.0326	0.0000	0.0000	0.0016	0.0000	0.0000	0.0013	0.0000	0.0000
22540000	41930	TGCP	MPO	un	3773612	0.2553	0.0000	0.0000	0.0866	0.0000	0.0000	0.0866	0.0000	0.0000
