scenario      C1            C2            C3            C4            t2           CA2            t1           CA1         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  3            1479          8547          2552          3829           822           734           499          8914      0.743478      0.485870      0.789130      0.757971      0.146135      0.076369      0.179706      0.154404      0.022540      0.012151      0.022767      0.019141      0.037487      0.039264      0.037895      0.037370      0.396377      0.703261      0.671014      0.694928      0.668116      0.750000      0.030913      0.096500      0.084725      0.068835      0.056158      0.058121      0.003043      0.013056      0.009036      0.008178      0.005084      0.007318      0.018716      0.028635      0.027873      0.021000      0.018638      0.017563      0.312681      0.588406      0.557609      0.342029      0.314493      0.604710      0.006395      0.015851      0.013238      0.007340      0.005063      0.015911      0.000877      0.003113      0.001989      0.001255      0.000622      0.002935      0.004395      0.006524      0.005856      0.004829      0.003471      0.006289
  3            2933          9160          5120          4207          1640          1517           678          5588      0.674638      0.547101      0.741304      0.755797      0.136931      0.104974      0.179430      0.190870      0.021860      0.017654      0.021562      0.022112      0.044552      0.047543      0.046418      0.046611      0.467391      0.635507      0.652899      0.627174      0.642754      0.693116      0.032844      0.107621      0.111555      0.085374      0.088096      0.075518      0.002582      0.014750      0.016528      0.010956      0.012262      0.010031      0.017541      0.039227      0.038721      0.031830      0.031472      0.026048      0.347464      0.480797      0.494928      0.361232      0.376087      0.563768      0.006033      0.018146      0.017898      0.012005      0.012084      0.019150      0.000528      0.003591      0.003774      0.002092      0.002442      0.003273      0.003936      0.009421      0.009040      0.007669      0.007539      0.008354
  3            3854          9965          4400          5818          1685          2925           848          6203      0.639130      0.498913      0.726449      0.707246      0.166823      0.126853      0.217825      0.210020      0.026769      0.021780      0.025836      0.026786      0.060201      0.063564      0.059586      0.061484      0.426449      0.635507      0.618478      0.621739      0.603261      0.689130      0.035545      0.119098      0.106858      0.097031      0.083059      0.092397      0.003102      0.018573      0.014143      0.015731      0.010386      0.013988      0.020425      0.043410      0.040769      0.036703      0.032953      0.031535      0.310507      0.478261      0.460507      0.346377      0.330797      0.545652      0.008627      0.029670      0.023149      0.021237      0.015606      0.032234      0.001085      0.007467      0.004558      0.005358      0.002838      0.007237      0.005951      0.015491      0.012489      0.013881      0.010444      0.014680
  3            1906          8124          4319          4306          1121          1335           588          8541      0.710507      0.491304      0.728623      0.729710      0.163219      0.103572      0.191728      0.189661      0.024157      0.017780      0.024118      0.024375      0.047251      0.052686      0.052031      0.051263      0.423913      0.652174      0.648913      0.630797      0.626812      0.703986      0.036699      0.102366      0.099326      0.070517      0.068605      0.063432      0.003382      0.013643      0.012142      0.008077      0.007213      0.008312      0.021208      0.035605      0.034872      0.026035      0.025603      0.022247      0.326812      0.529348      0.526812      0.327174      0.323913      0.552536      0.008399      0.019938      0.019581      0.010153      0.008939      0.019226      0.001141      0.003831      0.003909      0.001610      0.001278      0.003765      0.005654      0.009384      0.009265      0.006839      0.006046      0.008631
  3             655          5582          2554          1399           768           868           408          7233      0.799275      0.411232      0.717029      0.789493      0.208230      0.099437      0.179912      0.228867      0.028494      0.016617      0.022808      0.026814      0.041797      0.058545      0.050910      0.048178      0.352899      0.641304      0.702174      0.592391      0.626087      0.701812      0.049094      0.124775      0.163270      0.066159      0.085594      0.087542      0.007037      0.018315      0.033535      0.006499      0.014861      0.015896      0.031822      0.044756      0.048626      0.026967      0.032005      0.030418      0.298188      0.582971      0.645290      0.231522      0.286957      0.581522      0.013177      0.030038      0.047857      0.008163      0.013927      0.031202      0.002434      0.007124      0.013809      0.001107      0.002968      0.008092      0.009252      0.012538      0.016975      0.006273      0.009936      0.013057
  3            2164          9077          4696          3822          1033           436           649          5292      0.764493      0.535507      0.771015      0.792391      0.112455      0.066638      0.133614      0.141768      0.017659      0.009630      0.015055      0.015952      0.026484      0.030953      0.030596      0.029432      0.447826      0.693478      0.713768      0.678261      0.691304      0.750362      0.028072      0.079594      0.083847      0.055239      0.057928      0.040170      0.002487      0.007145      0.007785      0.003899      0.005099      0.003682      0.015562      0.024397      0.024000      0.017772      0.017882      0.012808      0.352174      0.569203      0.592391      0.347101      0.369203      0.601087      0.005150      0.009167      0.010141      0.003567      0.004236      0.008346      0.000704      0.001570      0.001656      0.000310      0.000577      0.001333      0.003336      0.003949      0.004134      0.002329      0.002672      0.003332
  3            2504          8804          5957          6156          1707          1219           841          7727      0.728261      0.563768      0.756159      0.748188      0.146395      0.093460      0.158872      0.162322      0.022182      0.015439      0.019326      0.019871      0.039781      0.040770      0.038739      0.040875      0.463043      0.653986      0.642754      0.643841      0.636232      0.710145      0.039419      0.101008      0.098461      0.073432      0.071762      0.059127      0.003838      0.012782      0.012665      0.007971      0.008013      0.007597      0.021238      0.034950      0.035175      0.026154      0.026105      0.021208      0.375362      0.532246      0.525362      0.376449      0.371015      0.556159      0.007540      0.017826      0.015721      0.008571      0.008442      0.015670      0.000956      0.003729      0.003189      0.001332      0.001359      0.002687      0.004710      0.008338      0.007462      0.005348      0.005313      0.006966
  3            1945          8098          2827          2114           782           788           565          3195      0.693478      0.499275      0.757246      0.787681      0.142530      0.090358      0.176242      0.194904      0.023803      0.016763      0.023231      0.025433      0.043689      0.045245      0.042783      0.041382      0.392391      0.673551      0.698551      0.678623      0.697464      0.735145      0.028870      0.096691      0.104994      0.073406      0.076967      0.069534      0.002466      0.012200      0.015319      0.008786      0.010532      0.010755      0.017552      0.031565      0.031650      0.023591      0.023285      0.021944      0.291667      0.523551      0.551449      0.339130      0.365217      0.614130      0.006281      0.017605      0.021400      0.010073      0.011103      0.022231      0.000705      0.003623      0.004678      0.001804      0.002007      0.004266      0.004449      0.008388      0.009599      0.006657      0.007052      0.008627
  3            4560          9363          7902          7735          1515          1414           723          7122      0.676449      0.580072      0.725362      0.727174      0.130457      0.104485      0.158546      0.163213      0.022155      0.018279      0.021066      0.021649      0.042209      0.043876      0.043543      0.044529      0.510145      0.649275      0.650000      0.642391      0.643841      0.709783      0.027367      0.073703      0.077532      0.059968      0.063535      0.045234      0.001746      0.006393      0.007891      0.004639      0.005736      0.005179      0.013455      0.025850      0.027136      0.021445      0.022629      0.016619      0.380435      0.478623      0.481159      0.384420      0.388406      0.526812      0.005123      0.010594      0.011338      0.007738      0.008219      0.011709      0.000439      0.001646      0.001828      0.001121      0.001196      0.001680      0.003174      0.005527      0.005883      0.004764      0.005030      0.005562
  3            1260          7744          2926          4202           717          1998           635          3881      0.713043      0.423551      0.685507      0.643841      0.213854      0.132568      0.217720      0.206029      0.030136      0.024190      0.026162      0.025812      0.061367      0.076418      0.068471      0.073379      0.373551      0.633696      0.597464      0.620652      0.588768      0.681522      0.057590      0.135708      0.121129      0.070362      0.064261      0.070029      0.008374      0.021223      0.016628      0.007997      0.005228      0.009131      0.036182      0.049711      0.048759      0.026692      0.026426      0.026718      0.292029      0.532246      0.494565      0.286957      0.255435      0.492391      0.019640      0.039837      0.031349      0.012365      0.010413      0.024257      0.003780      0.009466      0.006432      0.002029      0.001223      0.004584      0.013904      0.018648      0.015856      0.008817      0.007753      0.012331
  3            3261          5460          2162          2091           830           384           383          6017      0.618478      0.593478      0.809783      0.809058      0.080852      0.075482      0.159590      0.159657      0.011020      0.010608      0.018685      0.018215      0.030847      0.030685      0.030357      0.030485      0.463406      0.702536      0.695652      0.702174      0.697826      0.759420      0.022945      0.083627      0.081878      0.071648      0.073173      0.068311      0.001023      0.012045      0.010180      0.009583      0.009220      0.009480      0.012345      0.024876      0.024919      0.021339      0.022111      0.018488      0.298913      0.466667      0.464130      0.442754      0.440580      0.651812      0.002146      0.008515      0.008181      0.006942      0.007399      0.016254      0.000123      0.001464      0.001507      0.001002      0.001207      0.003233      0.001504      0.004541      0.004384      0.003868      0.004139      0.005665
  3            1304          6985          3435          3251           678          1176           574          1301      0.748188      0.468841      0.705072      0.707971      0.185023      0.109605      0.187044      0.185793      0.029164      0.020420      0.024555      0.024440      0.046591      0.058218      0.055165      0.054257      0.409420      0.654348      0.655797      0.632246      0.634058      0.714130      0.041768      0.107918      0.106593      0.067802      0.062059      0.055472      0.005286      0.016168      0.015292      0.006808      0.005205      0.007268      0.024758      0.037302      0.036690      0.024934      0.022710      0.018712      0.327174      0.549638      0.551087      0.297826      0.302174      0.530072      0.011901      0.024746      0.025329      0.009959      0.008766      0.017297      0.001982      0.005302      0.005735      0.001332      0.001105      0.003258      0.008007      0.011145      0.011371      0.006993      0.006120      0.008147
  3            2677          9018          3913          3080          1293          1394           702          4455      0.692754      0.516304      0.743478      0.753986      0.152834      0.104870      0.183062      0.199190      0.023857      0.018461      0.022696      0.022976      0.046958      0.050725      0.046959      0.049004      0.426812      0.643478      0.648913      0.639130      0.641667      0.694203      0.031960      0.094515      0.114208      0.074517      0.089929      0.083963      0.002467      0.012266      0.016771      0.007906      0.013048      0.013403      0.018354      0.033697      0.040097      0.026891      0.032225      0.028718      0.327174      0.512319      0.521015      0.347101      0.353261      0.571377      0.006385      0.017724      0.024858      0.010928      0.015538      0.027779      0.000603      0.003741      0.005900      0.001796      0.003977      0.007261      0.004296      0.008644      0.011907      0.007135      0.010055      0.011907
  3            1206          8736          4327          3864           777          1937           579          4777      0.720290      0.437319      0.660870      0.682246      0.214980      0.121673      0.197660      0.211561      0.029672      0.022393      0.025525      0.026115      0.060132      0.068463      0.067033      0.067224      0.395290      0.615580      0.630797      0.621377      0.628986      0.687319      0.046593      0.113003      0.115571      0.063499      0.065275      0.055272      0.006158      0.015189      0.015366      0.005323      0.005805      0.005616      0.028293      0.043440      0.042669      0.024042      0.024218      0.021067      0.310507      0.511957      0.526449      0.264855      0.285145      0.493478      0.014808      0.029351      0.027757      0.009322      0.009258      0.016389      0.002466      0.006046      0.005654      0.001013      0.001085      0.001969      0.010210      0.014324      0.013144      0.006853      0.006618      0.008308
  3            2903          9561          8757          5396          1726          2441           743          5366      0.692029      0.550725      0.677174      0.714493      0.164171      0.119428      0.172712      0.195461      0.024767      0.020151      0.021317      0.024158      0.050560      0.053656      0.055756      0.055806      0.477174      0.588406      0.615580      0.583333      0.597826      0.666304      0.040084      0.101783      0.110638      0.075027      0.085189      0.061460      0.003451      0.012631      0.016885      0.008646      0.012076      0.008168      0.021000      0.041893      0.042532      0.031261      0.034261      0.024539      0.385507      0.461957      0.492029      0.336594      0.363406      0.494565      0.009825      0.019951      0.021413      0.011546      0.014321      0.018503      0.001199      0.004225      0.004546      0.001950      0.002660      0.003310      0.006038      0.010735      0.010877      0.007664      0.009122      0.009366
  3            3029          9174          4358          4291          1186          1111           683          5079      0.685507      0.540217      0.759420      0.773913      0.123498      0.086796      0.162860      0.168095      0.020221      0.013839      0.020318      0.021898      0.038839      0.039907      0.039181      0.038004      0.448913      0.667029      0.680797      0.659783      0.674275      0.740217      0.028025      0.086531      0.086835      0.064686      0.068294      0.053743      0.001894      0.010162      0.010784      0.006424      0.008227      0.006288      0.015495      0.028812      0.027718      0.022007      0.022245      0.017467      0.325362      0.506159      0.522101      0.365942      0.382971      0.594928      0.004276      0.012875      0.012815      0.006868      0.008164      0.014432      0.000426      0.002269      0.001920      0.000861      0.001354      0.001939      0.002885      0.006358      0.006124      0.004357      0.005044      0.005862
  3            2114          8730          3203          2665          1033          1575           711          4468      0.700000      0.461594      0.731522      0.763043      0.162336      0.106136      0.192906      0.220391      0.026614      0.019132      0.023946      0.026682      0.048701      0.057144      0.051791      0.052223      0.386232      0.647101      0.675000      0.632971      0.650725      0.719565      0.037346      0.111571      0.119131      0.078020      0.078614      0.079001      0.004120      0.017145      0.018460      0.009085      0.009432      0.012379      0.022936      0.039373      0.038718      0.028636      0.027458      0.026591      0.285145      0.522826      0.549275      0.302174      0.325362      0.588768      0.009590      0.026467      0.026969      0.012246      0.011825      0.027662      0.001562      0.006656      0.006073      0.002171      0.001686      0.005796      0.006856      0.012629      0.012156      0.008545      0.007982      0.011416
  3            3619          9161          5285          6332          2193          1253           689          8787      0.684420      0.555797      0.768478      0.748913      0.128395      0.094009      0.173839      0.162041      0.018135      0.013194      0.020870      0.018940      0.040519      0.041759      0.040248      0.040686      0.481522      0.641304      0.620290      0.620652      0.605797      0.706884      0.029962      0.101436      0.089384      0.081622      0.071908      0.064543      0.001781      0.014368      0.010827      0.011371      0.008613      0.008927      0.015578      0.036385      0.033940      0.030963      0.028346      0.022590      0.364855      0.499638      0.484420      0.375362      0.361594      0.569928      0.004091      0.015984      0.013633      0.010993      0.009538      0.017235      0.000320      0.003195      0.002632      0.002253      0.001976      0.003720      0.002599      0.007998      0.007029      0.006867      0.006089      0.007412
  3            3007          7985          3610          2533           955          1576           436          7457      0.616304      0.492754      0.748551      0.762681      0.138042      0.107026      0.203350      0.206030      0.022584      0.018833      0.025407      0.025213      0.052966      0.054289      0.051132      0.048895      0.420652      0.653261      0.664493      0.666304      0.669565      0.725362      0.025042      0.084613      0.089558      0.070994      0.075906      0.076564      0.001459      0.009703      0.011583      0.007576      0.008665      0.010870      0.014563      0.029339      0.030048      0.023690      0.025082      0.024523      0.268478      0.466667      0.477899      0.348551      0.359420      0.603985      0.004515      0.014937      0.016241      0.010113      0.010773      0.026360      0.000329      0.002568      0.002765      0.001595      0.001654      0.005020      0.003303      0.007967      0.008479      0.006588      0.006901      0.010448
  3            2024          5644          3172          2904           613           627           360          4720      0.677899      0.559058      0.751449      0.752174      0.126751      0.093331      0.162108      0.162431      0.022080      0.017286      0.020414      0.021572      0.040827      0.041153      0.040292      0.040255      0.459420      0.675725      0.671739      0.688768      0.684058      0.735870      0.026892      0.078078      0.075830      0.061376      0.058170      0.043536      0.001739      0.007379      0.007452      0.004672      0.004849      0.004081      0.014557      0.025319      0.024892      0.019102      0.018378      0.014260      0.335507      0.501087      0.501812      0.387681      0.388768      0.575000      0.005137      0.011524      0.012199      0.006595      0.006457      0.011162      0.000594      0.002088      0.002168      0.000908      0.000812      0.001416      0.003413      0.005754      0.006078      0.004038      0.003949      0.004756
  3            1862          8694          3757          4481          1249          1442           582          4700      0.737681      0.511232      0.733696      0.715217      0.174236      0.105258      0.187933      0.169398      0.027910      0.018314      0.024003      0.021368      0.045705      0.051447      0.050048      0.048242      0.458696      0.656159      0.636957      0.627899      0.600000      0.692029      0.036234      0.114262      0.104733      0.076454      0.071988      0.069286      0.003455      0.016324      0.012397      0.009600      0.008543      0.009232      0.019719      0.039288      0.038023      0.028449      0.028795      0.024677      0.370290      0.546377      0.529348      0.333333      0.312681      0.528986      0.009325      0.023719      0.021428      0.010746      0.010003      0.019032      0.001270      0.004979      0.003887      0.001885      0.001616      0.003564      0.005872      0.010760      0.010085      0.007164      0.006875      0.008992
  3            4993          9736          5252          8493          1516          1379           849          5496      0.663043      0.569928      0.782609      0.728261      0.118190      0.098762      0.176324      0.152598      0.020020      0.016512      0.022151      0.021587      0.039825      0.042475      0.038331      0.041467      0.469565      0.700362      0.642029      0.681522      0.635145      0.747464      0.028199      0.086210      0.074436      0.073495      0.058945      0.058455      0.001881      0.009182      0.007748      0.007777      0.005641      0.008195      0.014988      0.025832      0.026646      0.023407      0.021507      0.017706      0.339493      0.510870      0.459058      0.419928      0.372464      0.576812      0.004667      0.010923      0.011015      0.008797      0.007655      0.016174      0.000385      0.001521      0.001811      0.001291      0.001169      0.003324      0.003083      0.005347      0.005958      0.005106      0.004807      0.006845
  3            1604          8112          2675          3154          1181          1461           641          4972      0.726087      0.464493      0.760145      0.730797      0.182145      0.105218      0.205701      0.189263      0.026310      0.018190      0.025938      0.023302      0.049892      0.056345      0.049338      0.050950      0.404710      0.664855      0.632609      0.636232      0.608696      0.697101      0.039593      0.121476      0.116458      0.079983      0.081158      0.083676      0.004093      0.019327      0.017297      0.010745      0.009885      0.012248      0.023612      0.040712      0.042786      0.029095      0.031757      0.027983      0.315217      0.561594      0.535870      0.318841      0.290942      0.569565      0.009316      0.027728      0.026845      0.011808      0.012460      0.025940      0.001280      0.005817      0.005846      0.001818      0.002177      0.005292      0.006379      0.012156      0.012460      0.008043      0.008835      0.011166
  3            1872          7353          2942          2234           805           809           481          6392      0.698913      0.491667      0.767029      0.791304      0.135397      0.084989      0.172681      0.188151      0.021670      0.014475      0.021031      0.023871      0.040766      0.043203      0.040230      0.039266      0.409058      0.681884      0.694565      0.671739      0.684058      0.737681      0.028583      0.087322      0.095291      0.064362      0.068716      0.063568      0.002110      0.008977      0.011942      0.006558      0.007739      0.008634      0.016891      0.027779      0.029105      0.021127      0.021710      0.019508      0.289855      0.534420      0.554348      0.334058      0.353623      0.623551      0.005210      0.013820      0.016864      0.006962      0.008385      0.019162      0.000540      0.002317      0.002725      0.000985      0.001143      0.003727      0.003700      0.006434      0.007516      0.004639      0.005426      0.007227
  3            2862          7968          2711          2238           895          1351           570          7352      0.639130      0.477536      0.766667      0.768841      0.139123      0.104630      0.206820      0.209653      0.022107      0.018550      0.026020      0.025927      0.050205      0.054665      0.048258      0.048463      0.384420      0.676087      0.667391      0.668841      0.656884      0.739855      0.028970      0.089905      0.098490      0.073613      0.076543      0.085610      0.001793      0.012510      0.013045      0.009906      0.009217      0.013327      0.017875      0.029122      0.032759      0.024378      0.026263      0.025683      0.255435      0.502899      0.498913      0.347826      0.344565      0.622101      0.005431      0.015468      0.018239      0.010760      0.011740      0.029939      0.000542      0.002611      0.003280      0.001784      0.001712      0.006512      0.004043      0.007689      0.009139      0.007018      0.007699      0.011325
  3            2506          8365          4776          2732          1164          1548           748          2917      0.701449      0.516667      0.709420      0.768116      0.158252      0.105171      0.174597      0.209655      0.025978      0.019029      0.021745      0.025094      0.047246      0.050832      0.050734      0.048616      0.427174      0.626449      0.673188      0.617391      0.659058      0.701812      0.036075      0.100150      0.117988      0.070284      0.095593      0.071612      0.003792      0.013918      0.018605      0.007200      0.014539      0.011030      0.020756      0.037411      0.038560      0.026891      0.032592      0.025220      0.329710      0.494203      0.541667      0.326449      0.368478      0.562319      0.009084      0.021442      0.025187      0.010944      0.016194      0.023139      0.001369      0.005139      0.005697      0.001745      0.003641      0.004897      0.006089      0.010845      0.011544      0.007372      0.010227      0.010136
