scenario      C1            C2            C3            C4            t2           CA2            t1           CA1         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  2            1727          6897           390          1145          2681            26           109          9997      0.519565      0.346739      0.813043      0.871377      0.080909      0.062042      0.178652      0.211518      0.006016      0.004117      0.015548      0.025149      0.038872      0.040530      0.033400      0.027206      0.393841      0.701087      0.618116      0.709420      0.603623      0.739855      0.016650      0.072042      0.108054      0.057235      0.095414      0.129928      0.000407      0.010245      0.032893      0.007710      0.029754      0.027321      0.010123      0.021534      0.041264      0.016631      0.037820      0.035730      0.170290      0.447826      0.390580      0.300000      0.217754      0.684058      0.000904      0.005399      0.019380      0.003944      0.014692      0.043468      0.000009      0.000499      0.008442      0.000387      0.006592      0.016459      0.000750      0.002981      0.011810      0.002761      0.011493      0.013733
  2            2533          8408           196          2442          4259            51           143          9999      0.491304      0.381884      0.888043      0.811957      0.088722      0.074637      0.298383      0.191199      0.008209      0.006848      0.024975      0.021977      0.045132      0.046134      0.033406      0.035954      0.452174      0.705435      0.540942      0.696739      0.532246      0.753623      0.018308      0.090397      0.114710      0.084571      0.104726      0.183182      0.000505      0.021255      0.031361      0.020050      0.028835      0.039989      0.010069      0.026628      0.052659      0.025647      0.048986      0.047919      0.206884      0.461594      0.305072      0.356159      0.195652      0.701087      0.001246      0.015736      0.020725      0.013441      0.017565      0.074846      0.000022      0.003665      0.008536      0.003192      0.007374      0.026380      0.000989      0.008472      0.014403      0.008654      0.014128      0.022372
  2            3029          8721           417          5440          4963           180           185         10000      0.544928      0.451449      0.832609      0.730435      0.101113      0.087277      0.260216      0.151684      0.010882      0.009246      0.021604      0.015787      0.046014      0.047876      0.043558      0.040889      0.523551      0.710507      0.480797      0.716304      0.466304      0.669203      0.018760      0.093087      0.099386      0.083246      0.088565      0.120481      0.000616      0.016417      0.016015      0.013291      0.013845      0.019148      0.008972      0.026948      0.051602      0.023616      0.047267      0.044045      0.296014      0.498188      0.280797      0.411594      0.187319      0.567754      0.001524      0.013419      0.011523      0.011133      0.009950      0.032963      0.000029      0.001968      0.002061      0.001788      0.001810      0.007710      0.001073      0.006734      0.008287      0.006551      0.008086      0.014248
  2            3384          9171           712          6130          5234           168           280         10000      0.578986      0.469928      0.839855      0.719565      0.108943      0.089027      0.225190      0.156147      0.011068      0.009542      0.020322      0.016882      0.045867      0.047191      0.036063      0.043789      0.477899      0.721377      0.471014      0.720290      0.466304      0.664130      0.022942      0.084796      0.105712      0.071692      0.095819      0.109537      0.000822      0.013306      0.017937      0.010852      0.016008      0.019204      0.012003      0.023626      0.055920      0.020053      0.051138      0.041950      0.309420      0.528261      0.302174      0.431522      0.193116      0.561232      0.002150      0.012924      0.013005      0.009674      0.010877      0.031007      0.000055      0.002414      0.002262      0.001758      0.002048      0.008233      0.001486      0.006097      0.009075      0.005499      0.008777      0.013605
  2            5354          8832          1136          8217          5323           151           246          9999      0.552899      0.525000      0.806884      0.701449      0.087557      0.084766      0.197074      0.144103      0.009364      0.008702      0.018304      0.014384      0.039147      0.040264      0.038058      0.043022      0.560870      0.755435      0.489855      0.751449      0.476812      0.633696      0.016013      0.071358      0.100828      0.064862      0.090232      0.090362      0.000359      0.009054      0.015966      0.006817      0.013910      0.012902      0.007055      0.017452      0.051437      0.016121      0.047208      0.037814      0.339855      0.496377      0.257971      0.470290      0.230435      0.511594      0.001104      0.006432      0.009916      0.005926      0.009441      0.020423      0.000015      0.000610      0.001738      0.000487      0.001680      0.003932      0.000730      0.003239      0.007358      0.003139      0.007266      0.009975
  2            3026          3141           536          5174          3661           165           101         10000      0.485870      0.515580      0.779710      0.734420      0.082846      0.084006      0.183714      0.136899      0.007925      0.007489      0.015813      0.014584      0.042594      0.040694      0.040470      0.036358      0.556159      0.725000      0.486232      0.720290      0.483696      0.647826      0.018166      0.065417      0.084647      0.063045      0.076155      0.082423      0.000449      0.007531      0.013462      0.006550      0.011631      0.011548      0.008076      0.017990      0.043489      0.017634      0.039319      0.033268      0.298913      0.430435      0.225725      0.452536      0.255797      0.519203      0.001219      0.005345      0.008059      0.005656      0.008176      0.017793      0.000019      0.000472      0.001442      0.000505      0.001470      0.003428      0.000856      0.003044      0.006240      0.003096      0.006085      0.008555
  2            1506          7111           281          3797          4241           161           132         10000      0.557609      0.376812      0.850362      0.779348      0.106691      0.079164      0.248467      0.163867      0.010384      0.007589      0.023216      0.016960      0.047199      0.049334      0.037180      0.036158      0.436957      0.693116      0.513406      0.694928      0.481884      0.700725      0.021342      0.089113      0.102358      0.073275      0.087038      0.124049      0.000681      0.016083      0.018901      0.013088      0.016396      0.022087      0.012024      0.027347      0.049807      0.022354      0.045096      0.040990      0.242029      0.509058      0.340580      0.350000      0.159783      0.632609      0.001646      0.013529      0.014604      0.009333      0.010951      0.039663      0.000024      0.002224      0.003541      0.001617      0.002745      0.010188      0.001248      0.006642      0.009630      0.006070      0.009201      0.014572
  2            2507          8568           389          4256          4278           150           160         10000      0.545290      0.421739      0.840942      0.770290      0.092563      0.076505      0.223718      0.160132      0.008814      0.006935      0.019597      0.017080      0.042089      0.044240      0.035584      0.036784      0.486232      0.710507      0.521377      0.713768      0.510870      0.701087      0.018688      0.084042      0.096849      0.071355      0.085832      0.107846      0.000612      0.013961      0.017005      0.010692      0.014514      0.015910      0.009622      0.024330      0.046354      0.020424      0.041983      0.036496      0.259783      0.494928      0.320290      0.381159      0.196739      0.614855      0.001403      0.010086      0.011163      0.007500      0.008531      0.027682      0.000052      0.001567      0.002237      0.001098      0.001625      0.005787      0.001039      0.005094      0.007588      0.004644      0.006853      0.010662
  2            2693          9085           949          4618          4591           137           172         10000      0.545652      0.433333      0.765942      0.756159      0.100928      0.082388      0.182728      0.160408      0.009900      0.007875      0.016026      0.017201      0.045857      0.046687      0.042769      0.039114      0.499275      0.715942      0.497464      0.727536      0.486957      0.629348      0.018138      0.067333      0.101204      0.054122      0.089710      0.093809      0.000472      0.006390      0.017677      0.005059      0.015284      0.012775      0.009115      0.019126      0.050859      0.014746      0.046025      0.038645      0.282246      0.478623      0.305435      0.379710      0.193116      0.525362      0.001339      0.005709      0.012272      0.004262      0.010015      0.021296      0.000021      0.000342      0.002490      0.000309      0.002006      0.003876      0.000961      0.002976      0.008524      0.002644      0.008081      0.010108
  2            3755          8486          1320          4977          4697           404           269         10000      0.546739      0.475725      0.773188      0.746377      0.107867      0.092807      0.191574      0.161814      0.012820      0.010507      0.017941      0.019071      0.048892      0.048656      0.043451      0.041040      0.488406      0.706884      0.496739      0.720652      0.480072      0.628986      0.021063      0.064405      0.107641      0.055516      0.094396      0.098969      0.000699      0.006914      0.020156      0.005511      0.017269      0.015905      0.010822      0.018878      0.054171      0.015508      0.049079      0.040878      0.296739      0.475362      0.300362      0.414493      0.229348      0.526087      0.002114      0.006793      0.015954      0.005406      0.013250      0.026672      0.000084      0.000633      0.003455      0.000524      0.002734      0.005872      0.001487      0.003567      0.011162      0.003167      0.010211      0.012640
  2            3195          8947           388          2766          3762           186           135         10000      0.483333      0.405072      0.825000      0.810870      0.088651      0.076924      0.215901      0.190752      0.008989      0.007187      0.020583      0.022694      0.045803      0.045764      0.037783      0.036077      0.473913      0.707609      0.550362      0.696377      0.542754      0.704710      0.015716      0.073149      0.111674      0.062827      0.101475      0.130517      0.000354      0.010466      0.027460      0.008919      0.024873      0.024304      0.008302      0.021388      0.050213      0.019076      0.046399      0.041614      0.218841      0.435507      0.300000      0.360870      0.221739      0.640942      0.001156      0.007335      0.018344      0.006336      0.016096      0.042904      0.000025      0.000747      0.006209      0.000729      0.005527      0.012715      0.000905      0.004140      0.012841      0.004050      0.012527      0.015405
  2            3443          8483           457          4096          4191            82           172          9999      0.513406      0.448188      0.825000      0.771377      0.090446      0.080748      0.217610      0.166693      0.008531      0.007536      0.019651      0.017817      0.044011      0.044558      0.038082      0.038110      0.504710      0.714130      0.519928      0.703261      0.508333      0.687319      0.017543      0.078623      0.100829      0.069595      0.089767      0.113074      0.000501      0.012211      0.017785      0.010267      0.015405      0.016095      0.008695      0.022476      0.048405      0.020651      0.044136      0.038715      0.264130      0.461957      0.288043      0.400725      0.222826      0.599275      0.001166      0.008374      0.010554      0.007690      0.009457      0.027892      0.000020      0.001181      0.001881      0.001064      0.001748      0.005689      0.000858      0.004506      0.007514      0.004608      0.007349      0.011177
  2            3615          8978           761          4997          4714            72           164         10000      0.503623      0.441667      0.784783      0.763043      0.094041      0.085948      0.201585      0.162996      0.009833      0.008630      0.018070      0.017924      0.046680      0.047988      0.043385      0.038623      0.528986      0.709420      0.498551      0.713768      0.488406      0.645652      0.016368      0.069338      0.103514      0.058802      0.094335      0.107899      0.000468      0.008548      0.020053      0.006062      0.017732      0.016457      0.007739      0.020148      0.051907      0.016831      0.048261      0.041830      0.275362      0.446739      0.267754      0.392029      0.205797      0.548913      0.001242      0.006638      0.013239      0.005355      0.011802      0.027442      0.000025      0.000490      0.003040      0.000383      0.002782      0.006170      0.000900      0.003675      0.009694      0.003256      0.009373      0.012379
  2            4198          8385           642          7175          4605           268           129         10000      0.505435      0.471014      0.792391      0.699638      0.089656      0.086494      0.193143      0.141019      0.009007      0.008832      0.017045      0.013751      0.044341      0.045754      0.040098      0.042357      0.586232      0.738768      0.458333      0.747464      0.443116      0.627174      0.015904      0.062633      0.091598      0.056552      0.082476      0.084692      0.000393      0.007372      0.013220      0.005996      0.011308      0.011277      0.006621      0.016362      0.049616      0.014281      0.045929      0.036240      0.314855      0.465580      0.215580      0.434783      0.181884      0.499275      0.001132      0.005538      0.008758      0.005010      0.008381      0.017980      0.000014      0.000379      0.001577      0.000335      0.001370      0.003286      0.000776      0.002959      0.006870      0.002832      0.006857      0.009003
  2            3243          8602           568          4485          5194            87           281         10000      0.571739      0.445652      0.849638      0.753623      0.106405      0.086134      0.234650      0.170223      0.011020      0.008466      0.023322      0.019450      0.045569      0.047748      0.035282      0.041939      0.462319      0.712319      0.503986      0.702899      0.479710      0.690942      0.022230      0.092971      0.113772      0.075114      0.098442      0.126745      0.000729      0.017106      0.023080      0.012712      0.019776      0.024736      0.011985      0.026746      0.056433      0.022317      0.051219      0.044131      0.280435      0.515217      0.328261      0.405797      0.202174      0.605435      0.002006      0.014448      0.016952      0.010726      0.013338      0.041847      0.000049      0.002733      0.004508      0.001972      0.003473      0.011984      0.001443      0.007009      0.011387      0.006373      0.010641      0.016511
  2            2404          8099           414          3862          4313           176           150         10000      0.525725      0.414855      0.822464      0.770290      0.101378      0.082208      0.228977      0.170247      0.010971      0.008134      0.020784      0.019040      0.048081      0.048103      0.040652      0.039108      0.472464      0.710145      0.514493      0.706884      0.494928      0.682246      0.019400      0.080776      0.106434      0.067380      0.092088      0.119131      0.000569      0.011779      0.020248      0.008564      0.017459      0.019068      0.010248      0.023413      0.051674      0.019750      0.046511      0.041912      0.256159      0.475725      0.302536      0.374275      0.191304      0.597464      0.001691      0.009523      0.013973      0.007057      0.011245      0.033159      0.000041      0.001114      0.003140      0.000712      0.002672      0.007720      0.001258      0.004992      0.009751      0.004416      0.009094      0.013348
  2            3601          9881           628          6118          5397           130           203         10000      0.524638      0.460507      0.811232      0.727536      0.106073      0.091070      0.232645      0.158461      0.012413      0.010246      0.022035      0.017606      0.050423      0.049131      0.043916      0.043175      0.538768      0.707609      0.465942      0.726812      0.459420      0.646739      0.019433      0.082091      0.107670      0.073661      0.096182      0.114791      0.000577      0.012421      0.018744      0.010518      0.016561      0.018934      0.008977      0.024003      0.057502      0.020123      0.051994      0.045833      0.297101      0.476812      0.256159      0.428261      0.192029      0.542029      0.001807      0.010975      0.013806      0.009675      0.012007      0.031735      0.000050      0.001338      0.002552      0.001321      0.002397      0.007361      0.001270      0.005742      0.010269      0.005532      0.009701      0.014534
  2            3784          9743           633          4465          4574           189           207         10000      0.533696      0.447826      0.822464      0.759783      0.096129      0.082227      0.219958      0.165591      0.010518      0.008697      0.020346      0.018484      0.044826      0.045404      0.039051      0.039778      0.509058      0.715217      0.513768      0.722464      0.511594      0.680797      0.016935      0.079535      0.106035      0.071526      0.096416      0.114276      0.000460      0.012527      0.019701      0.010422      0.017473      0.018116      0.008326      0.022650      0.051557      0.019851      0.047090      0.040535      0.273551      0.479710      0.298551      0.403261      0.212681      0.586232      0.001334      0.009189      0.013519      0.007554      0.011812      0.030644      0.000027      0.001139      0.003040      0.001004      0.002765      0.007314      0.000970      0.004781      0.009483      0.004510      0.009300      0.012680
  2            1876          6728           113           859          2076           138            65          9997      0.417029      0.348913      0.894203      0.904710      0.067553      0.059276      0.255421      0.210886      0.005566      0.004635      0.023091      0.024437      0.039382      0.038594      0.027023      0.020095      0.447464      0.725725      0.653623      0.729710      0.656159      0.827174      0.013666      0.076384      0.097088      0.071301      0.090939      0.185873      0.000273      0.016593      0.033909      0.015530      0.032312      0.047106      0.007581      0.020950      0.033629      0.019272      0.031269      0.034750      0.114130      0.386232      0.323188      0.326087      0.255072      0.798188      0.000638      0.008515      0.018186      0.008153      0.016540      0.086773      0.000010      0.001648      0.009510      0.001699      0.008812      0.036761      0.000565      0.005226      0.012309      0.005494      0.012321      0.017512
  2            2304          9444           572          2739          3703           198           158         10000      0.549275      0.397826      0.803986      0.794203      0.095786      0.075243      0.207727      0.193666      0.009793      0.007209      0.017664      0.021703      0.043173      0.045309      0.040717      0.039856      0.444928      0.705435      0.551087      0.719928      0.532609      0.663043      0.018845      0.083906      0.117401      0.065496      0.103659      0.120108      0.000581      0.011520      0.026817      0.008792      0.023646      0.021116      0.010508      0.024716      0.052703      0.018344      0.048449      0.043605      0.234420      0.483333      0.349275      0.357246      0.198188      0.602536      0.001302      0.008363      0.018535      0.005671      0.014810      0.037453      0.000018      0.000775      0.005511      0.000550      0.004699      0.010853      0.000997      0.004321      0.012061      0.003647      0.011874      0.014886
  2            6849          8482           403          4166          4178           243           194          9994      0.460870      0.465580      0.865217      0.780797      0.077456      0.079559      0.246811      0.168942      0.007662      0.008091      0.022806      0.019594      0.041759      0.042518      0.033266      0.037033      0.535145      0.740942      0.543478      0.734420      0.540942      0.723913      0.015074      0.081498      0.102451      0.079298      0.095966      0.129998      0.000320      0.015694      0.020945      0.013784      0.018881      0.023012      0.007035      0.021113      0.046771      0.021060      0.044054      0.038858      0.238043      0.431159      0.245652      0.435870      0.250725      0.647826      0.000909      0.009495      0.011511      0.010036      0.012038      0.038589      0.000009      0.001418      0.002691      0.001529      0.002893      0.010310      0.000694      0.005401      0.008684      0.005662      0.009020      0.013590
  2            4575          9141           374          4156          5157           219           233         10000      0.506522      0.444203      0.866304      0.764855      0.098804      0.087804      0.280247      0.182387      0.011744      0.009209      0.023873      0.020540      0.048758      0.048801      0.037468      0.042887      0.497826      0.713043      0.504710      0.702899      0.480072      0.705797      0.018212      0.093276      0.117109      0.077952      0.102785      0.149643      0.000547      0.018854      0.023928      0.015152      0.021620      0.025680      0.009166      0.026766      0.058003      0.023160      0.053441      0.046519      0.252536      0.472464      0.275725      0.416667      0.213406      0.635145      0.001499      0.014730      0.017496      0.012494      0.015679      0.047749      0.000053      0.002932      0.004243      0.002663      0.004334      0.012548      0.001121      0.007771      0.012672      0.007288      0.012333      0.017421
  2            4508          8768           614          4256          5694           127           200         10000      0.479710      0.451812      0.817391      0.767391      0.097233      0.095180      0.235903      0.183626      0.010631      0.010358      0.023529      0.021073      0.050589      0.052177      0.043078      0.042713      0.528623      0.710870      0.484783      0.702174      0.476812      0.666304      0.018423      0.075086      0.119895      0.063736      0.111140      0.144663      0.000473      0.012354      0.029127      0.008712      0.025938      0.029298      0.008704      0.021710      0.061772      0.018982      0.058147      0.052152      0.257971      0.440217      0.249638      0.417029      0.222101      0.586232      0.001554      0.010343      0.021059      0.008736      0.019842      0.050408      0.000033      0.001781      0.007449      0.001128      0.006929      0.016346      0.001153      0.005790      0.015802      0.005093      0.015435      0.020857
  2            2525          7161           437          3598          3713           180           144          9999      0.535507      0.425725      0.827536      0.767754      0.096158      0.077294      0.218713      0.172201      0.009669      0.007776      0.020013      0.020620      0.044665      0.044388      0.037720      0.039993      0.468841      0.718841      0.520652      0.717029      0.513043      0.686232      0.019010      0.080206      0.108029      0.069534      0.096140      0.120299      0.000587      0.012819      0.022574      0.010332      0.019890      0.021459      0.010118      0.022551      0.051783      0.019676      0.046816      0.042105      0.255435      0.488768      0.309058      0.384783      0.199275      0.600362      0.001505      0.010785      0.014794      0.007681      0.012224      0.037123      0.000033      0.001825      0.003426      0.001096      0.002907      0.009775      0.001121      0.005513      0.010222      0.004725      0.009788      0.014836
  2            3712          9574          2482          6037          4838           259           225         10000      0.566304      0.481159      0.718478      0.740217      0.096024      0.083018      0.142929      0.148948      0.009909      0.008435      0.012366      0.015323      0.041645      0.043073      0.040238      0.038694      0.505435      0.721377      0.508696      0.743478      0.502536      0.607971      0.018932      0.053854      0.095535      0.042205      0.087108      0.070128      0.000578      0.003469      0.014975      0.002086      0.013278      0.008751      0.009377      0.015005      0.046937      0.010826      0.043333      0.032066      0.315942      0.469203      0.313406      0.402174      0.227899      0.465217      0.001518      0.003100      0.009822      0.002481      0.008702      0.013603      0.000026      0.000081      0.001389      0.000068      0.001286      0.001878      0.001039      0.001645      0.006744      0.001484      0.006719      0.007275
  2            7839          9054          1179          5178          4761           188           195          9999      0.466304      0.489130      0.780797      0.759420      0.081998      0.084059      0.174575      0.158249      0.008596      0.008706      0.016156      0.016823      0.043762      0.042943      0.038267      0.038072      0.582609      0.755435      0.519203      0.756159      0.522101      0.648188      0.015089      0.055199      0.101239      0.050284      0.094030      0.088940      0.000346      0.005200      0.018979      0.004398      0.017220      0.013509      0.006320      0.013500      0.048675      0.012261      0.044937      0.035544      0.270652      0.417029      0.230435      0.442029      0.253261      0.544565      0.001066      0.003701      0.011600      0.003816      0.011935      0.021740      0.000023      0.000167      0.002739      0.000191      0.002744      0.004546      0.000778      0.002159      0.008927      0.002129      0.008912      0.009901
