scenario      C1             C2             C3             C4             t2             CA2      
   1           6139           9761           2141           3183           1050           9997
   1           5435           9471           1666           2985            805           9999
   1           4904           9093           1056           1357            657           9996
   1           6722           9797           2352           8705           1155           9998
   1           5616           9465           1537           1064            761           9998
   1           6951           9768           1827           4327           1066           9998
   1           5436           9515           1800           3235            817           9999
   1           6473           9818           2162           2995           1158           9997
   1           4146           9450           1421           1647            686           9999
   1           5062           9765           1623           3186            920           9999
   1           3803           7826            783            803            432           9997
   1           3602           7838            706           1021            480           9950
   1           5612           9252           1326           1423            653           9998
   1           5239           9426           1516           2241            756           9997
   1           6161           9600           1849           3945            819           9999
   1           6275           9846           2066           2411           1007           9997
   1           6563           9922           1980           5056           1078           9999
   1           6958           9955           4644           7221           1350           9999
   1           5519           9482           1625           1466            782           9998
   1           4918           9440           1291           1208            612           9996
   1           4738           9505            929           2212            794           9998
   1           4406           9484           1562           2409            801           9998
   1           6386           9860           2206           3062           1033           9999
   1           5882           9878           1686           2826            890           9994
   1           4361           9574           1431           2677            840           9998
   1           6613           9867           1806           2776            986           9999
   1           4748           8876           1173           1775            652           9997
   1           6516           9818           1940           3781            856           9997
   1           6079           9744           1686           2357            862           9999
   1           4491           9085           1429           2283            669           9999
   1           6627           9920           1514           2730            991           9999
   1           6870           9987           2026           3912           1271           9998
   1           4719           8998           1492           2747            783           9998
   1           5496           9632           1822           1895            894           9998
   1           4935           9803           2016           2503            933           9998
   1           6997           9834           2038           3915           1068           9997
   1           5019           9485           1140           2468            877           9998
   1           6105           9858           1784           2957            990           9991
   1           5976           9836           1653           2916            924           9993
   1           6378           9640           2145           4701            955           9999
   1           4999           9680           2088           2282            861           9998
   1           6622           9943           2771           2685           1069           9998
   1           5773           9508           1864           2320            838           9995
   1           6112           9957           1933           3246           1021           9999
   1           5113           9716           1342           3433            848           9995
   1           6171           9747           2279           2093           1061           9999
   1           4169           9289           1326           2306            670           9998
   1           6451           9845           2142           3876           1089           9986
   1           6089           9585           1810           2649            936           9999
   1           4981           9232           1281           1088            568           9965
   1           4797           8781           1077           1737            603           9999
   1           5862           9402           1999           2792            818           9997
   1           6055           9995           2122           2591            995           9992
   1           5825           9995           1933           3619            938           9999
   1           5938           9577           1472           2970            814           9997
   1           6418           9738           1639           2812           1038           9992
   1           6611           9690           1824           4803            884           9999
   1           6821           9873           2530           4360           1209           9999
   1           6326           9834           2253           8881           1012           9998
   1           5791           9720           1812           3056            888           9998
   1           5416           9185           1348           2722            788           9979
   1           5257           9511           1015           2120            681           9999
   1           4097           8177           1063           1261            477           9997
   1           6200           9843           1655           3092           1042           9997
   1           5677           9808           1598           2861            894           9994
   1           5302           9622           1459           1946            777           9997
   1           7002           9937           2215           4061           1060           9999
   1           6169           9936           1750           3424            972           9999
   1           5913           9810           1730           3535            935           9999
   1           5534           9536           1624           2661            849           9998
   1           6676           9862           1854           2413            964           9998
   1           5535           9927           2051           2695            966           9998
   1           5649           9509           1777           1313            852           9998
   1           6073           9506           1670           2775            931           9999
   1           6075           9703           1976           2036            876           9999
   1           6320           9879           2419           3617           1027           9998
   1           5072           9329           1172           1720            651           9998
   1           6477           9850           2137           3876           1018           9998
   1           5406           9412           1647           1427            819           9998
   1           5105           9638           1263           2608            830           9999
   1           4220           8647           1091           1107            555           9992
   1           8669           9968           2853           3714           1298           9999
   1           3844           9099           1177           1789            605           9965
   1           5949           9676           1691           3419            944           9999
   1           3169           9216           1056           2224            619           9999
   1           6452           9883           2153           4000           1086           9999
   1           6052           9681           2277           2493            953           9998
   1           5166           9637           1753           1977            849           9999
   1           5302           9389           1511           1882            948           9998
   1           6886           9796           2105           3568            927           9954
   1           6934           9951           2676           8155           1183           9998
   1           4986           9117           1214           1748            675           9984
   1           5769           9881           1864           2899            889           9998
   1           2709           7791            652            632            337           9997
   1           4983           9204            984           1290            736           9997
   1           5101           9015           1091           1481            612           9998
   1           3785           8582           1196           1571            588           9998
   1           5367           9384           1557           2104            718           9998
   1           6281           9813           1841           2495           1061           9998
   1           7137           9970           2282           3401           1132           9998
   1           6417           9887           1861           2844            912           9989
   1           3837           9201           1262            642            550           9997
   1           5442           9353           1130           2036            822           9998
   1           4234           8254           1281           1243            609           9998
   1           3933           8796            847            998            563           9998
   1           5203           9667           1352           2203            764           9992
   1           7888           9887           2043           3167           1078           9977
   1           5497           9698           1447           2564            785           9998
   1           3556           8317            676           1338            507           9998
   1           5820           9647           2044           2367            850           9998
   1           6144           9717           1753           3097            929           9998
   1           5871           9764           1796           2371            937           9999
   1           5664           9914           1880           2897            976           9998
   1           6793           9571           1637           3165            891           9999
   1           6492           9907           1622           7206           1046           9998
   1           6468           9867           2076           6109           1162           9999
   1           6080           9699           1986           3450           1035           9998
   1           5415           9207           1609           1462            723           9998
   1           4154           8845            870           1223            491           9997
   1           5529           9475           1465           2351            826           9998
   1           5879           9999           1742           2999            999           9971
   1           6070           9765           1416           3124           1008           9998
   1           6597           9899           2547           6870           1025           9999
   1           5822           9770           1737           3221            998           9999
   1           6333           9844           1940           2921           1028           9980
   1           5889           9703           1992           2126            911           9998
   1           4875           9377           1323           2042            795           9982
   1           4780           9680           1425           1646            859           9998
   1           5511           9455           2191           3267            973           9998
   1           5034           9495           1447           2166            707           9997
   1           5959           9937           1918           2524            905           9999
   1           8575           9795           2078           3936           1111           9998
   1           6769           9839           1819           2863            973           9999
   1           7209           9921           2446           6546           1240           9998
   1           6927           9974           2194           8945           1043           9999
   1           5038           9390           1650           2678            801           9997
   1           5000           9550           1438           1454            754           9998
   1           6754           9985           2129           6061           1153           9999
   1           4108           8888           1089            992            568           9998
   1           5479           9690           1403           2622            868           9998
   1           4318           9184            950           1223            600           9998
   1           6283           9930           2162           3611           1120           9999
   1           6928           9880           3602           4454           1192           9998
   1           4936           9411           1464           1878            681           9998
   1           5967           9701           1631           2007            948           9998
   1           9376           9926           2519           3452           1412           9999
   1           6467           9864           2222           2562            923           9999
   1           5477           9393           1564           2506            843           9999
   1           5512           9395           1369           1683            813           9998
   1           5540           9459           1731           2017            778           9999
   1           6939           9943           1911           3019           1005           9999
   1           6764           9945           1985           5820           1022           9999
   1           6334           9874           2189           3116            968           9998
   1           5650           9622           1655           2206            868           9996
   1           5705           9279           1429           2668            721           9997
   1           5956           9524           1417           2941            825           9998
   1           6683           9955           1823           3810           1061           9999
   1           6718           9870           1877           3214           1229           9999
   1           6481           9712           2357           2474           1035           9998
   1           6534           9728           1683           2669           1031           9992
   1           6124           9656           1486           3490            821           9999
   1           5980           9880           1802           2052            953           9998
   1           5821           9568           1665           2347            868           9998
   1           5612           9601           1235           2407            739           9999
   1           6792           9866           2653           9261           1223           9999
   1           5392           9512           1406           2427            804           9999
   1           3683           8590            925            883            539           9997
   1           6996           9968           2041           3528           1096           9996
   1           6304           9812           2384           2532           1008           9998
   1           7204           9994           2173           9652           1299           9998
   1           6425           9885           1973           4160           1135           9999
   1           6131           9815           2630           2513           1136           9997
   1           5689           9647           1179           1609            825           9999
   1           6396           9910           1478           2918           1029           9998
   1           3568           9274            769            729            495           9996
   1           7141           9922           3028           3298           1251           9998
   1           5354           9327           1512           1919            701           9998
   1           6751           9968           2697           3716           1129           9999
   1           4719           9501           1388           1069            722           9997
   1           5890           9651           1490           2195            927           9998
   1           5413           9501           1858           2071            858           9998
   1           6434           9757           1470           3864           1022           9999
   1           5691           9242           1326           1377            683           9998
   1           3890           9321           1347           1568            650           9997
   1           7501           9929           2533           3424           1191           9999
   1           5420           9541           1581           1505            770           9998
   1            811           5878            304            449            138           9990
   1           8313           9913           1862           5897           1132           9998
   1           7475           9941           2214           5949           1282           9998
   1           5828           9839           1929           2979           1036           9998
   1           4944           9572           1302           2290            818           9999
   1           6682           9890           1968           3192           1167           9998
   1           9035           9987           2444           8189           1517           9998
   1           6533           9926           1678           4306           1041           9998
   1           5154           9335           1083           1511            692           9998
   1           6201           9621           1609           3265            962           9998
   1           5901           9804           1707           3022            956           9998
   1           4769           9415           1545           1960            737           9995
   1           5341           9644           1531           2463            880           9997
   1           3944           9053           1285           1930            611           9929
   1           5717           9921           1925           2429            924           9998
   1           3260           6203            824           1202            378           9996
   1           5619           9672           1217           1673            897           9998
   1           9379           9893           2418           3614           1270           9999
   1           5890           9938           2005           2788            928           9999
   1           6013           9994           1915           2933            853           9998
   1           5337           9014           1502           2476            834           9998
   1           7040           9820           2472           3975           1119           9998
   1           6276           9702           2092           4175            939           9999
   1           4430           9529           1416           1970            724           9991
   1           6284           9781           1483           2647            935           9998
   1           7282           9915           2543           8634           1318           9998
   1           4200           8356            942           1853            494           9997
   1           5203           9370           1747           1760            836           9998
   1           7179           9816           1853           9480           1043           9999
   1           5849           9505           1247           2399            867           9998
   1           8280           9848           1967           3908           1043           9992
   1           6645           9933           1832           2484           1147           9999
   1           5020           9567           1975           2648            852           9999
   1           5826           9797           1589           3217           1020           9999
   1           5535           9913           1662           2937            937           9999
   1           5309           9786           2442           3780           1061           9998
   1           6608           9763           1981           7155           1020           9997
   1           5142           9664           1766           2164            944           9999
   1           4773           9301           1545           2387            738           9998
   1           6336           9867           1608           3172           1091           9999
   1           7227           9861           2908           3079           1121           9999
   1           2331           8247            710           1226            386           9997
   1           5728           9777           1818           3108            919           9998
   1           5639           9550           1437           2061            812           9997
   1           5991           9688           2031           2226            889           9998
   1           6482           9823           1813           3972           1123           9999
   1           5638           9566           1765           1917            897           9999
   1           6399           9798           1804           2926            981           9999
   1           5851           9739           1687           2677            891           9999
   1           4567           9552           1186           1326            678           9999
   1           6560           9865           2025           2821           1005           9993
   1           6782           9871           1950           2869           1059           9999
   1           5866           9677           2246           1853            974           9997
   1           5970           9499           1632           2695            847           9998
   1           5750           9622           1362           2753            890           9999
   1           5761           9682           1754           3165            926           9999
   1           6414           9957           2092           3312           1514           9999
   1           5361           9507           1460           3237            884           9997
   1           5878           9839           1878           3824           1004           9999
   1           6111           9889           1927           3312            975           9998
   1           4357           9047           1007           1648            673           9998
   1           5781           9583           2034           4998            928           9998
   1           5933           9404           1216           2805            901           9998
   1           7732           9953           1969           9326           1311           9999
   1           7046           9994           1936           4338           1183           9997
   1           6098           9620           1535           2620            919           9998
   1           5938           9658           1872           2188            867           9998
   1           6333           9298           1969           3459            930           9998
   1           5520           9714           2158           3762            912           9998
   1           5690           9330           1366           2782            743           9999
   1           4169           9384           1459           2640            776           9999
   1           4572           9606           1633           2435            882           9998
   1           5610           9308           1684           1827            756           9978
   1           6450           9929           2216           3467           1068           9998
   1           4474           9337           1365           1803            675           9998
   1           5976           9751           1975           1839            875           9997
   1           4747           8784           1270           1700            591           9998
   1           9692           9939           2250           8879           1642           9995
   1           7318           9884           2234           5172           1203           9999
   1           6477           9751           2124           4521           1072           9998
   1           3859           9445           1259           1323            680           9997
   1           3586           8985            680           1586            534           9998
   1           5638           9430           1400           2824            789           9998
   1           6837           9958           2819           6767           1180           9998
   1           8349           9867           2575           4233           1538           9999
   1           5267           9609           1476           2566            793           9999
   1           2334           8045            742            864            352           9996
   1           5494           9694           1591           2929            848           9999
   1           6474           9919           2358           4755           1125           9999
   1           5642           9371           1342           2686            883           9999
   1           6627           9879           2183           5623           1135           9999
   1           4078           8854           1166           1066            608           9997
   1           9418           9684           2126           3206           1066           9999
   1           6457           9389           1805           3706            850           9996
   1           5975           9977           1690           3332           1130           9999
   1           6876           9806           1858           3920           1107           9999
   1           8203           9937           2322           4290           1335           9999
   1           6210           9889           1519           3414            987           9998
   1           5819           9894           1628           2814            960           9998
   1           7440           9959           3505           3396           1388           9999
   1           4751           8675           1132           1544            573           9998
   1           6603           9717           2371           3577           1089           9998
   1           5444           9482           1609           1971            800           9999
   1           6509           9959           2188           4312           1089           9998
   1           5963           9715           1691           2744            932           9999
   1           6192           9815           1745           2714            947           9999
   1           8947           9987           2458           4659           1226           9999
   1           5644           9770           1608           2232            862           9997
   1           5552           9846           1722           2236            885           9998
   1           6159           9742           1622           4888            995           9999
   1           4995           9139           1464           1482            693           9997
   1           5046           9124           1016           1734            654           9999
   1           4581           8245           1344           1818            534           9997
   1           6521           9578           1722           3371            915           9998
   1           2716           8283            574           1081            462           9998
   1           5114           9602           1317           3025            741           9999
   1           9065           9969           2324           6762           1486           9999
   1           3569           8753           1319           1658            605           9995
   1           6031           9931           1851           2560            988           9998
   1           7114           9758           2267           4135           1083           9999
   1           5517           9601           1585           1727            904           9998
   1           9090           9908           2905           3944           1341           9999
   1           5732           9740           1312           2513            784           9999
   1           5572           9517           1193           2200            755           9998
   1           9310           9892           2653           4749           1266           9994
   1           4295           9090           1266           1296            509           9999
   1           6130           9678           1529           3015           1023           9998
   1           6709           9969           2489           5703           1209           9999
   1           6244           9994           2425           4026            975           9999
   1           6630           9429           2120           3289            876           9996
   1           6139           9895           1979           3542            953           9999
   1           7258           9802           1892           8222           1160           9999
   1           6925           9820           2775           7812           1172           9999
   1           6845           9759           1818           5382           1078           9999
   1           6573           9932           1911           5383           1150           9999
   1           6854           9845           1823           3501           1089           9998
   1           5772           9524           1048           2136            744           9999
   1           6312           9768           1914           3133            927           9998
   1           4864           9619           1306           1585            757           9999
   1           5835           9812           1849           2527            943           9998
   1           4236           9060           1067           1694            576           9998
   1           5726           9441           1246           2228            781           9998
   1           3201           8879           1054           1971            638           9997
   1           6249           9695           1747           3371           1039           9999
   1           4578           9025            931            798            563           9998
   1           5203           8872           1107           1569            705           9998
   1           5976           9584           1977           2269            970           9999
   1           9529           9988           2437           6617           1317           9999
   1           3742           8983            932           1187            585           9994
   1           6707           9795           2044           5010           1144           9999
   1           7335           9759           2236           3940           1232           9999
   1           5519           9743           1510           3007            977           9998
   1           7362           9888           1906           3725           1103           9999
   1           5715           9600           1812           2415            833           9998
   1           9428           9902           2558           4433           1375           9999
   1           6402           9994           2388           3491           1157           9998
   1           5606           9425           1340           2028            922           9990
   1           5223           9600           1412           1733            852           9998
   1           2929           7191            607            740            238           9982
   1           5801           9620           1466           2622            837           9998
   1           4015           9384           1457           1439            751           9998
   1           6171           9886           2064           3027            862           9997
   1           6773           9809           1890           4859           1117           9983
   1           5883           9962           1827           2926           1062           9998
   1           4466           9603           1350           1346            771           9994
   1           3788           7694            508            925            348           9997
   1           5664           9678           1647           3025            831           9998
   1           5006           9476           1137           1742            698           9999
   1           3799           9414            850           1669            708           9997
   1           7125           9970           2063           4107           1114           9999
   1           5613           9663           1344           2624            937           9992
   1           6996           9943           1674           6373           1167           9999
   1           7711           9936           2116           4676           1204           9999
   1           5238           9483           1851           2725            798           9999
   1           5885           9863           1937           3723            997           9998
   1           6008           9742           1879           2484            955           9998
   1           6419           9855           2115           3114           1272           9999
   1           6025           9719           1724           2510            889           9998
   1           6135           9876           1269           2888            994           9998
   1           7459           9832           2449           6136           1319           9999
   1           6051           9952           1697           2703            918           9999
   1           6026           9578           1398           2490            849           9999
   1           7274           9939           2401           7029           1083           9999
