# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
MPO487	15	1.0000	0.0000	0.0000	0.9870	0.0063	0.0004	0.0259	0.0252	0.0008	0.9741	0.0252	0.0008	0.0130	0.0063	0.0004	0.9870	0.0063	0.0004	0.0259	0.0252	0.0008	0.0000	47.7314	0.0000
MPO488	13	1.0000	0.0000	0.0000	0.9866	0.0065	0.0004	0.0269	0.0262	0.0007	0.9731	0.0262	0.0007	0.0134	0.0065	0.0004	0.9866	0.0065	0.0004	0.0269	0.0262	0.0007	0.0000	47.6835	0.0000
MPO489	15	1.0000	0.0000	0.0000	0.9856	0.0070	0.0003	0.0288	0.0280	0.0007	0.9712	0.0280	0.0007	0.0144	0.0070	0.0003	0.9856	0.0070	0.0003	0.0288	0.0280	0.0007	0.0000	47.5903	0.0000
MPO490	7	1.0000	0.0000	0.0000	0.9882	0.0058	0.0004	0.0236	0.0231	0.0007	0.9764	0.0231	0.0007	0.0118	0.0058	0.0004	0.9882	0.0058	0.0004	0.0236	0.0231	0.0007	0.0000	47.8432	0.0000
MPO491	9	1.0000	0.0000	0.0000	0.9869	0.0064	0.0004	0.0262	0.0255	0.0007	0.9738	0.0255	0.0007	0.0131	0.0064	0.0004	0.9869	0.0064	0.0004	0.0262	0.0255	0.0007	0.0000	47.7169	0.0000
OICP541	4	1.0000	0.0000	0.0000	0.9853	0.0071	0.0003	0.0294	0.0285	0.0006	0.9706	0.0285	0.0006	0.0147	0.0071	0.0003	0.9853	0.0071	0.0003	0.0294	0.0285	0.0006	0.0000	47.5600	0.0000
OICP542	7	1.0000	0.0000	0.0000	0.9832	0.0081	0.0003	0.0336	0.0325	0.0007	0.9664	0.0325	0.0007	0.0168	0.0081	0.0003	0.9832	0.0081	0.0003	0.0336	0.0325	0.0007	0.0000	47.3528	0.0000
OICP543	6	1.0000	0.0000	0.0000	0.9860	0.0068	0.0003	0.0280	0.0272	0.0006	0.9720	0.0272	0.0006	0.0140	0.0068	0.0003	0.9860	0.0068	0.0003	0.0280	0.0272	0.0006	0.0000	47.6306	0.0000
OICP544	86	1.0000	0.0000	0.0000	0.9852	0.0072	0.0003	0.0295	0.0287	0.0006	0.9705	0.0287	0.0006	0.0148	0.0072	0.0003	0.9852	0.0072	0.0003	0.0295	0.0287	0.0006	0.0000	47.5536	0.0000
OICP545	5	1.0000	0.0000	0.0000	0.9832	0.0081	0.0003	0.0335	0.0324	0.0007	0.9665	0.0324	0.0007	0.0168	0.0081	0.0003	0.9832	0.0081	0.0003	0.0335	0.0324	0.0007	0.0000	47.3568	0.0000
OICP546	6	1.0000	0.0000	0.0000	0.9829	0.0082	0.0003	0.0341	0.0330	0.0007	0.9659	0.0330	0.0007	0.0171	0.0082	0.0003	0.9829	0.0082	0.0003	0.0341	0.0330	0.0007	0.0000	47.3280	0.0000
OICP547	3	1.0000	0.0000	0.0000	0.9853	0.0071	0.0003	0.0294	0.0285	0.0006	0.9706	0.0285	0.0006	0.0147	0.0071	0.0003	0.9853	0.0071	0.0003	0.0294	0.0285	0.0006	0.0000	47.5620	0.0000
OICP548	7	1.0000	0.0000	0.0000	0.9844	0.0075	0.0003	0.0312	0.0302	0.0006	0.9688	0.0302	0.0006	0.0156	0.0075	0.0003	0.9844	0.0075	0.0003	0.0312	0.0302	0.0006	0.0000	47.4736	0.0000
OICP549	79	1.0000	0.0000	0.0000	0.9828	0.0083	0.0003	0.0344	0.0332	0.0007	0.9656	0.0332	0.0007	0.0172	0.0083	0.0003	0.9828	0.0083	0.0003	0.0344	0.0332	0.0007	0.0000	47.3135	0.0000
OICP550	106	1.0000	0.0000	0.0000	0.9823	0.0085	0.0003	0.0353	0.0341	0.0007	0.9647	0.0341	0.0007	0.0177	0.0085	0.0003	0.9823	0.0085	0.0003	0.0353	0.0341	0.0007	0.0000	47.2702	0.0000
IRO601	23	1.0000	0.0000	0.0000	0.9792	0.0100	0.0004	0.0417	0.0399	0.0008	0.9583	0.0399	0.0008	0.0208	0.0100	0.0004	0.9792	0.0100	0.0004	0.0417	0.0399	0.0008	0.0000	46.9583	0.0000
IRO602	12	1.0000	0.0000	0.0000	0.9755	0.0117	0.0004	0.0491	0.0467	0.0008	0.9509	0.0467	0.0008	0.0245	0.0117	0.0004	0.9755	0.0117	0.0004	0.0491	0.0467	0.0008	0.0000	46.5959	0.0000
IRO603	17	1.0000	0.0000	0.0000	0.9772	0.0109	0.0004	0.0457	0.0436	0.0008	0.9543	0.0436	0.0008	0.0228	0.0109	0.0004	0.9772	0.0109	0.0004	0.0457	0.0436	0.0008	0.0000	46.7620	0.0000
IRO604	393	1.0000	0.0000	0.0000	0.9733	0.0126	0.0004	0.0534	0.0506	0.0008	0.9466	0.0506	0.0008	0.0267	0.0126	0.0004	0.9733	0.0126	0.0004	0.0534	0.0506	0.0008	0.0000	46.3837	0.0000
IRO605	23	1.0000	0.0000	0.0000	0.9773	0.0108	0.0004	0.0453	0.0433	0.0008	0.9547	0.0433	0.0008	0.0227	0.0108	0.0004	0.9773	0.0108	0.0004	0.0453	0.0433	0.0008	0.0000	46.7792	0.0000
IRO606	22	1.0000	0.0000	0.0000	0.9798	0.0097	0.0004	0.0405	0.0388	0.0008	0.9595	0.0388	0.0008	0.0202	0.0097	0.0004	0.9798	0.0097	0.0004	0.0405	0.0388	0.0008	0.0000	47.0183	0.0000
IRO607	27	1.0000	0.0000	0.0000	0.9778	0.0106	0.0004	0.0444	0.0424	0.0008	0.9556	0.0424	0.0008	0.0222	0.0106	0.0004	0.9778	0.0106	0.0004	0.0444	0.0424	0.0008	0.0000	46.8257	0.0000
IRO608	435	1.0000	0.0000	0.0000	0.9702	0.0140	0.0004	0.0596	0.0561	0.0009	0.9404	0.0561	0.0009	0.0298	0.0140	0.0004	0.9702	0.0140	0.0004	0.0596	0.0561	0.0009	0.0000	46.0787	0.0000
IRO609	411	1.0000	0.0000	0.0000	0.9703	0.0140	0.0004	0.0595	0.0559	0.0009	0.9405	0.0559	0.0009	0.0297	0.0140	0.0004	0.9703	0.0140	0.0004	0.0595	0.0559	0.0009	0.0000	46.0874	0.0000
IRO610	12	1.0000	0.0000	0.0000	0.9847	0.0074	0.0004	0.0306	0.0297	0.0008	0.9694	0.0297	0.0008	0.0153	0.0074	0.0004	0.9847	0.0074	0.0004	0.0306	0.0297	0.0008	0.0000	47.4991	0.0000
HGRF661	4	1.0000	0.0000	0.0000	0.9905	0.0047	0.0003	0.0191	0.0187	0.0005	0.9809	0.0187	0.0005	0.0095	0.0047	0.0003	0.9905	0.0047	0.0003	0.0191	0.0187	0.0005	0.0000	48.0662	0.0000
HGRF662	8	1.0000	0.0000	0.0000	0.9912	0.0043	0.0003	0.0177	0.0174	0.0005	0.9823	0.0174	0.0005	0.0088	0.0043	0.0003	0.9912	0.0043	0.0003	0.0177	0.0174	0.0005	0.0000	48.1353	0.0000
HGRF663	2	1.0000	0.0000	0.0000	0.9908	0.0045	0.0003	0.0185	0.0181	0.0005	0.9815	0.0181	0.0005	0.0092	0.0045	0.0003	0.9908	0.0045	0.0003	0.0185	0.0181	0.0005	0.0000	48.0947	0.0000
HGRF664	75	1.0000	0.0000	0.0000	0.9905	0.0046	0.0003	0.0189	0.0186	0.0006	0.9811	0.0186	0.0006	0.0095	0.0046	0.0003	0.9905	0.0046	0.0003	0.0189	0.0186	0.0006	0.0000	48.0736	0.0000
HGRF665	136	1.0000	0.0000	0.0000	0.9880	0.0058	0.0003	0.0239	0.0233	0.0006	0.9761	0.0233	0.0006	0.0120	0.0058	0.0003	0.9880	0.0058	0.0003	0.0239	0.0233	0.0006	0.0000	47.8291	0.0000
HGRF666	4	1.0000	0.0000	0.0000	0.9917	0.0041	0.0003	0.0166	0.0163	0.0005	0.9834	0.0163	0.0005	0.0083	0.0041	0.0003	0.9917	0.0041	0.0003	0.0166	0.0163	0.0005	0.0000	48.1899	0.0000
HGRF667	84	1.0000	0.0000	0.0000	0.9908	0.0045	0.0003	0.0184	0.0181	0.0005	0.9816	0.0181	0.0005	0.0092	0.0045	0.0003	0.9908	0.0045	0.0003	0.0184	0.0181	0.0005	0.0000	48.0983	0.0000
HGRF668	4	1.0000	0.0000	0.0000	0.9915	0.0042	0.0003	0.0169	0.0167	0.0005	0.9831	0.0167	0.0005	0.0085	0.0042	0.0003	0.9915	0.0042	0.0003	0.0169	0.0167	0.0005	0.0000	48.1708	0.0000
HGRF669	5	1.0000	0.0000	0.0000	0.9908	0.0045	0.0003	0.0185	0.0181	0.0005	0.9815	0.0181	0.0005	0.0092	0.0045	0.0003	0.9908	0.0045	0.0003	0.0185	0.0181	0.0005	0.0000	48.0954	0.0000
HGRF670	6	1.0000	0.0000	0.0000	0.9926	0.0037	0.0003	0.0149	0.0146	0.0005	0.9851	0.0146	0.0005	0.0074	0.0037	0.0003	0.9926	0.0037	0.0003	0.0149	0.0146	0.0005	0.0000	48.2730	0.0000
PTP721	74	1.0000	0.0000	0.0000	0.9899	0.0050	0.0003	0.0202	0.0198	0.0006	0.9798	0.0198	0.0006	0.0101	0.0050	0.0003	0.9899	0.0050	0.0003	0.0202	0.0198	0.0006	0.0000	48.0106	0.0000
PTP722	82	1.0000	0.0000	0.0000	0.9896	0.0051	0.0003	0.0209	0.0204	0.0006	0.9791	0.0204	0.0006	0.0104	0.0051	0.0003	0.9896	0.0051	0.0003	0.0209	0.0204	0.0006	0.0000	47.9784	0.0000
PTP723	4	1.0000	0.0000	0.0000	0.9918	0.0040	0.0003	0.0163	0.0161	0.0007	0.9837	0.0161	0.0007	0.0082	0.0040	0.0003	0.9918	0.0040	0.0003	0.0163	0.0161	0.0007	0.0000	48.2015	0.0000
PTP724	2	1.0000	0.0000	0.0000	0.9911	0.0044	0.0003	0.0178	0.0175	0.0006	0.9822	0.0175	0.0006	0.0089	0.0044	0.0003	0.9911	0.0044	0.0003	0.0178	0.0175	0.0006	0.0000	48.1282	0.0000
PTP725	4	1.0000	0.0000	0.0000	0.9926	0.0037	0.0003	0.0149	0.0146	0.0006	0.9851	0.0146	0.0006	0.0074	0.0037	0.0003	0.9926	0.0037	0.0003	0.0149	0.0146	0.0006	0.0000	48.2731	0.0000
PTP726	8	1.0000	0.0000	0.0000	0.9912	0.0043	0.0003	0.0176	0.0173	0.0006	0.9824	0.0173	0.0006	0.0088	0.0043	0.0003	0.9912	0.0043	0.0003	0.0176	0.0173	0.0006	0.0000	48.1380	0.0000
PTP727	3	1.0000	0.0000	0.0000	0.9907	0.0046	0.0003	0.0187	0.0183	0.0006	0.9813	0.0183	0.0006	0.0093	0.0046	0.0003	0.9907	0.0046	0.0003	0.0187	0.0183	0.0006	0.0000	48.0865	0.0000
PTP728	9	1.0000	0.0000	0.0000	0.9899	0.0049	0.0003	0.0202	0.0198	0.0006	0.9798	0.0198	0.0006	0.0101	0.0049	0.0003	0.9899	0.0049	0.0003	0.0202	0.0198	0.0006	0.0000	48.0118	0.0000
PTP729	60	1.0000	0.0000	0.0000	0.9915	0.0042	0.0003	0.0170	0.0167	0.0006	0.9830	0.0167	0.0006	0.0085	0.0042	0.0003	0.9915	0.0042	0.0003	0.0170	0.0167	0.0006	0.0000	48.1699	0.0000
PTP730	4	1.0000	0.0000	0.0000	0.9897	0.0050	0.0003	0.0206	0.0201	0.0006	0.9794	0.0201	0.0006	0.0103	0.0050	0.0003	0.9897	0.0050	0.0003	0.0206	0.0201	0.0006	0.0000	47.9929	0.0000
RRL782	22	1.0000	0.0000	0.0000	0.9851	0.0072	0.0004	0.0297	0.0288	0.0008	0.9703	0.0288	0.0008	0.0149	0.0072	0.0004	0.9851	0.0072	0.0004	0.0297	0.0288	0.0008	0.0000	47.5447	0.0000
RRL783	17	1.0000	0.0000	0.0000	0.9824	0.0085	0.0004	0.0351	0.0339	0.0008	0.9649	0.0339	0.0008	0.0176	0.0085	0.0004	0.9824	0.0085	0.0004	0.0351	0.0339	0.0008	0.0000	47.2786	0.0000
RRL784	25	1.0000	0.0000	0.0000	0.9783	0.0104	0.0004	0.0434	0.0415	0.0008	0.9566	0.0415	0.0008	0.0217	0.0104	0.0004	0.9783	0.0104	0.0004	0.0434	0.0415	0.0008	0.0000	46.8746	0.0000
RRL785	16	1.0000	0.0000	0.0000	0.9772	0.0109	0.0004	0.0457	0.0436	0.0008	0.9543	0.0436	0.0008	0.0228	0.0109	0.0004	0.9772	0.0109	0.0004	0.0457	0.0436	0.0008	0.0000	46.7614	0.0000
RRL786	12	1.0000	0.0000	0.0000	0.9777	0.0106	0.0004	0.0445	0.0425	0.0008	0.9555	0.0425	0.0008	0.0223	0.0106	0.0004	0.9777	0.0106	0.0004	0.0445	0.0425	0.0008	0.0000	46.8198	0.0000
RRL787	22	1.0000	0.0000	0.0000	0.9737	0.0125	0.0004	0.0527	0.0499	0.0008	0.9473	0.0499	0.0008	0.0263	0.0125	0.0004	0.9737	0.0125	0.0004	0.0527	0.0499	0.0008	0.0000	46.4193	0.0000
RRL788	350	1.0000	0.0000	0.0000	0.9735	0.0125	0.0004	0.0530	0.0502	0.0008	0.9470	0.0502	0.0008	0.0265	0.0125	0.0004	0.9735	0.0125	0.0004	0.0530	0.0502	0.0008	0.0000	46.4033	0.0000
RRL789	30	1.0000	0.0000	0.0000	0.9748	0.0120	0.0004	0.0503	0.0478	0.0008	0.9497	0.0478	0.0008	0.0252	0.0120	0.0004	0.9748	0.0120	0.0004	0.0503	0.0478	0.0008	0.0000	46.5342	0.0000
RRL790	463	1.0000	0.0000	0.0000	0.9692	0.0144	0.0004	0.0615	0.0577	0.0009	0.9385	0.0577	0.0009	0.0308	0.0144	0.0004	0.9692	0.0144	0.0004	0.0615	0.0577	0.0009	0.0000	45.9870	0.0000
RRL791	390	1.0000	0.0000	0.0000	0.9691	0.0145	0.0004	0.0619	0.0580	0.0009	0.9381	0.0580	0.0009	0.0309	0.0145	0.0004	0.9691	0.0145	0.0004	0.0619	0.0580	0.0009	0.0000	45.9693	0.0000
