Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM483	0.166776	0.058214	0.000000	0.189326
MPO_WM483	0.166312	0.069345	0.000000	0.189844
MPO_WM485	0.165621	0.067253	0.000000	0.195608
MPO_WM482	0.171558	0.059418	0.000000	0.194580
MPO_WM485	0.164534	0.070551	0.000000	0.191706
MPO_WM483	0.161969	0.064314	0.000000	0.187445
MPO_WM484	0.165234	0.063832	0.000000	0.184804
MPO_WM484	0.161820	0.063065	0.000000	0.188633
MPO_WM486	0.172124	0.070248	0.000000	0.199640
MPO_WM483	0.171549	0.067140	0.000000	0.190390
MPO_WM482	0.174294	0.067411	0.000000	0.191400
MPO_WM482	0.169171	0.063113	0.000000	0.181584
MPO_WM482	0.169973	0.070838	0.000000	0.196423
MPO_WM484	0.171534	0.061989	0.000000	0.180552
MPO_WM482	0.163993	0.065238	0.000000	0.186886
